Date,open,high,low,close,volume,capital gains
2016-03-11 05:00:00,19.0492016244798,19.156421146730484,19.004527817656633,19.151952743530273,17640200,0.0
2016-03-14 04:00:00,19.093869594291473,19.210022468674506,19.084934495616498,19.17428207397461,20121800,0.0
2016-03-15 04:00:00,19.098339092569628,19.26363418180995,19.089403992584195,19.245765686035156,12642200,0.0
2016-03-16 04:00:00,19.156424906782483,19.500418740269257,19.151956502705207,19.469146728515625,29513800,0.0
2016-03-17 04:00:00,19.43339559760928,19.603159070809223,19.411058702129367,19.54061508178711,18734200,0.0
2016-03-18 04:00:00,19.61694208381751,19.630413339648303,19.486732504731354,19.57204246520996,18828800,0.0
2016-03-21 04:00:00,19.527149683546384,19.648379038794335,19.518169414118525,19.639400482177734,16007000,0.0
2016-03-22 04:00:00,19.549600118105964,19.720220104189856,19.549600118105964,19.643890380859375,26225800,0.0
2016-03-23 04:00:00,19.616945258709375,19.63939678445746,19.491224936012582,19.531635284423828,21350200,0.0
2016-03-24 04:00:00,19.446318527210504,19.585508346557617,19.41937773339638,19.585508346557617,13486400,0.0
2016-03-28 04:00:00,19.603480164718025,19.630420974046405,19.500209631509552,19.536128997802734,12816000,0.0
2016-03-29 04:00:00,19.500208077310162,19.854920997544998,19.477758261064796,19.841449737548828,20163000,0.0
2016-03-30 04:00:00,19.944719658380638,20.05697044901847,19.913289574026933,19.95819091796875,21976600,0.0
2016-03-31 04:00:00,19.931253286104923,20.016564996776616,19.881862656307923,19.917783737182617,29189800,0.0
2016-04-01 04:00:00,19.778595090622133,20.079428193321288,19.76063454748542,20.07044792175293,19309800,0.0
2016-04-04 04:00:00,20.039015274239468,20.083914913548348,19.95370356161657,19.99411392211914,15292400,0.0
2016-04-05 04:00:00,19.863898710048936,19.913287614307734,19.760626485551622,19.801036834716797,21452200,0.0
2016-04-06 04:00:00,19.805533381648114,19.99411392211914,19.73369293106704,19.99411392211914,22277000,0.0
2016-04-07 04:00:00,19.850425998034087,19.890836344239798,19.630415445322537,19.706745147705078,21261800,0.0
