Date,open,high,low,close,volume
2014-03-14 04:00:00,12.733067976731062,12.848963328204508,12.586267885919728,12.7639741897583,2218800
2014-03-17 04:00:00,12.833505083407465,13.04211601910512,12.75624106433605,12.887589454650879,1727900
2014-03-18 04:00:00,12.895322380512043,13.119386525558781,12.763973925246948,13.080755233764648,2074400
2014-03-19 04:00:00,13.088483741926419,13.312547920442277,12.926229050038106,13.235283851623535,2272500
2014-03-20 04:00:00,13.2043751496517,13.297090825486496,13.042120506407164,13.196648597717285,1501600
2014-03-21 04:00:00,13.212103732366918,13.69113823641844,13.142566227957936,13.660233497619629,3540300
2014-03-24 04:00:00,13.722045694280324,14.031100478764,13.637055075913766,13.830214500427246,2542700
2014-03-25 04:00:00,13.907476321915782,14.09290916269862,13.853391927565275,13.992466926574707,3636100
2014-03-26 04:00:00,14.100639205595689,14.123818869064644,13.752951622009277,13.752951622009277,2989000
2014-03-27 04:00:00,13.74906422794923,13.927926129760422,13.546871932447326,13.647967338562012,3611400
2014-03-28 04:00:00,13.7412855838348,13.857934570070858,13.500210814510634,13.562423706054688,2398100
2014-03-31 04:00:00,13.904587668855156,13.974577326047903,13.725725870816657,13.834599494934082,3494000
2014-04-01 04:00:00,13.990132606186819,14.013462989165541,13.702398632475179,13.873483657836914,2061500
2014-04-02 04:00:00,13.912370254161786,14.15344649964331,13.88126455094396,14.044572830200195,2947300
2014-04-03 04:00:00,14.013466982456332,14.534500484613835,13.997913389371684,14.480064392089844,5038700
2014-04-04 04:00:00,14.511169318241423,14.542276502745633,14.153445596076201,14.246764183044434,3067100
2014-04-07 04:00:00,14.231211306468444,14.3634138807153,13.990136547526156,14.277872085571289,3313900
2014-04-08 04:00:00,14.285646978571984,14.557827404043401,14.246763001167444,14.42562484741211,3375000
2014-04-09 04:00:00,14.487835496265072,14.728911669221363,14.410070519979142,14.620038032531738,2516500
2014-04-10 04:00:00,14.550051211274273,14.643371277638725,14.215657891375976,14.332306861877441,2567000
2014-04-11 04:00:00,14.270090825227326,14.410070152204392,14.075675422930692,14.30897331237793,3143500
2014-04-14 04:00:00,14.43339972080151,14.814453748988715,14.378963642956464,14.6433687210083,4089800
2014-04-15 04:00:00,14.60448938478733,14.697807971731956,14.262317771688574,14.666702270507812,3441000
2014-04-16 04:00:00,14.736693203281455,14.775575703930237,14.480064842491455,14.697809219360352,2646900
