Date,open,high,low,close,volume
2014-03-14 04:00:00,39.20048911032356,39.480224675704875,38.57298035122401,38.66370391845703,2377900
2014-03-17 04:00:00,38.92831944312025,38.981241765750084,38.54273922504549,38.610782623291016,1727500
2014-03-18 04:00:00,38.81492845130215,38.81492845130215,38.482273305925816,38.52763366699219,1752500
2014-03-19 04:00:00,38.42933810783182,38.48226043407501,37.968155364240765,38.210086822509766,2590800
2014-03-20 04:00:00,38.157163850549274,38.33861099915523,37.96059274150065,38.27812957763672,1260300
2014-03-21 04:00:00,38.05132024998497,38.67882907530318,38.05132024998497,38.580543518066406,3075200
2014-03-24 04:00:00,38.610790314672705,38.822479647361135,38.09668517752863,38.48226547241211,1429900
2014-03-25 04:00:00,38.724187448011314,38.97367797394538,38.61078082819119,38.633460998535156,1480100
2014-03-26 04:00:00,38.754434754592424,38.86028230094262,38.285692871244535,38.29325485229492,1213600
2014-03-27 04:00:00,38.27055529304968,38.61833417015584,38.08910820278078,38.5578498840332,1835400
2014-03-28 04:00:00,38.656150975129,39.003927108247154,38.36885626844195,38.474700927734375,1439100
2014-03-31 04:00:00,39.1248902883151,39.850684662361004,38.86783775366753,39.6087532043457,2681000
2014-04-01 04:00:00,39.85068740067008,39.85824938153107,38.63346804661192,39.43486785888672,2969900
2014-04-02 04:00:00,39.419733492050334,40.092605359306134,39.36681118006727,40.047245025634766,1702300
2014-04-03 04:00:00,40.06237776500828,40.304309228542174,39.933850052727465,40.09261703491211,1721900
2014-04-04 04:00:00,40.25892996540424,40.2740510363598,39.53313586383359,39.62385940551758,1190000
2014-04-07 04:00:00,39.654110095711005,39.7599547311676,39.3290142102086,39.34413528442383,1231300
2014-04-08 04:00:00,39.31388512564052,39.62385987376917,39.155118204804985,39.4575309753418,1279100
2014-04-09 04:00:00,39.66922647956612,40.0699248047174,39.61630416809518,40.03212356567383,1447300
2014-04-10 04:00:00,40.0850476657045,41.06789434493951,40.06992659260245,40.67475509643555,3486200
2014-04-11 04:00:00,41.128387486589226,41.680293795338976,40.765487422157484,41.48372268676758,4514200
2014-04-14 04:00:00,41.876853836251044,42.111226147884814,41.69540672354414,42.05830383300781,2946400
2014-04-15 04:00:00,42.04318362194672,42.390959665143,41.4156720411774,42.035621643066406,2197100
2014-04-16 04:00:00,42.14902322887845,42.61776492182716,41.98269432194037,42.57996368408203,2194200
2014-04-17 04:00:00,42.708501411276906,43.01091426850684,42.48168816329164,42.89751052856445,1726000
2014-04-21 04:00:00,43.010892774384104,43.13185843363514,42.86724695528874,43.116737365722656,1002100
2014-04-22 04:00:00,43.15455690831969,43.76694451547839,42.93530567126418,43.62329864501953,1459100
2014-04-23 04:00:00,43.630853536130324,43.850104752062535,43.4947667734172,43.60817337036133,1301700
2014-04-24 04:00:00,44.31884294642866,44.31884294642866,43.026021686719304,43.0335807800293,2142400
2014-04-25 04:00:00,43.01091877894183,43.056282010106045,42.390969039950285,42.54973602294922,2013700
2014-04-28 04:00:00,42.76900042464207,43.252863502515645,42.46658455894537,42.708518981933594,2182200
2014-04-29 04:00:00,42.83702166424907,43.05627290912292,42.15658776086471,42.33047866821289,3165600
2014-04-30 04:00:00,44.64395948169138,45.50584072162671,44.288624250170216,44.530555725097656,6559600
2014-05-01 04:00:00,44.515419878809865,44.58346326381205,44.08447940181259,44.36421203613281,1647400
2014-05-02 04:00:00,44.23569084598984,44.5154264053728,44.00888049074567,44.190330505371094,1459800
2014-05-05 04:00:00,43.86522549416927,44.12983703965027,43.72157963862953,44.001312255859375,1028500
2014-05-06 04:00:00,44.03913143594025,44.1752182530758,43.797199957488324,43.95596694946289,1187400
2014-05-07 04:00:00,44.129845077913416,44.379338481140394,43.82743224000049,44.016441345214844,1272500
2014-05-08 04:00:00,43.92571866715247,44.2734976424654,43.90303849547674,44.14496994018555,1779100
2014-05-09 04:00:00,44.1373923894848,44.2281159223045,43.88033997645474,44.076908111572266,861900
2014-05-12 04:00:00,44.38689814374731,44.696872964899136,44.19032994079375,44.61370849609375,1209700
2014-05-13 04:00:00,44.61370801763536,44.97660803835788,44.40958072154779,44.651512145996094,1829500
2014-05-14 04:00:00,44.50030160890892,44.5683449981967,44.22056895697023,44.417137145996094,1039000
2014-05-15 04:00:00,44.28862093708927,44.538111490172476,44.01644732714362,44.49274826049805,1016800
2014-05-16 04:00:00,44.500309374175785,44.58347385160075,44.16765146447595,44.51543045043945,918300
2014-05-19 04:00:00,44.24326150716789,45.04466132927349,44.24326150716789,44.999298095703125,1009800
2014-05-20 04:00:00,44.870762931976785,44.870762931976785,44.47006452942439,44.68931579589844,871600
2014-05-21 04:00:00,44.68931652841026,44.916126894251,44.651515281445185,44.84808349609375,886300
2014-05-22 04:00:00,44.84808080869293,45.15049653439265,44.66663368051318,45.021968841552734,946600
2014-05-23 04:00:00,45.03709145577581,45.14293609817384,44.74223769936695,45.082454681396484,587600
2014-05-27 04:00:00,45.27146379547463,45.32438611667373,44.58347073583621,44.80271911621094,1458500
2014-05-28 04:00:00,44.89344237877786,45.34706306656484,44.70443327819162,45.1429328918457,1451100
2014-05-29 04:00:00,45.195863948991665,45.33951273900715,44.99929571535278,45.316829681396484,914700
