Earnings Date,eps_estimate,eps_actual,eps_surprise_pct
2023-11-09 21:00:00,0.27,0.36,34.59
2024-02-07 21:00:00,0.25,0.29,16.35
2024-05-08 20:00:00,0.31,0.36,17.73
2024-07-31 20:00:00,0.17,0.21,23.1
2024-11-06 21:00:00,0.26,0.3,17.12
2025-02-05 21:00:00,0.34,0.39,14.0
2025-05-07 20:00:00,0.52,0.55,5.04
2025-07-30 20:00:00,0.35,0.35,-0.31
2025-11-05 21:00:00,0.33,0.39,17.7
2026-02-04 21:00:00,0.41,0.43,5.09
