Date,open,high,low,close,volume,capital gains
2016-03-11 05:00:00,17.56972824715973,17.61335226005621,17.46793703469146,17.504291534423828,31390800,0.0
2016-03-14 04:00:00,17.500650801594773,17.558816599130488,17.427943207979627,17.526098251342773,23449600,0.0
2016-03-15 04:00:00,17.50793151849413,17.616992276689686,17.486118812141907,17.558826446533203,27474000,0.0
2016-03-16 04:00:00,17.493388178281712,17.827842712402344,17.377056528183058,17.827842712402344,55736400,0.0
2016-03-17 04:00:00,17.75877071903139,17.965986567680055,17.693333989270467,17.92599868774414,35069800,0.0
2016-03-18 04:00:00,17.925257001615297,17.98019807185363,17.804388603184208,17.81171417236328,33981400,0.0
2016-03-21 04:00:00,17.756771967236638,17.88130384090279,17.621252439108858,17.793399810791016,31486400,0.0
2016-03-22 04:00:00,17.771432015362194,17.866661661933563,17.712828833500563,17.734804153442383,22914800,0.0
2016-03-23 04:00:00,17.734801674369333,17.936251393743312,17.65422318382961,17.86665916442871,30479200,0.0
2016-03-24 04:00:00,17.859333130526473,17.939913016189113,17.808055529544735,17.914274215698242,30147000,0.0
2016-03-28 04:00:00,17.943571992236432,18.0388015991042,17.81171453871992,17.84834098815918,22489200,0.0
2016-03-29 04:00:00,17.9032810015023,18.126705962622765,17.8336887955871,18.1120548248291,35107200,0.0
2016-03-30 04:00:00,18.112059632819474,18.15234957384263,18.002178864617076,18.06810760498047,29033800,0.0
2016-03-31 04:00:00,18.09374365570003,18.192635354012708,18.02781492535187,18.1743221282959,29406800,0.0
2016-04-01 04:00:00,18.101065249619307,18.269550534957116,18.042462097348135,18.243911743164062,35745200,0.0
2016-04-04 04:00:00,18.24758353276969,18.26956025051187,18.075436070147866,18.167003631591797,30572200,0.0
2016-04-05 04:00:00,18.126703395919247,18.156004270148227,17.81171096400476,17.82636070251465,37316800,0.0
2016-04-06 04:00:00,17.800718842316464,17.830021108698908,17.694501619702518,17.80438232421875,40589000,0.0
2016-04-07 04:00:00,17.7787544131271,17.914273985006513,17.74945212882354,17.797067642211914,30560400,0.0
2016-04-08 04:00:00,17.8520072955295,18.00950217080083,17.833692670703098,17.892295837402344,32873800,0.0
2016-04-11 04:00:00,17.892290746821917,18.005834961276197,17.800723237580844,17.81537437438965,22250000,0.0
2016-04-12 04:00:00,17.819042471721694,17.961887599576304,17.78974019051579,17.939910888671875,26854400,0.0
