Date,open,high,low,close,volume,capital gains
2016-03-11 05:00:00,45.02074851980693,45.36409860536872,44.98725336589672,45.25523376464844,11059900,0.0
2016-03-14 04:00:00,45.087744001294006,45.4143449038069,45.087744001294006,45.29710388183594,6946700,0.0
2016-03-15 04:00:00,44.97050155607298,45.27198028564453,44.82813518062947,45.27198028564453,6948700,0.0
2016-03-16 04:00:00,45.17146875090094,45.69905633499314,45.06260395631482,45.43107604980469,11447900,0.0
2016-03-17 04:00:00,45.715816798134426,46.57837835455541,45.43946026379891,46.42763900756836,17009400,0.0
2016-03-18 04:00:00,46.54801589012643,46.92679786034094,46.49751376807723,46.82579040527344,17059800,0.0
2016-03-21 04:00:00,46.766868816354645,47.10356140136719,46.70794753370322,47.10356140136719,7150400,0.0
2016-03-22 04:00:00,46.64060287140521,46.97729863693218,46.63218692220298,46.83420181274414,7570500,0.0
2016-03-23 04:00:00,46.733187965191604,46.7921092344415,46.4890837291744,46.53116989135742,10833200,0.0
2016-03-24 04:00:00,46.26182577040098,46.39650344848633,46.07664596988933,46.39650344848633,10403600,0.0
2016-03-28 04:00:00,46.40491031557601,46.531168799161485,46.20289224648367,46.413326263427734,6591700,0.0
2016-03-29 04:00:00,46.320737368662144,46.724770318438836,46.05980122810112,46.71635437011719,9271800,0.0
2016-03-30 04:00:00,47.128801598566056,47.16246859933458,46.80052185058594,46.80052185058594,8197600,0.0
2016-03-31 04:00:00,46.89313508994152,46.96047554466674,46.63219885530531,46.69112014770508,12949100,0.0
2016-04-01 04:00:00,46.42174878606185,46.90995407104492,46.08505305016638,46.90995407104492,16184500,0.0
2016-04-04 04:00:00,46.750015993421,46.8089372537491,46.29547780434604,46.3796501159668,12014900,0.0
2016-04-05 04:00:00,46.06822809457625,46.30391323506117,45.9251344624159,46.09347915649414,11244900,0.0
2016-04-06 04:00:00,46.07662731683217,46.32072830200195,45.66417528849732,46.32072830200195,10962400,0.0
2016-04-07 04:00:00,45.93353598218661,46.17764020726884,45.731521128370304,45.87461471557617,13364500,0.0
2016-04-08 04:00:00,46.16080674692117,46.56483967992867,46.01770994364466,46.0513801574707,9188900,0.0
2016-04-11 04:00:00,46.278648432591154,46.58167392951171,46.05137930990074,46.068214416503906,7710100,0.0
2016-04-12 04:00:00,46.08505759846475,46.57326614259937,46.00930121096003,46.33757781982422,10724300,0.0
2016-04-13 04:00:00,46.76686154806298,47.15405940558697,46.707940274568834,47.02779769897461,13215500,0.0
2016-04-14 04:00:00,47.255058758883166,47.30556407508029,47.04462475784719,47.11196517944336,13195200,0.0
2016-04-15 04:00:00,47.19614113697142,47.22139219153426,47.05304754649098,47.17930603027344,10781600,0.0
2016-04-18 04:00:00,46.96887339921912,47.381325498071945,46.89311702232649,47.22139358520508,8619000,0.0
2016-04-19 04:00:00,47.47390645952015,47.743261692998104,47.37289583874017,47.55807876586914,9318800,0.0
2016-04-20 04:00:00,47.57493708981144,47.73486583431995,47.356083848937445,47.48234558105469,13632600,0.0
2016-04-21 04:00:00,47.549665818446606,47.642254076882715,47.31397756606345,47.36448287963867,11941800,0.0
2016-04-22 04:00:00,47.39817323362268,47.55810197813119,47.25507638982519,47.48234558105469,14749400,0.0
2016-04-25 04:00:00,47.44024506479889,47.4570801713894,47.02779298075192,47.255062103271484,10224100,0.0
2016-04-26 04:00:00,47.36449236919859,47.675933837890625,47.33924131283582,47.675933837890625,10139900,0.0
2016-04-27 04:00:00,47.734852201012714,48.13046918508532,47.5412532884365,48.01262664794922,9258100,0.0
2016-04-28 04:00:00,47.68436029000025,48.096809258190355,47.44025600459933,47.5496826171875,19554900,0.0
2016-04-29 04:00:00,47.28033138684696,47.473933581798065,46.985724935346575,47.271915435791016,16369900,0.0
2016-05-02 04:00:00,47.36449750787225,47.549680503872814,47.15406345276937,47.51601028442383,10145100,0.0
2016-05-03 04:00:00,47.20456726841516,47.20456726841516,46.800531069919714,47.12881088256836,11171400,0.0
2016-05-04 04:00:00,46.87628838799347,46.90995860703248,46.345996887488724,46.548011779785156,22102700,0.0
2016-05-05 04:00:00,46.6742789055493,46.792121474875735,46.42175865542561,46.52276611328125,12841100,0.0
2016-05-06 04:00:00,46.329161375422466,46.8678720314906,46.244985828556324,46.83420181274414,9934400,0.0
2016-05-09 04:00:00,46.73319063478738,46.82578212346024,46.522756600883056,46.62376403808594,7765100,0.0
2016-05-10 04:00:00,46.75844755128571,47.431835901977315,46.75844755128571,47.42341995239258,14983100,0.0
2016-05-11 04:00:00,47.38974449956356,47.541257263110964,47.02779769897461,47.02779769897461,12802000,0.0
2016-05-12 04:00:00,47.03621874750261,47.24665279299487,46.64060171446716,46.92679214477539,13992400,0.0
2016-05-13 04:00:00,46.85103742280413,47.03622041691986,46.2113193146289,46.33757781982422,13018000,0.0
2016-05-16 04:00:00,46.33757324660373,47.053050882639475,46.33757324660373,46.90995407104492,9210800,0.0
2016-05-17 04:00:00,46.758442233573575,47.17089435763514,46.52275714037758,46.68268585205078,11830000,0.0
2016-05-18 04:00:00,46.55643633622286,46.93521510592379,46.261826701937565,46.52276611328125,13605200,0.0
2016-05-19 04:00:00,46.15241202233959,46.320756746947204,45.782045921875316,46.0850715637207,15143100,0.0
2016-05-20 04:00:00,46.27022620002026,46.564832498139566,46.261807042378095,46.32072830200195,9397900,0.0
2016-05-23 04:00:00,46.26181950872308,46.42175143734344,46.076639733276075,46.236568450927734,7617200,0.0
2016-05-24 04:00:00,46.430163962654305,46.85103202004275,46.41332885504256,46.71635437011719,7274500,0.0
2016-05-25 04:00:00,46.80053222709243,47.162479056091094,46.80053222709243,47.03622055053711,11092500,0.0
2016-05-26 04:00:00,47.061475215281064,47.22982311322061,46.901546478271484,46.901546478271484,6108400,0.0
2016-05-27 04:00:00,47.0025364812826,47.095127951319924,46.9520311673619,47.07829284667969,6250000,0.0
2016-05-31 04:00:00,47.137214228548395,47.27189185504839,46.89311002708969,47.06987380981445,11290300,0.0
2016-06-01 04:00:00,46.825774809595714,47.1372162320579,46.640591861174286,47.11196517944336,11013000,0.0
2016-06-02 04:00:00,47.01096650102553,47.1961494965354,46.901543104559565,47.1708984375,6113500,0.0
2016-06-03 04:00:00,47.06988639493751,47.24665343589255,46.75844490244233,47.12881088256836,11948800,0.0
2016-06-06 04:00:00,47.23822874664728,47.617010631545405,47.2045617431873,47.57492446899414,8888100,0.0
2016-06-07 04:00:00,47.66752265171204,47.94529393235915,47.58334710381229,47.80220031738281,8372700,0.0
