Date,open,high,low,close,volume
2014-03-14 04:00:00,39.53876495361328,39.96564409590671,39.43405764744197,39.53876495361328,5298700
2014-03-17 04:00:00,39.66763289474851,40.126730126107,39.63541479053343,39.852882385253906,4965200
2014-03-18 04:00:00,39.86092939046161,40.21531923884139,39.748166051330614,40.1347770690918,3910600
2014-03-19 04:00:00,40.22338729593247,40.49723507715577,39.691800787968184,39.933433532714844,4315500
2014-03-20 04:00:00,39.79649570768638,39.957583129836436,39.651517335000044,39.90925598144531,4145500
2014-03-21 04:00:00,40.1428316212537,40.32808107688555,39.619298280021155,39.667625427246094,7777500
2014-03-24 04:00:00,39.724019771820856,39.93343441221508,39.26492246267174,39.61125946044922,5388400
2014-03-25 04:00:00,39.68374691330542,39.75623612061766,38.81387642555861,38.950801849365234,5955600
2014-03-26 04:00:00,39.03134262718329,39.32935550889359,38.78971296909781,39.08772277832031,7082300
2014-03-27 04:00:00,38.97495544605603,39.11993382925483,38.83803312441673,39.09577178955078,5300800
2014-03-28 04:00:00,39.33741468755772,39.48239311971302,39.1682742075393,39.40184783935547,4016300
2014-03-31 04:00:00,39.55487500678436,39.57903705017056,39.2729711864985,39.38573455810547,6694100
2014-04-01 04:00:00,39.5226614119327,40.102575099297766,39.50655235700722,39.812618255615234,3571000
2014-04-02 04:00:00,39.78039020904529,40.247543467730125,39.69984802702453,39.88509750366211,4846000
2014-04-03 04:00:00,39.868988167283305,39.94147735957786,39.37767287200771,39.50654220581055,4765600
2014-04-04 04:00:00,39.635420672867525,39.65958579085896,38.805824337376976,39.015235900878906,5951900
2014-04-07 04:00:00,39.02329600884413,39.079676169187564,37.517134590762566,37.670166015625,8818100
2014-04-08 04:00:00,37.65404468934625,37.78291402420709,37.38019696870606,37.637935638427734,6887600
2014-04-09 04:00:00,37.71042684943186,38.34672056857239,37.460741155563596,38.290340423583984,6023000
2014-04-10 04:00:00,38.25007629247302,38.54808612343798,37.65405355805506,37.68627166748047,6203400
2014-04-11 04:00:00,37.581568163268486,37.62989533231264,37.20301302031013,37.29966735839844,4931500
2014-04-14 04:00:00,37.565452575683594,37.96816969690231,37.26744276627833,37.565452575683594,4698300
2014-04-15 04:00:00,37.82319236762934,37.82319236762934,36.88083575185962,37.62183380126953,5437900
2014-04-16 04:00:00,37.83124117696264,38.00038160287612,37.50101331435129,37.637935638427734,4270900
2014-04-17 04:00:00,37.46075160088872,37.919852023430195,37.283558126869394,37.69432830810547,4281000
2014-04-21 04:00:00,37.726660934565416,37.90454159221221,37.60537810719706,37.74283218383789,3140900
2014-04-22 04:00:00,37.799428573767045,38.71308407456923,37.73474357914197,38.43817901611328,4687200
2014-04-23 04:00:00,38.43009755715029,38.55138039790977,37.34664841107163,37.370906829833984,7862500
2014-04-24 04:00:00,37.56495424090844,38.14710691938644,37.46792982261232,38.13093566894531,4674800
2014-04-25 04:00:00,37.9853960001911,38.00965133272021,37.47601242662623,37.50027084350586,4589200
2014-04-28 04:00:00,37.67814842263684,38.163276663672605,36.92620227072934,37.50027084350586,7024100
2014-04-29 04:00:00,37.58112558915966,37.66198184157574,37.30622049964631,37.54069900512695,3888400
2014-04-30 04:00:00,37.435578485502084,37.49217630651146,36.91002684979364,37.12024688720703,6618800
2014-05-01 04:00:00,37.23344985709596,37.750917513509506,37.10408294299258,37.492183685302734,4367100
2014-05-02 04:00:00,37.50026463312844,38.27646598901919,37.50026463312844,37.985389709472656,4732300
2014-05-05 04:00:00,37.74282949121053,37.87219639181068,37.29813096316938,37.42749786376953,3984700
2014-05-06 04:00:00,37.34665234619144,37.395166104477155,36.635135730774174,36.6998176574707,4586800
2014-05-07 04:00:00,36.86960400978987,37.02322933895556,36.12574503361039,36.473419189453125,5148500
2014-05-08 04:00:00,36.44107660618267,37.02322925357221,36.206598113834055,36.40065002441406,3718200
2014-05-09 04:00:00,36.39256802138953,36.974720751383884,36.29554359450744,36.95854949951172,4023700
2014-05-12 04:00:00,37.055560862829935,37.55685711501071,37.047473698242584,37.419403076171875,2820500
2014-05-13 04:00:00,37.435584507777406,37.70240549347368,36.79683404294429,36.99897003173828,3962300
2014-05-14 04:00:00,36.93427828506959,36.950449529989406,36.37638421490913,36.52191925048828,5480300
2014-05-15 04:00:00,36.31171085164565,36.31171085164565,35.68104751976642,36.08531951904297,7721200
2014-05-16 04:00:00,36.19851510144662,36.70789868297263,36.19851510144662,36.67555618286133,5727100
2014-05-19 04:00:00,36.578527406639495,36.942369694293866,36.38447551345365,36.82917404174805,4567700
2014-05-20 04:00:00,37.201104996426665,37.427499395001824,36.5866129645234,36.8049201965332,8853200
2014-05-21 04:00:00,36.70789644742494,37.063654673931524,35.82658342134352,36.715980529785156,8572000
2014-05-22 04:00:00,36.54618255149183,38.12284367217848,36.54618255149183,37.912620544433594,8780800
2014-05-23 04:00:00,37.85602364560977,38.11475743657117,37.78325457412999,38.05007553100586,5096400
2014-05-27 04:00:00,38.14710748301658,38.67266233489112,38.122852149171834,38.632232666015625,5534400
2014-05-28 04:00:00,37.92880692415475,38.19562798097428,37.65390178274276,37.76709747314453,6889900
2014-05-29 04:00:00,37.88836002998383,38.12283845408564,37.55685722100698,38.009639739990234,3947800
2014-05-30 04:00:00,37.97731332706743,38.09050899553876,37.65389448770593,38.066253662109375,4288900
