symbol,entry_date,ml_rank,regime,signals_aligned,insider_confirmed,vix_rising,vix,equity_return,call_cost,call_pnl,call_return,kelly_fraction,kelly_weighted_pnl
APP,2023-03-17,0.9863636363636364,CHOPPY,2,False,True,25.510000228881836,0.16494078895949904,0.5932703094017905,2.2010302545775335,3.7099956288001135,0.2,0.7419991257600227
APP,2023-05-04,0.9795454545454544,TRENDING_BULL,2,False,True,20.09000015258789,0.5090251899688156,0.5743497375343004,8.59331364669285,14.961813482468344,0.2,2.992362696493669
NVDA,2023-05-04,0.9545454545454546,TRENDING_BULL,2,False,True,20.09000015258789,0.14933601265457502,0.9524805550130422,4.057353969798276,4.259776169123704,0.2,0.8519552338247408
VRT,2023-05-04,0.95,TRENDING_BULL,2,False,True,20.09000015258789,0.1153039531898539,0.49452133394126113,1.6058101141517942,3.2472008868732267,0.2,0.6494401773746454
META,2023-05-04,0.9431818181818182,TRENDING_BULL,2,False,True,20.09000015258789,0.05708291190120811,8.06992457222301,12.22526614419999,1.5149170273883135,0.2,0.3029834054776627
APP,2023-05-30,0.9863636363636364,CHOPPY,2,False,True,17.459999084472656,-0.07057363255380526,0.727717917523797,-0.17547210992049345,-0.24112654875610556,0.2,-0.048225309751221114
WELL,2023-05-30,0.9272727272727272,CHOPPY,2,False,True,17.459999084472656,0.12060713833011921,2.1963685643910877,8.633246642326617,3.930691224730792,0.2,0.7861382449461585
SCHW,2023-06-12,0.9340909090909092,TRENDING_BULL,2,False,True,15.010000228881836,0.02316101485505423,1.3934730450775779,1.0206447465362491,0.7324467094226623,0.2,0.14648934188453247
MSFT,2023-06-28,0.8772727272727273,TRENDING_BULL,2,False,True,13.43000030517578,0.02027690169669008,7.758661928483215,5.514709136390713,0.7107809551728741,0.2,0.14215619103457483
AAPL,2023-07-06,0.8704545454545455,TRENDING_BULL,2,False,True,15.4399995803833,0.006881848396956038,5.094293581554094,0.4138118988494819,0.08123047724376381,0.2,0.016246095448752763
NVDA,2023-07-07,0.9954545454545456,TRENDING_BULL,2,False,True,14.829999923706056,0.0424911141774129,1.0842418404634993,1.644654194208849,1.5168702524021587,0.2,0.30337405048043176
CAT,2023-07-07,0.875,TRENDING_BULL,2,False,True,14.829999923706056,0.05086059871611582,6.254485961242538,11.582014859026096,1.8517932458073936,0.2,0.37035864916147876
ORCL,2023-07-11,0.8931818181818182,TRENDING_BULL,2,False,True,14.84000015258789,0.026723535586896153,2.932538803546389,2.595855842711162,0.8851906203498251,0.2,0.17703812406996502
INTU,2023-07-07,0.9363636363636364,TRENDING_BULL,2,False,True,14.829999923706056,0.09890891436843478,11.433225230355156,43.15528409150462,3.774550332213132,0.2,0.7549100664426265
