Date,vix,spy_close,dist_200,choppy
2018-01-02,9.770000457763672,268.7699890136719,0.0830939855485272,False
2018-01-03,9.149999618530272,270.4700012207031,0.08920512775311217,False
2018-01-04,9.220000267028809,271.6099853515625,0.0929623040255789,False
2018-01-05,9.220000267028809,273.4200134277344,0.09938012021451137,False
2018-01-08,9.520000457763672,273.9200134277344,0.10050798236390728,False
2018-01-09,10.079999923706056,274.5400085449219,0.10209827210486705,False
2018-01-10,9.81999969482422,274.1199951171875,0.09951838954615627,False
2018-01-11,9.880000114440918,276.1199951171875,0.10663504177875835,False
2018-01-12,10.15999984741211,277.9200134277344,0.11290402534064302,False
2018-01-16,11.65999984741211,276.9700012207031,0.10819717052070944,False
2018-01-17,11.90999984741211,279.6099853515625,0.11777911045073054,False
2018-01-18,12.220000267028809,279.1400146484375,0.11492401885711058,False
2018-01-19,11.270000457763672,280.4100036621094,0.1189924780356179,False
2018-01-22,11.029999732971191,282.69000244140625,0.12701359069217646,False
2018-01-23,11.100000381469728,283.2900085449219,0.12832942959213428,False
2018-01-24,11.470000267028809,283.17999267578125,0.12681456041843667,False
2018-01-25,11.579999923706056,283.29998779296875,0.12621740293001465,False
2018-01-26,11.079999923706056,286.5799865722656,0.1380910923576309,False
2018-01-29,13.84000015258789,284.67999267578125,0.12940979404822806,False
2018-01-30,14.789999961853027,281.760009765625,0.11673436732715388,False
2018-01-31,13.539999961853027,281.8999938964844,0.11624221108811597,False
2018-02-01,13.470000267028809,281.5799865722656,0.11392287600776453,False
2018-02-02,17.309999465942383,275.45001220703125,0.08876814733878685,False
2018-02-05,37.31999969482422,263.92999267578125,0.04264396426934072,False
2018-02-06,29.979999542236328,269.1300048828125,0.06246152845701182,False
2018-02-07,27.729999542236328,267.6700134277344,0.05606204246789841,False
2018-02-08,33.459999084472656,257.6300048828125,0.016067876018591373,False
2018-02-09,29.059999465942383,261.5,0.030861184386552568,False
2018-02-12,25.61000061035156,265.3399963378906,0.04544785047974262,False
2018-02-13,24.969999313354492,266.0,0.04747214612983728,False
2018-02-14,19.260000228881836,269.5899963378906,0.060963368544249975,False
2018-02-15,19.1299991607666,273.0299987792969,0.07377751255148207,False
