symbol,entry_date,engine,side,regime,hold_days,ml_rank,opt_type,strike,sigma,entry_price,exit_price,equity_return,options_return,leverage,eq_pnl_1k,opt_pnl_1k,options_better
TTD,2019-03-05,meanrev,long,CHOPPY,3,1.0,ATM_call_21DTE,18.8,0.19161999702453614,18.795000076293945,19.3961294670105,0.031983473704517644,0.9553134374357101,51.67749210490857,31.983473704517642,955.3134374357101,True
AAPL,2019-02-20,momentum,long,CHOPPY,22,0.8946015424164524,30d_call_30DTE,41.78,0.18226000595092773,42.883095611572266,45.840633934021,0.06896746329224013,1.5039534968795907,26.20618763951834,68.96746329224013,1503.9534968795908,True
LLY,2019-03-13,meanrev,long,CHOPPY,2,0.9845758354755784,ATM_call_21DTE,124.6,0.17432999801635743,124.5999984741211,123.69212243652342,-0.007286324628537105,-0.3405779854278801,56.06606924546276,-7.286324628537105,-340.5779854278801,False
NEE,2019-03-20,meanrev,long,CHOPPY,1,0.9820051413881749,ATM_call_21DTE,47.26,0.18082999801635743,47.2599983215332,47.881545913696286,0.013151663441339676,0.30905326136571987,54.18197345700772,13.151663441339675,309.0532613657199,True
ETSY,2019-03-20,meanrev,long,CHOPPY,1,0.9640102827763496,ATM_call_21DTE,68.26,0.18082999801635743,68.26000213623047,69.30112243652344,0.015252274651488427,0.3855885065558072,54.181873171419774,15.252274651488426,385.5885065558072,True
MSFT,2019-03-05,momentum,long,CHOPPY,27,0.8997429305912596,30d_call_30DTE,109.45,0.19161999702453614,112.4745,118.78195664978028,0.05607899256969604,1.0885941967576427,25.076345023447004,56.07899256969604,1088.5941967576425,True
INTU,2019-03-05,momentum,long,CHOPPY,27,0.9408740359897172,30d_call_30DTE,241.99,0.19161999702453614,248.68638244628903,265.2185,0.0664777757072467,1.3487694543521023,25.06031573725973,66.4777757072467,1348.7694543521025,True
MDB,2019-03-22,momentum,long,TRENDING_BULL,13,0.961439588688946,30d_call_30DTE,148.97,0.2142399940490723,153.5565,136.4774556237059,-0.11122319391425366,-0.9910865929062713,22.65532043682098,-111.22319391425366,-991.0865929062713,False
NVDA,2019-03-12,momentum,long,CHOPPY,27,0.8766066838046273,30d_call_30DTE,3.96,0.17901000595092775,4.064612957954407,4.7851607131958005,0.17727339913909612,4.3710214865064145,26.41514372836467,177.2733991390961,4371.0214865064145,True
AAPL,2019-03-20,momentum,long,CHOPPY,26,0.897172236503856,30d_call_30DTE,45.46,0.18082999801635743,46.65061392974854,49.707883934021,0.06553547202779418,1.4151117764080088,26.399137749625584,65.53547202779417,1415.1117764080088,True
AMD,2019-03-22,momentum,long,TRENDING_BULL,26,0.9922879177377892,30d_call_30DTE,26.77,0.2142399940490723,27.5950809173584,27.435019771575927,-0.00580035065893887,-0.41654189436047556,22.64423811748809,-5.80035065893887,-416.54189436047557,False
NEE,2019-04-01,momentum,long,TRENDING_BULL,28,0.8743589743589744,30d_call_30DTE,47.26,0.17419999504089356,48.4517095413208,47.846616065979006,-0.01248858876332852,-0.6371897260726412,27.328425528578897,-12.48858876332852,-637.1897260726412,False
AVGO,2019-04-03,momentum,long,TRENDING_BULL,26,0.9435897435897436,30d_call_30DTE,29.91,0.17861999702453613,30.683243740081785,31.2094553604126,0.017149804133759862,0.14372334210414556,26.70795605700653,17.14980413375986,143.72334210414553,True
MSFT,2019-04-02,momentum,long,TRENDING_BULL,29,0.935897435897436,30d_call_30DTE,116.37,0.17367999553680422,119.29811755371097,127.62423725891112,0.06979254891806261,1.5870879665610016,27.392829831441272,69.79254891806262,1587.0879665610018,True
FTNT,2019-04-01,momentum,long,TRENDING_BULL,31,0.9076923076923076,30d_call_30DTE,16.53,0.17419999504089356,16.95183526611328,18.265396045684813,0.07748782116809143,1.7822275669312244,27.177579149574324,77.48782116809143,1782.2275669312244,True
ECL,2019-04-09,momentum,long,TRENDING_BULL,27,0.8846153846153846,30d_call_30DTE,176.26,0.18563999652862548,180.99126489257813,183.27271939086913,0.012605329321528781,0.008384689422719168,25.788440757147722,12.605329321528782,8.384689422719168,False
CRM,2019-04-30,momentum,long,TRENDING_BULL,9,0.8538461538461538,30d_call_30DTE,161.52,0.17055999851226808,165.52038244628906,154.04925959518818,-0.06930338536900878,-0.9372657245271129,27.8228738196518,-69.30338536900878,-937.2657245271129,False
INTU,2019-04-05,momentum,long,TRENDING_BULL,38,0.917948717948718,30d_call_30DTE,257.71,0.1666599960327149,263.94685345458987,245.95895990040185,-0.06814967982667278,-1.0,28.419223791820926,-68.14967982667278,-1000.0,False
NVDA,2019-04-16,momentum,long,TRENDING_BULL,27,0.8564102564102564,30d_call_30DTE,4.56,0.15834000396728515,4.666314064979553,4.2690419299199345,-0.08513617590404504,-0.999999944971504,29.591397258043724,-85.13617590404503,-999.999944971504,False
ORCL,2019-04-18,momentum,long,TRENDING_BULL,25,0.8666666666666667,30d_call_30DTE,53.33,0.1571700019836426,54.5488786239624,53.32314030456543,-0.022470458611014016,-0.7896253945705678,29.965916982255198,-22.470458611014017,-789.6253945705679,False
ADBE,2019-04-30,momentum,long,TRENDING_BULL,13,0.8897435897435897,30d_call_30DTE,279.75,0.17055999851226808,286.67220611572264,270.11191373581335,-0.05776734551386649,-0.9145298626620982,27.834735893416354,-57.76734551386649,-914.5298626620983,False
AMZN,2019-05-03,momentum,long,TRENDING_BULL,10,0.935897435897436,30d_call_30DTE,95.33,0.16730999851226808,97.64489694213869,91.8916386019662,-0.05892021519139582,-0.9038420366578587,28.32471702837298,-58.92021519139582,-903.8420366578588,False
MSFT,2019-05-02,momentum,long,TRENDING_BULL,26,0.9948717948717948,30d_call_30DTE,124.85,0.18746000099182125,128.23596336364747,125.90768365478516,-0.018156214900962295,-0.6827585145254366,25.551374041026047,-18.156214900962297,-682.7585145254366,False
PGR,2019-05-07,momentum,long,TRENDING_BULL,23,0.8948717948717949,30d_call_30DTE,71.35,0.2511599960327149,73.90752214050293,79.97971939086914,0.08215939426060809,1.3041758881178733,19.608974717677718,82.15939426060808,1304.1758881178732,True
VST,2019-05-24,meanrev,long,CHOPPY,10,0.979591836734694,ATM_call_21DTE,24.83,0.20605000495910647,24.829999923706055,23.712480228424074,-0.04500683442270358,-0.9438892021843518,47.93107524010443,-45.006834422703584,-943.8892021843519,False
AMT,2019-06-12,momentum,long,CHOPPY,14,0.8877551020408163,30d_call_30DTE,203.88,0.20682999801635743,209.94905877685548,204.86418556797804,-0.024219557060657752,-0.5083780968520907,23.3894549851159,-24.219557060657756,-508.3780968520907,False
TTD,2019-06-05,momentum,long,CHOPPY,26,0.9846938775510204,30d_call_30DTE,21.85,0.20917000198364258,22.50291618347168,23.330246807098387,0.03676548483233383,0.5380045479120209,23.225819571690533,36.765484832333826,538.0045479120209,True
ZS,2019-06-18,momentum,long,TRENDING_BULL,27,0.9897959183673468,30d_call_30DTE,75.92,0.19694999504089353,78.0758381652832,83.62242091369629,0.07104096323207199,1.4200645642262673,24.451838425215236,71.04096323207199,1420.0645642262673,True
CMG,2019-06-18,momentum,long,TRENDING_BULL,27,0.8698979591836735,30d_call_30DTE,14.3,0.19694999504089353,14.704350191116331,15.167005292892457,0.031463825042444875,0.45239460762645867,24.499256727201253,31.463825042444878,452.3946076264587,True
ULTA,2019-06-18,momentum,long,TRENDING_BULL,27,0.8775510204081632,30d_call_30DTE,343.53,0.19694999504089353,353.28514654541016,354.9686326904297,0.004765233300866005,-0.19652162394047967,24.45160170870714,4.765233300866004,-196.52162394047969,False
NEM,2019-06-18,momentum,long,TRENDING_BULL,27,0.9413265306122448,30d_call_30DTE,35.56,0.19694999504089353,36.573,39.091658172607424,0.06886660029550279,1.3655262212428891,24.4160070511586,68.86660029550279,1365.526221242889,True
SMCI,2019-06-18,momentum,long,TRENDING_BULL,27,0.9591836734693876,30d_call_30DTE,1.77,0.19694999504089353,1.8236400525569911,1.866260004758835,0.02337081385226477,0.25952054760188314,23.716448190698276,23.37081385226477,259.5205476018832,True
MSFT,2019-06-26,momentum,long,TRENDING_BULL,26,0.903061224489796,30d_call_30DTE,130.66,0.21072998809814456,134.61870611572266,138.1531326904297,0.02625509245103513,0.2905227383124292,22.99954676826065,26.255092451035132,290.5227383124292,True
MDB,2019-07-16,momentum,long,TRENDING_BULL,13,0.9185750636132316,30d_call_30DTE,149.72,0.1671799955368042,153.35610305786133,144.94156896841338,-0.05486924825074061,-0.9050242390943468,28.33308909149964,-54.86924825074061,-905.024239094347,False
FTNT,2019-07-02,momentum,long,TRENDING_BULL,28,0.8520408163265306,30d_call_30DTE,15.15,0.16809000396728513,15.518975915908811,16.455024868011474,0.060316412447235034,1.3796494618894928,28.226286810533946,60.31641244723504,1379.6494618894928,True
INTU,2019-06-27,momentum,long,TRENDING_BULL,34,0.9540816326530612,30d_call_30DTE,250.75,0.2056599960327149,258.17532366943357,276.75537756347654,0.07196680778769077,1.3678787268926245,23.507747781522458,71.96680778769077,1367.8787268926244,True
EBAY,2019-07-17,momentum,long,TRENDING_BULL,19,0.8727735368956743,30d_call_30DTE,39.04,0.18161000347137451,40.069981681823734,38.87124448234504,-0.029916090528747497,-0.7333911534608244,26.258265178555614,-29.916090528747496,-733.3911534608243,False
PM,2019-07-23,momentum,long,TRENDING_BULL,13,0.8702290076335878,30d_call_30DTE,85.62,0.1639299955368042,87.65496336364745,80.48642462776877,-0.08178132145397306,-0.9863649148411012,28.87338715576787,-81.78132145397306,-986.3649148411014,False
AMZN,2019-07-30,momentum,long,TRENDING_BULL,6,0.9338422391857506,30d_call_30DTE,92.32,0.18121999454498292,94.7451117553711,88.53396910376522,-0.06555633886044547,-0.8864758757962119,26.336829798040455,-65.55633886044546,-886.4758757962118,False
MSFT,2019-07-31,momentum,long,TRENDING_BULL,5,0.9236641221374046,30d_call_30DTE,136.5,0.20956001091003418,140.6106618347168,131.3344870431761,-0.06597063601367974,-0.8329419373192578,23.123541724148428,-65.97063601367974,-832.9419373192577,False
NVDA,2019-07-16,momentum,long,TRENDING_BULL,21,0.9949109414758268,30d_call_30DTE,4.08,0.1671799955368042,4.17508345413208,4.0131975756962275,-0.03877428564347243,-0.8865876065943612,28.8702454861388,-38.774285643472425,-886.5876065943611,False
BX,2019-07-16,momentum,long,TRENDING_BULL,21,0.989821882951654,30d_call_30DTE,44.72,0.1671799955368042,45.8014190826416,45.438126556359784,-0.007931905464027484,-0.4243442777760263,28.38928035565415,-7.931905464027485,-424.3442777760262,False
AJG,2019-07-23,momentum,long,TRENDING_BULL,14,0.989821882951654,30d_call_30DTE,89.56,0.1639299955368042,91.69302214050296,86.95786253485574,-0.05164143895695194,-0.9006388484149316,28.845753360757286,-51.64143895695194,-900.6388484149317,False
CNK,2019-08-07,momentum,short,,2,0.0558375634517766,30d_put_30DTE,37.65,0.2533699970245361,39.0099983215332,40.0599595413208,-0.02691518238820399,-0.2871651776280535,74.85495730303244,-26.915182388203988,-287.16517762805347,False
VZ,2019-08-07,momentum,short,,2,0.0355329949238578,30d_put_30DTE,52.84,0.2533699970245361,54.75,55.89155877685547,-0.020850388618364725,-0.19232967166287218,74.89477157807777,-20.850388618364725,-192.3296716628722,False
NEM,2019-08-23,meanrev,long,CHOPPY,1,0.9848101265822784,ATM_call_21DTE,38.83,0.2583100109100342,38.83000183105469,39.22139923858643,0.010079767939096958,0.10144565689302337,38.68147028590254,10.079767939096959,101.44565689302337,True
INTU,2019-08-01,momentum,long,TRENDING_BULL,25,0.9923664122137404,30d_call_30DTE,270.18,0.2323100109100342,279.1672053222656,282.20444903564453,0.010879657980860567,-0.07242497716674007,21.05160969763834,10.879657980860568,-72.42497716674005,False
TTD,2019-08-26,meanrev,long,CHOPPY,3,0.9949367088607596,ATM_call_21DTE,25.16,0.2511599960327149,25.1560001373291,24.95698596954346,-0.007911200775131313,-0.32143134110494787,39.85683747622621,-7.911200775131314,-321.4313411049478,False
ENPH,2019-09-03,meanrev,long,CHOPPY,2,0.9974683544303796,ATM_call_21DTE,28.79,0.25557999801635745,28.790000915527344,25.23942091369629,-0.12332684574233953,-0.9957627811678256,39.075429665665,-123.32684574233951,-995.7627811678256,False
OKTA,2019-08-30,meanrev,long,CHOPPY,10,0.9746835443037974,ATM_call_21DTE,126.92,0.24673999404907226,126.91999816894533,111.4310457522021,-0.1220371307926244,-0.9998437545050604,40.40802381979396,-122.03713079262441,-999.8437545050604,False
AMGN,2019-08-30,momentum,long,CHOPPY,13,0.9645569620253164,30d_call_30DTE,202.29,0.24673999404907226,209.4079855041504,194.51165611207205,-0.07113544097287113,-0.8409148763040605,19.94219984887821,-71.13544097287114,-840.9148763040606,False
SMCI,2019-08-20,momentum,long,CHOPPY,27,1.0,30d_call_30DTE,1.92,0.22749999999999998,1.9789500238895417,1.926139947652817,-0.026685906970469516,-0.7748858323628572,22.036283424978638,-26.685906970469517,-774.8858323628572,False
ORCL,2019-08-22,momentum,long,CHOPPY,26,0.9645569620253164,30d_call_30DTE,52.07,0.21684000396728517,53.6871618347168,52.52440629901528,-0.02165798108831334,-0.6774425818704151,22.43785113173179,-21.65798108831334,-677.4425818704151,False
FTNT,2019-08-23,momentum,long,CHOPPY,26,0.9772151898734176,30d_call_30DTE,15.8,0.2583100109100342,16.382700382232667,15.742452167510988,-0.03908074980215344,-0.8199557656452504,19.10025998953452,-39.08074980215344,-819.9557656452504,False
EBAY,2019-09-12,momentum,long,TRENDING_BULL,21,0.8683544303797468,30d_call_30DTE,39.19,0.18486000347137452,40.24031984710693,37.60245715556793,-0.06555272675668475,-0.9783714620687332,25.8570575815681,-65.55272675668475,-978.3714620687331,False
QCOM,2019-09-19,momentum,long,TRENDING_BULL,14,0.9341772151898734,30d_call_30DTE,77.35,0.1826500024795532,79.39847785949706,73.12727569422553,-0.07898390919242813,-0.973480404338649,26.143637777573886,-78.98390919242813,-973.4804043386491,False
LOW,2019-09-20,momentum,long,TRENDING_BULL,13,0.8810126582278481,30d_call_30DTE,110.0,0.1991599960327149,113.15586030578612,105.15549011351864,-0.07070221701861243,-0.9299840412630767,24.21089102836519,-70.70221701861243,-929.9840412630766,False
SHOP,2019-09-12,momentum,long,TRENDING_BULL,26,0.9873417721518988,30d_call_30DTE,34.64,0.18486000347137452,35.56799565124512,31.52359126041503,-0.11370908921848417,-0.9999999866487657,25.861948696550158,-113.70908921848418,-999.9999866487656,False
PEP,2019-09-12,momentum,long,TRENDING_BULL,26,0.9164556962025316,30d_call_30DTE,133.45,0.18486000347137452,137.0134855041504,136.96552548217772,-0.00035003869725814526,-0.3085531450276476,25.90066430442197,-0.35003869725814524,-308.5531450276476,False
AAPL,2019-09-12,momentum,long,TRENDING_BULL,26,0.8556962025316456,30d_call_30DTE,54.85,0.18486000347137452,56.31240076446533,55.98779847717285,-0.005764312707074483,-0.4355732125710191,25.918935893508166,-5.764312707074482,-435.57321257101916,False
HALO,2019-09-17,momentum,long,TRENDING_BULL,21,0.9924050632911392,30d_call_30DTE,15.92,0.18771999454498292,16.352639694213867,15.138472643136044,-0.07424899427750721,-0.9893667776205295,25.510984401108207,-74.24899427750721,-989.3667776205295,False
INTU,2019-09-17,momentum,long,TRENDING_BULL,22,0.9645569620253164,30d_call_30DTE,259.32,0.18771999454498292,266.36164654541017,263.472,-0.010848583431164334,-0.4751311588796294,25.52031347961173,-10.848583431164332,-475.13115887962937,False
ARCB,2019-10-09,momentum,short,,1,0.0582278481012658,30d_put_30DTE,27.01,0.24231999206542973,27.940000534057617,28.0459797706604,-0.0037931007364726942,0.15987258018456865,78.3058832519228,-3.7931007364726943,159.87258018456865,True
HUBS,2019-10-09,momentum,short,,1,0.0531645569620253,30d_put_30DTE,155.56,0.24231999206542973,160.94000244140625,160.4101763305664,0.003292072218233898,0.3290758365096002,78.57616126997446,3.2920722182338977,329.07583650960026,True
NEE,2019-10-29,momentum,long,TRENDING_BULL,7,0.9343434343434344,30d_call_30DTE,56.77,0.17159999752044677,58.18363607025147,56.17487509314023,-0.03452450057754796,-0.661211296113282,27.676817892341845,-34.524500577547954,-661.211296113282,False
DUK,2019-10-29,momentum,long,TRENDING_BULL,10,0.8737373737373737,30d_call_30DTE,91.7,0.17159999752044677,93.9775809173584,89.65562427108186,-0.0459892306663773,-0.8087483515380649,27.709597583200566,-45.989230666377296,-808.748351538065,False
PM,2019-10-24,momentum,long,CHOPPY,26,0.898989898989899,30d_call_30DTE,79.99,0.17823000049591065,82.05377938842773,83.2930790863037,0.015103505373096321,0.09212557967300705,26.759508229485427,15.10350537309632,92.12557967300705,True
NVDA,2019-10-29,momentum,long,TRENDING_BULL,27,0.9166666666666666,30d_call_30DTE,5.04,0.17159999752044677,5.166061297416687,5.519189572334289,0.06835541713262012,1.5708042271422356,27.61991222515427,68.35541713262012,1570.8042271422355,True
SO,2019-10-29,momentum,long,TRENDING_BULL,27,0.9217171717171716,30d_call_30DTE,59.51,0.17159999752044677,60.991738929748536,62.05564030456543,0.017443368454247807,0.16433876086146257,27.677906245771304,17.443368454247807,164.33876086146256,True
VST,2019-10-30,momentum,long,TRENDING_BULL,26,0.9318181818181818,30d_call_30DTE,26.52,0.16028999900817872,27.134159923553465,26.217460456848144,-0.03378396343531504,-0.9338152286909307,29.520564171615792,-33.78396343531504,-933.8152286909308,False
PANW,2019-11-06,momentum,long,TRENDING_BULL,20,0.8664987405541562,30d_call_30DTE,38.18,0.16405999851226807,39.09135903167724,38.56962443242193,-0.01334654543047554,-0.5229599967342526,28.805540559097697,-13.34654543047554,-522.9599967342525,False
TGT,2019-11-26,meanrev,long,CHOPPY,1,0.8866498740554156,ATM_call_21DTE,125.26,0.15001999950408937,125.26000213623048,126.63621939086914,0.010986885128278317,0.30999210758533796,64.4452588433048,10.986885128278317,309.992107585338,True
CRM,2019-11-26,meanrev,long,CHOPPY,3,0.8841309823677582,ATM_call_21DTE,161.56,0.15001999950408937,161.55999755859375,162.56421939086914,0.006215782665577134,0.06476132272411492,64.44532792515159,6.215782665577134,64.76132272411492,True
NRG,2019-11-27,meanrev,long,CHOPPY,2,0.9345088161209067,ATM_call_21DTE,39.12,0.15275,39.119998931884766,39.65053954315186,0.013561876936419725,0.3894151430937012,63.38182220823221,13.561876936419726,389.4151430937012,True
VRT,2019-11-06,momentum,long,TRENDING_BULL,26,0.8740554156171285,30d_call_30DTE,10.05,0.16405999851226807,10.2905404586792,10.329300380706789,0.0037665584410484917,-0.19848096211101707,28.769648645802242,3.766558441048492,-198.48096211101705,False
LLY,2019-11-06,momentum,long,TRENDING_BULL,26,0.9042821158690176,30d_call_30DTE,109.19,0.16405999851226807,111.79313969421386,116.50651786804198,0.04216160478827728,0.8986579230701602,28.82208702308545,42.16160478827729,898.6579230701603,True
INTU,2019-11-20,momentum,long,TRENDING_BULL,12,0.8765743073047859,30d_call_30DTE,265.55,0.16613999652862552,271.9528236694336,254.50398511732115,-0.06416127001983994,-0.941444472374719,28.508369227178655,-64.16127001983995,-941.4444723747189,False
FTNT,2019-11-12,momentum,long,TRENDING_BULL,22,0.9571788413098236,30d_call_30DTE,19.0,0.16484000396728513,19.450824657440187,20.67257270050049,0.06281214624969475,1.503168974632923,28.822911969066272,62.81214624969475,1503.1689746329232,True
BX,2019-12-16,meanrev,long,CHOPPY,1,0.9899244332493704,ATM_call_21DTE,53.95,0.1578200044631958,53.95000076293945,54.42093878173828,0.008729156851510801,0.19751479625475757,61.4968034654374,8.729156851510801,197.51479625475758,True
AXON,2019-12-19,meanrev,long,CHOPPY,1,0.9899244332493704,ATM_call_21DTE,69.84,0.1625,69.83999633789062,71.09751786804199,0.018005750230389344,0.5654627357341979,59.85367570632582,18.005750230389346,565.462735734198,True
MSFT,2019-12-03,momentum,long,CHOPPY,27,0.9269521410579346,30d_call_30DTE,143.5,0.20748000049591067,147.7849855041504,157.27481634521484,0.06421376846024682,1.181249368172339,23.321964637453632,64.21376846024683,1181.249368172339,True
LLY,2019-12-05,momentum,long,CHOPPY,39,0.8639798488664987,30d_call_30DTE,115.49,0.18876000595092773,118.63680152893066,138.66212243652345,0.16879518538528224,3.9640991414293447,25.415231005487712,168.79518538528222,3964.099141429345,True
MS,2019-12-16,momentum,long,CHOPPY,28,0.871536523929471,30d_call_30DTE,49.73,0.1578200044631958,50.8715404586792,52.67443878173828,0.0354402148392479,0.7341214805685717,29.850205612919343,35.4402148392479,734.1214805685718,True
INTU,2019-12-20,momentum,long,TRENDING_BULL,26,0.9396984924623116,30d_call_30DTE,260.22,0.16263000297546384,266.3716763305664,272.454,0.022833973015529856,0.34692466803492716,29.049695462605513,22.833973015529857,346.92466803492715,True
NVDA,2019-12-09,momentum,long,CHOPPY,43,0.9874055415617128,30d_call_30DTE,5.14,0.2061799955368042,5.2918125,6.186103156089783,0.16899515167814114,3.6471157978356255,23.507878094790318,168.99515167814113,3647.115797835626,True
ISRG,2019-12-23,momentum,long,TRENDING_BULL,29,0.8844221105527639,30d_call_30DTE,193.13,0.1639299955368042,197.72799490356445,200.1489030456543,0.01224362864383753,0.027225455508166865,28.850745477740862,12.24362864383753,27.225455508166863,True
BX,2019-12-24,momentum,long,TRENDING_BULL,28,0.9899497487437184,30d_call_30DTE,54.07,0.1647100009918213,55.3605,61.04765817260742,0.10272953048847858,2.630509788011071,28.755506385436668,102.72953048847856,2630.509788011071,True
MSFT,2019-12-31,momentum,long,TRENDING_BULL,27,0.8592964824120602,30d_call_30DTE,153.11,0.17913999652862547,157.08354428100586,161.95543878173828,0.031014671352316316,0.5078083856455277,26.625011129129366,31.014671352316313,507.8083856455276,True
SHOP,2019-12-20,momentum,long,TRENDING_BULL,39,0.9974874371859296,30d_call_30DTE,38.47,0.16263000297546384,39.383610305786135,46.67246684265137,0.18507334600033792,5.0374027400224985,28.988196030948313,185.07334600033795,5037.402740022499,True
ORCL,2020-01-22,momentum,long,TRENDING_BULL,6,0.8768844221105527,30d_call_30DTE,54.2,0.16782999801635742,55.520819847106935,52.57408293578987,-0.05307444881815115,-0.8363753859801315,28.238405077160287,-53.074448818151154,-836.3753859801315,False
LLY,2020-01-14,momentum,long,TRENDING_BULL,22,0.9095477386934674,30d_call_30DTE,136.08,0.1610700044631958,139.2679855041504,147.05530609130858,0.05591608551648148,1.334110089236413,29.29909338832646,55.91608551648148,1334.110089236413,True
VRT,2020-01-15,momentum,long,TRENDING_BULL,26,0.8542713567839196,30d_call_30DTE,11.5,0.16146000099182128,11.7735,12.974,0.10196628020554634,2.651033381086205,29.06306913221217,101.96628020554634,2651.0333810862044,True
AAPL,2020-01-16,momentum,long,TRENDING_BULL,25,0.8693467336683417,30d_call_30DTE,76.77,0.16015999603271486,78.5542940826416,80.2267219543457,0.021290088482555196,0.31416751753669836,29.482299525270978,21.290088482555195,314.1675175366983,True
TDG,2020-02-06,meanrev,long,CHOPPY,4,0.9447236180904522,ATM_call_21DTE,520.46,0.19448000049591066,520.4605565017803,533.5788969726563,0.025205253898680613,0.6422465265026805,50.60845961276123,25.205253898680613,642.2465265026805,True
FAST,2020-02-11,meanrev,long,CHOPPY,1,0.9773869346733668,ATM_call_21DTE,18.55,0.19734000396728513,18.549999237060547,18.872179847717284,0.017368227703916078,0.4116420734199834,49.92028078136414,17.368227703916077,411.6420734199834,True
WWD,2020-02-12,meanrev,long,CHOPPY,1,0.907035175879397,ATM_call_21DTE,113.44,0.17861999702453613,113.43641469940916,114.33357296752928,0.007908908885188836,0.13117282783347092,54.85677959574689,7.908908885188838,131.17282783347093,True
ADBE,2020-01-22,momentum,long,TRENDING_BULL,22,0.9271356783919598,30d_call_30DTE,344.9,0.16782999801635742,353.3052061157227,374.0903163452148,0.05883046688727273,1.3572493395635472,28.238078331689078,58.83046688727273,1357.2493395635472,True
NEM,2020-02-13,meanrev,long,CHOPPY,5,0.992462311557789,ATM_call_21DTE,44.35,0.18394999504089352,44.349998474121094,45.48884182739258,0.025678543234584673,0.6946248922509967,53.32180109121968,25.678543234584673,694.6248922509966,True
NVDA,2020-01-22,momentum,long,TRENDING_BULL,28,0.9974874371859296,30d_call_30DTE,6.11,0.16782999801635742,6.256487957954406,7.8517648286819455,0.2549796117963158,6.926599529864191,28.450785775712795,254.9796117963158,6926.599529864191,True
ENPH,2020-02-19,meanrev,long,CHOPPY,1,1.0,ATM_call_21DTE,47.51,0.18694000148773196,47.5099983215332,49.91394575353483,0.05059876903662352,1.8671578474802062,52.52268451203789,50.59876903662352,1867.157847480206,True
MSFT,2020-01-29,momentum,long,TRENDING_BULL,22,0.9020100502512562,30d_call_30DTE,163.18,0.2130699920654297,168.1756763305664,184.05115817260744,0.09439820423755077,1.8454879901715446,22.77232301078477,94.39820423755077,1845.4879901715442,True
INTU,2020-01-29,momentum,long,TRENDING_BULL,22,0.9221105527638191,30d_call_30DTE,281.3,0.2130699920654297,289.9186763305664,300.63751025390627,0.03697186417586353,0.540630817593342,22.76410512174854,36.97186417586353,540.6308175933419,True
FTNT,2020-01-29,momentum,long,TRENDING_BULL,22,0.907035175879397,30d_call_30DTE,22.94,0.2130699920654297,23.647200382232665,23.55280038070679,-0.003992015968063774,-0.3264253151080307,22.699966269831535,-3.992015968063774,-326.4253151080307,False
LLY,2020-02-11,meanrev,long,CHOPPY,9,0.9798994974874372,ATM_call_21DTE,145.73,0.19734000396728513,145.72999572753906,141.716,-0.02754405987250377,-0.8183020021873955,49.92026580690917,-27.54405987250377,-818.3020021873955,False
CL,2020-02-21,momentum,long,CHOPPY,3,0.9874371859296482,30d_call_30DTE,73.01,0.22203999900817872,75.34038244628906,71.81962272659237,-0.04673137572943263,-0.597834114755186,21.913995527914526,-46.73137572943263,-597.8341147551861,False
ETSY,2020-02-25,momentum,short,,1,0.0402010050251256,30d_put_30DTE,49.56,0.36205000495910644,52.04999923706055,50.7913786239624,0.024180991960552893,0.6586171029429132,50.34240500410708,24.180991960552895,658.6171029429133,True
TRV,2020-02-25,momentum,short,,1,0.0125628140703517,30d_put_30DTE,127.69,0.36205000495910644,134.11000061035156,128.81711755371094,0.03946672904743896,0.9743590390591003,50.36918908302347,39.46672904743896,974.3590390591003,True
LNC,2020-03-06,momentum,short,,6,0.0326633165829145,30d_put_30DTE,36.22,0.5452199821472168,38.84000015258789,23.416740840911864,0.39709730306600893,9.463216774532683,31.966291824036183,397.097303066009,9463.21677453268,True
AA,2020-03-13,momentum,short,,5,0.0050251256281407,30d_put_30DTE,7.39,0.751790023803711,8.079999923706055,5.7615,0.28694306257401897,3.6819909983659587,22.104574202577048,286.94306257401894,3681.990998365959,True
HOG,2020-03-06,momentum,short,,13,0.050251256281407,30d_put_30DTE,24.99,0.5452199821472168,26.799999237060547,18.727380535125732,0.30121712431885234,6.442507264797316,31.99506893090072,301.2171243188523,6442.507264797316,True
IR,2020-03-06,momentum,short,,20,0.0753768844221105,30d_put_30DTE,23.64,0.5452199821472168,25.350000381469727,23.456819847106935,0.07468167676031529,0.32992254681515276,31.96607927632883,74.68167676031528,329.92254681515277,True
PKG,2020-03-19,momentum,short,,20,0.057788944723618,30d_put_30DTE,82.47,0.9359999999999999,91.56999969482422,88.01567633056641,0.03881536940158701,-0.31605045506579893,17.201724578156064,38.815369401587006,-316.0504550657989,False
VZ,2020-03-20,momentum,short,,20,0.0452261306532663,30d_put_30DTE,47.76,0.8585200119018555,52.720001220703125,57.5548786239624,-0.09170859809010441,-0.8076825145748463,19.040543540660696,-91.70859809010443,-807.6825145748463,False
APO,2020-03-27,momentum,short,,20,0.0603015075376884,30d_put_30DTE,32.46,0.8520200119018555,35.810001373291016,36.402661834716795,-0.016550137913924158,-0.5836406840714173,19.20103521014846,-16.550137913924157,-583.6406840714174,False
MGM,2020-04-09,momentum,short,,20,0.0325814536340852,30d_put_30DTE,15.15,0.541709976196289,16.239999771118164,17.4949190826416,-0.07727335770996954,-0.8797969881570394,32.201543479676026,-77.27335770996955,-879.7969881570393,False
