symbol,entry_date,engine,side,regime,hold_days,ml_rank,opt_type,strike,sigma,entry_price,exit_price,equity_return,options_return,leverage,eq_pnl_1k,opt_pnl_1k,options_better
INTU,2021-06-07,momentum,long,TRENDING_BULL,29,0.8725490196078431,30d_call_30DTE,446.77,0.21346000099182127,460.4791175537109,499.9680612182617,0.08575620947663222,1.6282358405753035,22.728928848372917,85.75620947663222,1628.2358405753034,True
PANW,2021-06-07,momentum,long,TRENDING_BULL,29,0.875,30d_call_30DTE,57.68,0.21346000099182127,59.45199872589112,65.18603231811524,0.09644812142753016,1.8704794218303238,22.716682428583056,96.44812142753015,1870.479421830324,True
NRG,2021-06-18,momentum,long,TRENDING_BULL,26,0.982843137254902,30d_call_30DTE,36.62,0.26910000991821287,38.0158786239624,40.52878060913086,0.06610137858511875,0.9050084914994174,18.451821422035707,66.10137858511875,905.0084914994175,True
MRVL,2021-06-22,momentum,long,TRENDING_BULL,28,0.9362745098039216,30d_call_30DTE,53.54,0.21657999801635744,55.21019847106933,56.44688137054443,0.022399537290617284,0.18444402969534007,22.405227735918405,22.399537290617285,184.44402969534008,True
SMCI,2021-06-29,momentum,long,TRENDING_BULL,27,0.8553921568627451,30d_call_30DTE,3.46,0.20826000595092775,3.5661180152893066,3.52094411611557,-0.012667527821586042,-0.5655090500619793,22.996127330953183,-12.66752782158604,-565.5090500619792,False
ADBE,2021-07-07,momentum,long,TRENDING_BULL,26,0.8948655256723717,30d_call_30DTE,583.53,0.2106000099182129,601.2,617.5125,0.02713323353293413,0.31099814964707606,23.011940449587684,27.133233532934128,310.9981496470761,True
LLY,2021-07-07,momentum,long,TRENDING_BULL,26,0.8655256723716381,30d_call_30DTE,228.24,0.2106000099182129,235.1493526611328,246.10680609130856,0.046597846458740745,0.7585053112504758,23.015031603811348,46.59784645874075,758.5053112504758,True
JNJ,2021-07-07,momentum,long,TRENDING_BULL,26,0.8508557457212714,30d_call_30DTE,162.88,0.2106000099182129,167.81495571899413,171.925464263916,0.024494292104721135,0.25054637821890136,23.00608120414389,24.494292104721136,250.54637821890134,True
MRK,2021-07-07,momentum,long,TRENDING_BULL,26,0.8533007334963325,30d_call_30DTE,76.26,0.2106000099182129,78.56682366943359,76.02764030456542,-0.03231877332284255,-0.8413067249077775,23.022966555239154,-32.31877332284255,-841.3067249077775,False
BMY,2021-07-07,momentum,long,TRENDING_BULL,26,0.8704156479217604,30d_call_30DTE,64.94,0.2106000099182129,66.90353663635254,67.88395664978027,0.01465423298557006,0.02586554380912408,23.027583349590756,14.65423298557006,25.86554380912408,True
AMZN,2021-07-21,momentum,long,TRENDING_BULL,13,0.8924205378973105,30d_call_30DTE,173.4,0.23282999801635743,179.17663824462892,171.54883712365503,-0.042571404373374214,-0.6981740269741107,21.014911959493745,-42.571404373374214,-698.1740269741106,False
NVDA,2021-07-15,momentum,long,TRENDING_BULL,25,0.9633251833740832,30d_call_30DTE,19.24,0.22113000297546387,19.85137391281128,20.25441007614136,0.020302683587556564,0.1393148764481062,22.00125249784186,20.30268358755656,139.3148764481062,True
KMI,2021-08-06,meanrev,long,CHOPPY,4,0.9559902200488998,ATM_call_21DTE,17.14,0.20994999504089354,17.139999389648438,17.155620532989502,0.0009113852915595168,-0.1672673842355152,47.09088628913225,0.9113852915595168,-167.26738423551524,False
HOLX,2021-08-09,meanrev,long,CHOPPY,1,0.9779951100244498,ATM_call_21DTE,76.05,0.2173599910736084,76.05000305175781,76.5465969543457,0.0065298340915242266,0.04796716542524895,45.57285769708375,6.529834091524227,47.96716542524895,True
NRG,2021-08-11,meanrev,long,CHOPPY,2,0.9853300733496332,ATM_call_21DTE,43.25,0.21021000099182127,43.25,43.56270152282715,0.0072300930133444505,0.049655523357920756,47.03587519187504,7.23009301334445,49.65552335792076,True
PHM,2021-08-16,meanrev,long,CHOPPY,1,0.9902200488997556,ATM_call_21DTE,54.13,0.20956001091003418,54.130001068115234,54.510758934021,0.007034137417189999,0.06837586047508665,47.173516470949274,7.034137417189999,68.37586047508665,True
PEP,2021-07-27,momentum,long,TRENDING_BULL,22,0.8973105134474327,30d_call_30DTE,152.17,0.25168000793457024,157.62461755371095,155.96743878173828,-0.010513451500733885,-0.41812061773470255,19.589356597004628,-10.513451500733884,-418.12061773470253,False
TJX,2021-08-03,momentum,long,TRENDING_BULL,15,0.9070904645476772,30d_call_30DTE,66.33,0.23452001190185548,68.55683816528321,68.08450985270929,-0.006889587169046338,-0.28066563925845167,20.869687543146973,-6.8895871690463375,-280.6656392584517,False
BX,2021-08-20,meanrev,long,CHOPPY,1,0.9779951100244498,ATM_call_21DTE,110.9,0.241279993057251,110.9000015258789,113.07340304565427,0.019597849322555663,0.3689903507259496,41.27741532829446,19.59784932255566,368.9903507259496,True
OLN,2021-08-18,meanrev,long,CHOPPY,5,0.980440097799511,ATM_call_21DTE,45.92,0.2804099960327148,45.91999816894531,45.17946045684815,-0.016126692979660753,-0.48204401745138137,35.762762606239626,-16.126692979660753,-482.0440174513813,False
ROST,2021-08-03,momentum,long,TRENDING_BULL,22,0.9462102689486552,30d_call_30DTE,117.91,0.23452001190185548,121.8632427520752,123.73204335021973,0.015335227882836786,0.03591905706714696,20.882233429857415,15.335227882836788,35.91905706714696,True
EBAY,2021-08-25,meanrev,long,CHOPPY,1,0.9657701711491442,ATM_call_21DTE,72.85,0.2182700119018555,72.8499984741211,74.01168365478516,0.015946262251147984,0.3135014290986232,45.393218756320884,15.946262251147981,313.5014290986232,True
SHW,2021-08-25,meanrev,long,CHOPPY,5,0.9682151589242054,ATM_call_21DTE,300.96,0.2182700119018555,300.9599914550781,304.69937756347656,0.01242486115951589,0.11408186327326914,45.393226518914,12.424861159515892,114.08186327326914,True
NVDA,2021-08-16,momentum,long,CHOPPY,28,0.904645476772616,30d_call_30DTE,19.58,0.20956001091003418,20.1752702293396,22.107696426391605,0.0957819238644845,1.8894026973676852,23.023210451573107,95.7819238644845,1889.4026973676853,True
LLY,2021-08-30,momentum,long,TRENDING_BULL,14,0.9779951100244498,30d_call_30DTE,253.87,0.21047000694274903,261.55205877685546,242.1856670594781,-0.07404411881880806,-0.9353046772570598,23.026037463467336,-74.04411881880806,-935.3046772570597,False
GS,2021-08-24,momentum,long,CHOPPY,24,0.9095354523227384,30d_call_30DTE,391.82,0.2238599910736084,404.3971763305664,389.12152407816137,-0.03777388455333396,-0.8076206643197955,21.773726335570693,-37.773884553333964,-807.6206643197955,False
AAPL,2021-08-30,momentum,long,TRENDING_BULL,18,0.8924205378973105,30d_call_30DTE,144.91,0.21047000694274903,149.298,146.7998105866303,-0.01673290608963091,-0.4897531193148258,23.018724945299233,-16.73290608963091,-489.7531193148258,False
FTNT,2021-08-24,momentum,long,CHOPPY,27,0.9168704156479216,30d_call_30DTE,59.8,0.2238599910736084,61.72319847106934,58.125424714352626,-0.05828884189148181,-0.980578260064317,21.75487786433004,-58.288841891481816,-980.578260064317,False
ADBE,2021-08-30,momentum,long,TRENDING_BULL,23,0.863080684596577,30d_call_30DTE,641.68,0.21047000694274903,661.0995893554688,625.414455307948,-0.053978454414578624,-0.9386205855402442,23.024698734525053,-53.97845441457862,-938.6205855402442,False
MSFT,2021-08-30,momentum,long,TRENDING_BULL,28,0.9535452322738386,30d_call_30DTE,292.86,0.21047000694274903,301.72223510742185,293.5816734008789,-0.026980317521659164,-0.835742681836512,23.025626704521837,-26.980317521659163,-835.7426818365119,False
PANW,2021-08-31,momentum,long,TRENDING_BULL,27,0.9706601466992664,30d_call_30DTE,75.04,0.2142399940490723,77.34938969421387,80.84465475463867,0.045188010845886,0.7077063398299072,22.659560791870437,45.188010845886,707.7063398299072,True
MDB,2021-09-14,momentum,long,TRENDING_BULL,15,0.9242053789731052,30d_call_30DTE,470.49,0.25297998809814454,487.44294122314454,458.55461110099816,-0.059265049668493844,-0.819378854670925,19.495286024052007,-59.265049668493845,-819.3788546709249,False
ANET,2021-09-14,momentum,long,TRENDING_BULL,17,0.8679706601466992,30d_call_30DTE,21.76,0.25297998809814454,22.545,21.35687068709197,-0.052700346547262446,-0.7998113755975539,19.48484989013808,-52.70034654726245,-799.8113755975538,False
ETSY,2021-09-28,momentum,long,CHOPPY,3,0.8899755501222494,30d_call_30DTE,213.83,0.30225,222.93498550415043,199.71426336681463,-0.10415916588786596,-0.8282186247084642,16.598963165415075,-104.15916588786597,-828.2186247084642,False
INSP,2021-09-28,meanrev,long,CHOPPY,3,0.9657701711491442,ATM_call_21DTE,237.34,0.30225,237.33999633789065,238.53197451782225,0.005022238974987713,-0.07512034980621533,33.281012053559095,5.022238974987713,-75.12034980621533,False
SHOP,2021-09-28,meanrev,long,CHOPPY,8,0.9682151589242054,ATM_call_21DTE,142.0,0.30225,142.0,134.71803057861328,-0.051281474798498025,-0.8608644519443643,33.28100355919096,-51.281474798498024,-860.8644519443644,False
INTC,2021-10-04,momentum,short,,2,0.0512195121951219,30d_put_30DTE,51.75,0.2984799880981446,53.93000030517578,54.0879595413208,-0.002928967833324089,0.15444593326448283,62.42494735584281,-2.928967833324089,154.44593326448285,True
OKTA,2021-10-04,momentum,short,,2,0.0756097560975609,30d_put_30DTE,225.51,0.2984799880981446,235.0,232.3838381652832,0.011132603551986347,0.4344125987364694,62.37606713576883,11.132603551986348,434.4125987364694,True
BNTX,2021-10-12,meanrev,long,CHOPPY,1,0.9440389294403893,ATM_call_21DTE,247.73,0.25805000495910646,247.72999572753903,243.28246426391604,-0.017953140678670678,-0.4385982508737971,38.71869570130045,-17.953140678670675,-438.5982508737971,False
SNPS,2021-10-12,meanrev,long,CHOPPY,1,0.9343065693430656,ATM_call_21DTE,291.35,0.25805000495910646,291.3500061035156,295.7073878173828,0.014955831894916921,0.21806303489147785,38.718666997030454,14.95583189491692,218.06303489147783,True
NTRA,2021-10-13,meanrev,long,CHOPPY,1,0.9515738498789348,ATM_call_21DTE,110.08,0.24231999206542973,110.08000183105467,113.14326274108888,0.027827587746006247,0.6038334286055965,41.10893872404709,27.827587746006248,603.8334286055965,True
MRK,2021-10-15,meanrev,long,CHOPPY,4,0.953995157384988,ATM_call_21DTE,78.2,0.21189999008178712,78.19999694824219,79.331017868042,0.014463183682070882,0.21143334060626026,46.68171908123049,14.463183682070882,211.4333406062603,True
BKNG,2021-09-28,momentum,long,CHOPPY,22,0.9119804400977995,30d_call_30DTE,2364.28,0.30225,2464.92,2379.411571777344,-0.03469014338098446,-0.6392381125854925,16.601312759696256,-34.69014338098446,-639.2381125854924,False
NTRA,2021-10-22,meanrev,long,CHOPPY,1,0.9541062801932368,ATM_call_21DTE,112.28,0.20059000396728513,112.27999877929688,114.70014030456542,0.02155452040951388,0.5466423382139932,49.159021936541684,21.554520409513877,546.6423382139932,True
ENPH,2021-10-22,meanrev,long,CHOPPY,5,0.966183574879227,ATM_call_21DTE,181.47,0.20059000396728513,181.47000122070312,215.78756121826171,0.18910872191939704,8.382517867874073,49.15900031975529,189.10872191939706,8382.517867874074,True
DHI,2021-10-26,meanrev,long,CHOPPY,2,0.966183574879227,ATM_call_21DTE,88.83,0.20773999404907229,88.83000183105469,89.18128060913087,0.003954506032142987,-0.03829433746981398,47.563301600180175,3.954506032142987,-38.29433746981398,False
NVDA,2021-10-11,momentum,long,CHOPPY,21,0.9562043795620438,30d_call_30DTE,19.88,0.26,20.61615076446533,25.775345664978023,0.2502501538456562,4.452920433647228,19.005798878183697,250.25015384565617,4452.9204336472285,True
ANET,2021-10-20,momentum,long,CHOPPY,13,0.9491525423728814,30d_call_30DTE,23.79,0.20136999702453615,24.483869464874267,30.68039094543457,0.2530858731071953,5.77085649006355,23.905499142230646,253.0858731071953,5770.85649006355,True
ALNY,2021-11-18,meanrev,long,CHOPPY,1,0.9759036144578314,ATM_call_21DTE,182.29,0.22867000198364257,182.2899932861328,178.62203573608397,-0.02012155184125441,-0.5062611819263196,43.435782853585366,-20.12155184125441,-506.2611819263196,False
MPWR,2021-11-19,meanrev,long,CHOPPY,1,0.9662650602409638,ATM_call_21DTE,560.49,0.23282999801635743,560.489990234375,569.4488468017578,0.015983972458877522,0.28554325620550614,42.69922718072073,15.983972458877522,285.5432562055061,True
ADBE,2021-10-28,momentum,long,CHOPPY,25,0.8963855421686747,30d_call_30DTE,620.13,0.2148900089263916,639.276,672.2228673095703,0.05153778228741639,0.8533303495337543,22.594296841982164,51.537782287416384,853.3303495337543,True
MSFT,2021-11-03,momentum,long,CHOPPY,26,0.9132530120481928,30d_call_30DTE,325.35,0.19630000495910646,334.56779388427736,335.9567448730469,0.0041514784571582,-0.19729309049666657,24.514877358198564,4.1514784571582,-197.2930904966666,False
INTU,2021-11-04,momentum,long,CHOPPY,25,0.927710843373494,30d_call_30DTE,605.02,0.20071999454498293,622.5225893554688,693.2706531982421,0.11364738413110867,2.4195654267751325,24.031460068029084,113.64738413110867,2419.565426775132,True
FTNT,2021-11-24,meanrev,long,CHOPPY,5,0.9686746987951808,ATM_call_21DTE,65.37,0.24153999900817874,65.37000274658203,68.52268365478515,0.04822825112039583,1.1997297257569262,41.23514233406593,48.22825112039583,1199.7297257569262,True
VRT,2021-11-10,momentum,long,TRENDING_BULL,21,0.927710843373494,30d_call_30DTE,26.08,0.24348999404907226,26.983860305786138,24.650364645218826,-0.08647745852979166,-0.9809219682653072,20.206889191509898,-86.47745852979166,-980.9219682653072,False
LLY,2021-11-10,momentum,long,TRENDING_BULL,22,0.9734939759036144,30d_call_30DTE,253.71,0.24348999404907226,262.524,245.327512198467,-0.06550444074268642,-0.9405018812164379,20.185026035022055,-65.50444074268643,-940.5018812164379,False
PFE,2021-11-10,momentum,long,TRENDING_BULL,22,0.946987951807229,30d_call_30DTE,45.9,0.24348999404907226,47.494801528930665,52.93392091369629,0.11452030979543049,2.0062911958616216,20.18379791646595,114.52030979543049,2006.2911958616216,True
TMO,2021-11-10,momentum,long,TRENDING_BULL,22,0.9301204819277108,30d_call_30DTE,596.2,0.24348999404907226,616.921382446289,626.3248570556641,0.01524258175666937,0.024255498823895116,20.18100973393914,15.24258175666937,24.255498823895117,True
VRTX,2021-11-10,momentum,long,TRENDING_BULL,22,0.9421686746987952,30d_call_30DTE,184.96,0.24348999404907226,191.3920144958496,204.0410969543457,0.06608991755385077,1.0289425257485083,20.175918835882804,66.08991755385077,1028.9425257485082,True
BAH,2021-11-26,meanrev,long,CHOPPY,6,0.946987951807229,ATM_call_21DTE,80.21,0.3720600109100342,80.20761599030008,79.65082679748535,-0.006941849423402245,-0.33566183232422914,27.25023091607751,-6.941849423402244,-335.6618323242291,False
LPLA,2021-12-02,meanrev,long,CHOPPY,1,0.9662650602409638,ATM_call_21DTE,155.6,0.3633500099182129,155.60000610351562,161.05724487304687,0.03507222722022723,0.4814459818607157,27.870576492565565,35.072227220227234,481.4459818607158,True
PGR,2021-12-03,momentum,short,,3,0.0337349397590361,30d_put_30DTE,91.13,0.3987100009918213,96.12999725341795,96.9835809173584,-0.008879472467789872,0.05063262387328906,45.259530934928364,-8.879472467789874,50.63262387328906,True
HPE,2021-12-03,momentum,short,,3,0.016867469879518,30d_put_30DTE,14.33,0.3987100009918213,15.119999885559082,15.1502398853302,-0.0019999999999999463,0.14081981809642588,45.41894934022405,-1.9999999999999463,140.81981809642588,True
NVDA,2021-12-08,momentum,long,CHOPPY,6,0.9423076923076924,30d_call_30DTE,30.92,0.2586999950408936,32.06299855041504,27.82749438488659,-0.1320994403835514,-0.9623911427346445,19.06629040998946,-132.0994403835514,-962.3911427346446,False
SHOP,2021-12-13,meanrev,long,CHOPPY,7,0.9639423076923076,ATM_call_21DTE,144.76,0.264029993057251,144.75999450683594,127.9605612487793,-0.1160502479658724,-0.997709105152766,37.88134282768361,-116.0502479658724,-997.709105152766,False
ANET,2021-12-10,momentum,long,CHOPPY,26,0.8581730769230769,30d_call_30DTE,31.35,0.242970006942749,32.43975,33.22092347717285,0.024080748993838014,0.1763042652781753,20.200279980774972,24.080748993838014,176.3042652781753,True
SNOW,2022-01-03,momentum,long,TRENDING_BULL,4,0.9307875894988068,30d_call_30DTE,331.41,0.21580000495910645,341.682,296.07290645779347,-0.13348403937639838,-0.990646926728022,22.509380623724237,-133.48403937639839,-990.6469267280221,False
BMY,2021-12-28,momentum,long,CHOPPY,23,0.8564593301435407,30d_call_30DTE,60.47,0.22802001190185547,62.44463969421387,64.45084182739258,0.03212769171225766,0.3882084381310685,21.417277037889324,32.127691712257665,388.2084381310685,True
JNJ,2022-01-03,momentum,long,TRENDING_BULL,17,0.909307875894988,30d_call_30DTE,165.42,0.21580000495910645,170.55042672729493,164.79992246889725,-0.03371732553676086,-0.6887675082597053,22.502856293936834,-33.71732553676086,-688.7675082597054,False
GILD,2022-01-03,momentum,long,TRENDING_BULL,17,0.9618138424821002,30d_call_30DTE,70.24,0.21580000495910645,72.41453663635254,68.52022887918793,-0.05377798351069812,-0.8601958284877993,22.521363676374772,-53.77798351069812,-860.1958284877994,False
ORCL,2021-12-31,momentum,long,CHOPPY,21,0.9307875894988068,30d_call_30DTE,85.48,0.2238599910736084,88.22610305786132,81.92409384294086,-0.07143021165501795,-0.9502206696841308,21.765612901317443,-71.43021165501794,-950.2206696841308,False
MRK,2022-01-03,momentum,long,TRENDING_BULL,21,0.8902147971360382,30d_call_30DTE,74.43,0.21580000495910645,76.7331618347168,76.53727558232794,-0.002552823938244572,-0.28796390807903816,22.526224789082313,-2.552823938244572,-287.96390807903816,False
AMGN,2022-01-03,momentum,long,TRENDING_BULL,21,0.935560859188544,30d_call_30DTE,217.34,0.21580000495910645,224.0772648925781,221.11495862138537,-0.013220021551998433,-0.47295475100419254,22.50809134614549,-13.220021551998434,-472.9547510041925,False
PEP,2022-01-13,momentum,long,TRENDING_BULL,13,0.8857142857142857,30d_call_30DTE,167.76,0.264029993057251,174.0574267272949,166.17710605181676,-0.04527425702911641,-0.6765839323357885,18.750351557072545,-45.274257029116406,-676.5839323357886,False
KMB,2022-01-13,momentum,long,TRENDING_BULL,13,0.8547619047619047,30d_call_30DTE,138.06,0.264029993057251,143.23589694213868,134.23697026727532,-0.06282591771320108,-0.8045943818378758,18.761143535749998,-62.825917713201086,-804.5943818378759,False
TTD,2022-01-21,momentum,short,,20,0.0214285714285714,30d_put_30DTE,62.85,0.37505000495910645,66.11000061035156,82.30427938842773,-0.24495959202185294,-0.9999342163139682,48.40503867466096,-244.95959202185293,-999.9342163139681,False
CMCSA,2022-01-21,momentum,short,,20,0.0142857142857142,30d_put_30DTE,44.89,0.37505000495910645,47.216495513916016,45.93986757659912,0.02703775287474772,-0.16339700012288413,48.37536754823618,27.037752874747724,-163.39700012288412,False
INSP,2022-02-22,meanrev,long,BEAR,2,0.9505882352941176,ATM_call_21DTE,216.21,0.374529993057251,216.2100067138672,215.99336428713988,-0.0010020000000000437,-0.15641157134456526,27.065559049547325,-1.0020000000000437,-156.41157134456526,False
CZR,2022-02-17,momentum,short,,20,0.08,30d_put_30DTE,80.42,0.3654300079345703,84.5,77.74517633056641,0.07993874165010167,1.1983003187047532,49.87388288623532,79.93874165010168,1198.300318704753,True
LBRDA,2022-02-17,momentum,short,,20,0.0023529411764705,30d_put_30DTE,133.93,0.3654300079345703,140.72164916992188,126.0341350250244,0.10437281137291288,2.092371274028618,49.85690319319152,104.37281137291288,2092.3712740286182,True
VTR,2022-02-17,momentum,short,,20,0.0164705882352941,30d_put_30DTE,49.55,0.3654300079345703,52.060001373291016,57.9256213760376,-0.11267037741101353,-0.9853874348594166,49.8170512291739,-112.67037741101352,-985.3874348594167,False
ZIM,2022-03-21,meanrev,long,BEAR,1,0.9882352941176472,ATM_call_21DTE,86.86,0.3058900089263916,86.86000061035156,87.83398213195801,0.011213234109629659,0.08812211265270432,32.90048452854523,11.21323410962966,88.12211265270433,True
NEE,2022-03-22,meanrev,long,BEAR,1,0.9694117647058824,ATM_call_21DTE,81.87,0.298220006942749,81.87000274658203,82.68429847717285,0.009946203777607786,0.0683337472953918,33.712669353643136,9.946203777607787,68.33374729539179,True
NVDA,2022-03-24,meanrev,long,BEAR,1,0.9694117647058824,ATM_call_21DTE,26.17,0.2817100009918213,26.166000366210938,28.09369961929321,0.07367191110994474,1.8180512808467706,35.70155243463991,73.67191110994474,1818.0512808467704,True
WMT,2022-03-23,meanrev,long,BEAR,2,0.9623529411764706,ATM_call_21DTE,47.71,0.30640999603271485,47.71333312988281,47.721032318115235,0.00016136345393150123,-0.13894393895730536,32.809435116298644,0.1613634539315012,-138.94393895730536,False
ZIM,2022-03-25,meanrev,long,BEAR,4,0.96,ATM_call_21DTE,70.37,0.270529993057251,70.37000274658203,73.81207908630371,0.048913971939398095,1.0633552363114582,37.011236107394495,48.913971939398095,1063.3552363114582,True
XOM,2022-03-30,meanrev,long,BEAR,1,0.9929411764705882,ATM_call_21DTE,83.06,0.2512899990081787,83.05999755859375,83.61243878173828,0.006651110515080539,0.027640911831248473,39.711007484830496,6.651110515080539,27.640911831248474,True
AVAV,2022-03-10,momentum,short,,20,0.04,30d_put_30DTE,71.88,0.3929899940490723,75.7699966430664,94.79922061157228,-0.251144579801789,-0.9999088399791812,45.966608009082115,-251.14457980178898,-999.9088399791813,False
TDY,2022-03-10,momentum,short,,20,0.0564705882352941,30d_put_30DTE,413.29,0.3929899940490723,435.6700134277344,474.0662351074219,-0.08813143089100026,-0.9559514281603719,45.98720142147082,-88.13143089100026,-955.9514281603721,False
SFM,2022-04-01,meanrev,long,BEAR,1,0.9647058823529412,ATM_call_21DTE,32.14,0.2551899890899658,32.13999938964844,32.375118629455564,0.007315471197017284,0.04037440310294787,39.132403816563276,7.315471197017284,40.374403102947866,True
LBRDA,2022-03-16,momentum,short,,20,0.0776470588235294,30d_put_30DTE,121.24,0.34671000099182125,127.09465789794922,125.53642222595217,0.012260434055758978,-0.37637465498897094,52.81262517490036,12.260434055758978,-376.3746549889709,False
AMR,2022-04-06,meanrev,long,BEAR,1,1.0,ATM_call_21DTE,114.34,0.28730000495910646,114.3440335467401,121.34406764221193,0.06121905864559547,1.3902669454639969,34.919304308096905,61.21905864559547,1390.2669454639968,True
LDOS,2022-04-06,meanrev,long,BEAR,1,0.9976470588235294,ATM_call_21DTE,102.12,0.28730000495910646,102.11752810671618,102.62552201843263,0.0049746005522732974,-0.024244138032063937,34.9554922442242,4.974600552273298,-24.244138032063944,False
C,2022-03-31,momentum,short,,7,0.0658823529411764,30d_put_30DTE,52.52,0.267279993057251,54.5099983215332,50.13005877685547,0.08035112235451153,2.818565566966346,70.40483188638353,80.35112235451153,2818.565566966346,True
TEAM,2022-03-31,momentum,short,,7,0.0235294117647058,30d_put_30DTE,292.11,0.267279993057251,303.20001220703125,293.55594122314454,0.03180762069792245,0.8492384572054948,70.51213588287177,31.80762069792245,849.2384572054949,True
NET,2022-04-06,momentum,short,,1,0.0258823529411764,30d_put_30DTE,113.42,0.28730000495910646,118.02999877929688,112.58472061157228,0.04613469646735036,1.44507867579335,65.11290666945561,46.134696467350366,1445.07867579335,True
NEM,2022-05-04,meanrev,long,BEAR,1,0.9695550351288056,ATM_call_21DTE,72.67,0.3304600009918213,72.66999816894531,73.24321939086914,0.007888003803043855,0.013297387366369248,30.54335931054098,7.888003803043855,13.297387366369248,True
CRWD,2022-04-29,momentum,short,,10,0.0140515222482435,30d_put_30DTE,195.06,0.4342000198364258,206.61000061035156,143.97738244628906,0.3031441749142732,9.099430153705145,41.16794739435695,303.1441749142732,9099.430153705145,True
NEM,2022-05-16,meanrev,long,BEAR,3,0.9509345794392524,ATM_call_21DTE,65.57,0.3571099910736084,65.56999969482422,65.97778060913086,0.006219016565571679,-0.07013779847091797,28.34109845642867,6.219016565571679,-70.13779847091797,False
SNAP,2022-04-29,momentum,short,,20,0.0234192037470726,30d_put_30DTE,27.44,0.4342000198364258,29.06999969482422,23.24640076446533,0.20033020266580026,4.935570437266169,41.263780467820965,200.33020266580024,4935.5704372661685,True
CELH,2022-04-29,momentum,short,,20,0.0163934426229508,30d_put_30DTE,17.33,0.4342000198364258,18.36000061035156,20.043338802337647,-0.09168508366154438,-0.9471852633182578,41.28007787021091,-91.68508366154437,-947.1852633182577,False
DVN,2022-05-20,meanrev,long,BEAR,3,0.9532710280373832,ATM_call_21DTE,70.51,0.38259000396728515,70.51000213623047,70.91787756347657,0.005784646360640464,-0.0828974827762132,26.5134730818701,5.784646360640464,-82.8974827762132,False
NRG,2022-05-17,momentum,long,BEAR,8,0.97196261682243,30d_call_30DTE,42.41,0.3393000049591065,44.418661834716794,46.75629847717285,0.05262735404219227,0.5808798063851067,14.96195987184777,52.62735404219227,580.8798063851068,True
IP,2022-05-10,momentum,short,,21,0.0233644859813084,30d_put_30DTE,45.59,0.42887002182006834,48.2599983215332,48.546900764465335,-0.005944932716753079,-0.6374348630565431,41.73717658019964,-5.944932716753079,-637.4348630565431,False
MO,2022-06-07,meanrev,long,BEAR,1,0.9532710280373832,ATM_call_21DTE,53.27,0.31226000595092773,53.27000045776367,53.90197832489014,0.011863673018503985,0.09623906318213005,32.25511453441001,11.863673018503984,96.23906318213004,True
SOFI,2022-05-20,momentum,short,,20,0.072429906542056,30d_put_30DTE,7.62,0.38259000396728515,8.020000457763672,6.1222201337814335,0.23663094958368902,7.755242964873777,47.137235046273986,236.63094958368904,7755.242964873776,True
SHLS,2022-05-20,momentum,short,,20,0.0046728971962616,30d_put_30DTE,14.36,0.38259000396728515,15.119999885559082,18.5269797706604,-0.22532935918572863,-0.9997941090244179,47.42226835421169,-225.3293591857286,-999.7941090244178,False
AMGN,2022-06-09,momentum,long,BEAR,7,0.983644859813084,30d_call_30DTE,234.12,0.33917000198364256,245.20944122314452,230.4240176097181,-0.06029712208336809,-0.5844201272028023,14.964318595343558,-60.297122083368095,-584.4201272028023,False
PNW,2022-06-09,meanrev,long,BEAR,8,0.9813084112149532,ATM_call_21DTE,74.69,0.33917000198364256,74.69000244140625,68.51454085778062,-0.08268123419155378,-0.9488795912756254,29.786837973598107,-82.68123419155377,-948.8795912756253,False
PM,2022-06-09,meanrev,long,BEAR,12,0.9766355140186916,ATM_call_21DTE,103.92,0.33917000198364256,103.91999816894533,99.89979847717284,-0.03868552504433989,-0.8325822807234404,29.786860018735972,-38.68552504433989,-832.5822807234406,False
AMD,2022-06-01,momentum,short,,20,0.014018691588785,30d_put_30DTE,97.57,0.33397000694274903,102.12999725341795,83.9575809173584,0.1779341704178043,6.298484550541939,55.11677886217472,177.9341704178043,6298.484550541939,True
CRWD,2022-06-10,momentum,short,,20,0.0350467289719626,30d_put_30DTE,160.1,0.36075000000000007,168.125,168.89711755371093,-0.004592520765566855,-0.5883609673641773,50.578989311560655,-4.592520765566855,-588.3609673641773,False
MDB,2022-06-10,momentum,short,,20,0.0560747663551401,30d_put_30DTE,271.51,0.36075000000000007,285.1099853515625,260.019,0.08800458293533067,1.5178144389925046,50.5528685220523,88.00458293533067,1517.8144389925046,True
HUBS,2022-06-27,momentum,short,,21,0.0536130536130536,30d_put_30DTE,328.03,0.3503500099182129,344.0299987792969,275.3395885620117,0.19966401319947572,6.951784438922983,52.22305769576739,199.6640131994757,6951.784438922984,True
VZ,2022-07-06,momentum,short,,20,0.0163170163170163,30d_put_30DTE,49.05,0.34748999404907227,51.41999816894531,45.009838165283206,0.12466278163995483,3.2297091033725107,52.62329928787895,124.66278163995483,3229.70910337251,True
MMM,2022-07-06,momentum,short,,20,0.0745920745920745,30d_put_30DTE,103.28,0.34748999404907227,108.27759552001952,117.91931259155274,-0.08904627984420432,-0.9714986754431061,52.68092782537343,-89.04627984420432,-971.498675443106,False
VST,2022-07-22,momentum,long,BEAR,10,0.9559164733178654,30d_call_30DTE,22.51,0.2993900089263916,23.456819847106935,25.309280609130855,0.07897322715092578,1.0637841508198989,16.76707356984095,78.97322715092578,1063.784150819899,True
