symbol,earnings_date,entry_date,beat_streak,surprise,entry_price,exit_price,mom_60d,above_sma200,vix_at_entry,equity_return,call_cost,call_pnl,call_return,hold_days
BK,2025-09-30,2025-09-10,4,0.0808,104.0,106.83000183105467,0.12990386669452386,True,15.350000381469728,0.027211556067833396,2.5629725336113025,0.5265888286149498,0.20546019190965378,21
BK,2025-12-31,2025-12-11,4,0.049099997,118.68000030517578,117.04000091552734,0.08560838924826228,True,14.850000381469728,-0.013818666880951425,2.829477375774306,-2.5701072965424014,-0.9083328668917431,22
EXPD,2025-09-30,2025-09-10,4,0.18059999,121.33999633789062,121.52999877929688,0.05134329912282709,True,15.350000381469728,0.0015658681979613532,2.9902988254087473,-2.50502100287574,-0.8377159438349194,21
EXPD,2025-12-31,2025-12-11,4,0.0194,153.02000427246094,151.86000061035156,0.18932165999107137,True,14.850000381469728,-0.0075807321246960735,3.648185364142889,-3.311651357971,-0.9077530408735262,22
ABBV,2025-03-31,2025-03-11,4,0.026199998,213.58999633789065,206.27000427246097,0.18362283764759615,True,26.920000076293945,-0.0342712308204255,9.231200571192588,-8.352286355318778,-0.9047887423639565,21
ABBV,2025-09-30,2025-09-10,4,0.0423,211.63999938964844,244.3800048828125,0.09818559270092896,True,15.350000381469728,0.15469668109801277,5.215649090857516,28.118114320568154,5.391105465637297,21
ABBV,2025-12-31,2025-12-11,4,0.0216,223.97999572753903,229.30999755859375,0.008884678419208791,True,14.850000381469728,0.023796776197542252,5.339958956079131,0.4982123193552619,0.09329890425245416,22
FCX,2025-06-30,2025-06-10,4,0.2181,42.189998626708984,44.04999923706055,0.06352217095070414,True,16.950000762939453,0.0440862922705587,1.148104595973931,0.8300779182146789,0.722998515227202,21
FCX,2025-09-30,2025-09-10,4,0.2284,44.880001068115234,39.09000015258789,0.0661764962125446,True,15.350000381469728,-0.12901071251624413,1.1060212504425506,-1.011046225269863,-0.914129113581963,21
FCX,2025-12-31,2025-12-11,4,0.4666,48.11000061035156,51.93000030517578,0.06609852972006736,True,14.850000381469728,0.07940136450553881,1.147001667723632,2.7880790950116117,2.430754177145097,22
FFIV,2025-03-31,2025-03-11,4,0.105399996,265.30999755859375,268.5799865722656,0.019750443943288443,True,26.920000076293945,0.012325163181797164,11.466500505630288,-7.0520951279302615,-0.6150172081244437,21
FFIV,2025-06-30,2025-06-10,4,0.1917,293.6600036621094,295.9700012207031,0.08925284726630946,True,16.950000762939453,0.0078662314574227,7.991287291598775,-4.887230735757921,-0.6115698957408098,21
FFIV,2025-09-30,2025-09-10,4,0.1062,326.69000244140625,327.2900085449219,0.11126758037242113,True,15.350000381469728,0.0018366221770843433,8.050937531372437,-6.655731205831099,-0.8267026268549996,21
GOOGL,2025-06-30,2025-06-10,4,0.056700002,178.60000610351562,175.83999633789062,0.08012324931886511,True,16.950000762939453,-0.01545358158624761,4.860191858802471,-4.388430090406624,-0.9029335091902962,21
GOOGL,2025-09-30,2025-09-10,4,0.2688,239.1699981689453,244.8999938964844,0.26090226355400215,True,15.350000381469728,0.023957836565652882,5.894097463181464,0.4309195740101348,0.0731103577268532,21
GOOGL,2025-12-31,2025-12-11,4,0.0701,312.42999267578125,315.1499938964844,0.1933232894165939,True,14.850000381469728,0.008705954244046469,7.448715819988942,-4.030316801546043,-0.5410753878850524,22
EXC,2025-03-31,2025-03-11,4,0.069,43.400001525878906,45.91999816894531,0.1529954601588285,True,26.920000076293945,0.05806443673887343,1.8757157439230707,0.839945505472981,0.44779999751787014,21
EXC,2025-09-30,2025-09-10,4,0.105399996,43.31999969482422,45.060001373291016,0.014773762561334997,True,15.350000381469728,0.04016624401487908,1.067576628595043,0.7819050894727853,0.7324112092092082,21
