sym,earnings_date,beat,surprise_pct,gap_pct,post_high,pullback_low,pullback_pct,pre_close
MRVL,2025-10-31,True,0.0301,0.054533158492682476,93.73999786376952,87.58999633789062,-0.06560701585268401,88.56999969482422
PLTR,2025-06-30,True,0.1557,0.05392372263084668,139.7100067138672,132.1199951171875,-0.05432690023574615,130.74000549316406
