symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,reason,hold_days,regime,year
ALNY,2024-07-31,2024-08-20,237.9349267272949,280.19848974609374,31,1310.170453582764,max_hold,20,CHOPPY,2024
EW,2024-08-20,2024-08-27,69.51875724792481,69.49073725891114,108,-3.0261588134765134,regime_exit,7,CHOPPY,2024
INTC,2024-08-20,2024-08-27,21.0319797706604,20.02985969543457,357,-357.7568668556209,regime_exit,7,CHOPPY,2024
SNAP,2024-08-20,2024-08-27,9.488940267562866,9.481,791,-6.280751642226768,regime_exit,7,CHOPPY,2024
ZG,2024-10-29,2024-11-06,56.5929595413208,55.967841827392576,132,-82.51553823852586,rank_decay,8,CHOPPY,2024
DOCS,2024-10-29,2024-11-08,41.963761070251465,58.1335,179,2894.3832684249874,take_profit,10,CHOPPY,2024
INSP,2024-10-29,2024-11-11,199.49820611572264,201.63591329956054,37,79.09516580200244,regime_exit,13,CHOPPY,2024
HII,2024-11-06,2024-11-11,203.61642672729494,206.21674487304688,36,93.6114532470699,regime_exit,5,CHOPPY,2024
EL,2024-11-08,2024-11-11,64.02780152893067,64.46081634521484,117,50.662733505248,regime_exit,3,CHOPPY,2024
BE,2025-01-06,2025-01-13,25.5309595413208,22.983940685272216,294,-748.8235436782838,stop,7,CHOPPY,2025
ENPH,2025-01-13,2025-01-22,67.0037427520752,60.868021675109865,112,-687.2007606201172,stop,9,CHOPPY,2025
SNOW,2025-01-06,2025-01-27,163.40616183471678,175.16896426391602,45,529.3261093139658,max_hold,21,CHOPPY,2025
DOCU,2025-01-06,2025-01-27,91.3423236694336,92.07548213195803,82,60.118993927003174,max_hold,21,CHOPPY,2025
EIX,2025-01-22,2025-02-03,58.4065809173584,52.335118629455565,128,-777.1471728515626,stop,12,CHOPPY,2025
PWR,2025-01-27,2025-02-05,293.0148526611328,298.1525,25,128.4411834716792,regime_exit,9,CHOPPY,2025
ENPH,2025-01-27,2025-02-05,64.07790076446533,65.13945664978027,117,124.20203858184858,regime_exit,9,CHOPPY,2025
DECK,2025-02-03,2025-02-05,170.97126489257812,172.17496426391602,43,51.7590729675299,regime_exit,2,CHOPPY,2025
BILL,2025-02-28,2025-03-04,55.310400764465335,50.10957908630371,135,-702.1109265518193,stop,4,CHOPPY,2025
DECK,2025-02-28,2025-03-07,139.63872061157227,126.46656121826172,53,-698.1244478454591,stop,7,CHOPPY,2025
TTD,2025-02-28,2025-03-10,70.46063969421387,60.18938137054443,106,-1088.7533823089602,stop,10,CHOPPY,2025
BILL,2025-03-04,2025-03-10,50.3104190826416,43.502820152282716,149,-1014.3322406234739,stop,6,CHOPPY,2025
TTD,2025-03-10,2025-03-13,60.4306213760376,53.772241065979,124,-825.639158447266,stop,3,CHOPPY,2025
ANET,2025-03-07,2025-03-17,83.52672061157226,84.91981634521484,89,123.9855202941898,regime_exit,10,CHOPPY,2025
STRL,2025-03-10,2025-03-17,111.30216183471678,120.24901786804197,67,599.4393542327878,regime_exit,7,CHOPPY,2025
TTD,2025-03-13,2025-03-17,53.987761070251466,56.387,139,333.4942112350463,regime_exit,4,CHOPPY,2025
TNDM,2025-03-26,2025-04-03,19.699319847106935,17.624679847717285,381,-790.4378397674565,stop,8,CHOPPY,2025
TTD,2025-03-26,2025-04-03,58.91759923553467,48.98184182739258,127,-1261.8411908340452,stop,8,CHOPPY,2025
MRVL,2025-03-26,2025-04-03,66.89352214050292,55.52871939086914,112,-1272.8579079589836,stop,8,CHOPPY,2025
ARM,2025-04-03,2025-04-04,97.91544122314453,87.53457908630371,76,-788.9455223999022,stop,1,CHOPPY,2025
MRVL,2025-04-03,2025-04-04,55.75127938842773,49.33114030456543,134,-860.2986372375485,stop,1,CHOPPY,2025
CFLT,2025-04-03,2025-04-10,21.242400764465334,21.177559314727784,353,-22.889031757355077,regime_exit,7,CHOPPY,2025
MDB,2025-04-04,2025-04-10,154.69877938842774,160.7778060913086,48,291.7932817382816,regime_exit,6,CHOPPY,2025
ANET,2025-04-04,2025-04-10,64.4987427520752,72.50470152282715,116,928.6912174072256,regime_exit,6,CHOPPY,2025
UPST,2025-10-17,2025-10-28,46.593,50.59860076141357,161,644.9017225875845,regime_exit,11,CHOPPY,2025
CROX,2025-10-17,2025-10-28,83.166,86.566517868042,90,306.0466081237802,regime_exit,11,CHOPPY,2025
ANF,2025-10-17,2025-10-28,68.61696336364746,74.43084182739258,109,633.7127525482188,regime_exit,11,CHOPPY,2025
DUOL,2025-11-24,2025-12-08,172.81494122314453,207.50415817260742,43,1491.6363288269042,take_profit,14,CHOPPY,2025
TREX,2025-11-24,2025-12-10,32.023919082641605,35.319219390869144,234,771.100272125244,regime_exit,16,CHOPPY,2025
PRGO,2025-11-24,2025-12-10,12.725399808883667,13.492960456848145,590,452.86078229904206,regime_exit,16,CHOPPY,2025
MSC,2025-12-08,2025-12-10,3.4368600668907168,3.6027798953056336,2186,362.70074491500816,regime_exit,2,CHOPPY,2025
