symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,reason,ml_rank_pct,rule_score,combined_score,side
AFRM,2022-03-02,2022-03-07,42.90999984741211,33.57678137397766,349,3255.548247228623,short_take_profit,0.002544529262086514,-0.3877160242494266,0.0,short
VST,2022-02-24,2022-03-08,20.51025,22.63867461872101,870,1847.3794182872782,max_hold,0.8931297709923665,0.2226034079278852,0.9334671621950877,long
SLB,2022-02-25,2022-03-09,38.45921862602234,42.53872137260437,382,1556.4600491943352,max_hold,0.8549618320610687,0.3951759682249017,0.932735830025336,long
ANET,2022-03-08,2022-03-09,28.62680548667908,30.137423902511596,733,1103.6182988052356,regime_exit,0.9363867684478372,0.17863455076089413,0.8520054312123516,long
VST,2022-03-09,2022-03-09,22.881435839653015,22.728629771232605,642,-101.31149592590364,regime_exit,0.8447837150127226,0.4605252411085382,0.9978678611826015,long
DOW,2022-03-08,2022-03-17,58.11000061035156,62.79018005950928,258,-1208.7762978826918,short_stop,0.1297709923664122,-0.05444200405478475,0.08573926339770524,short
JNJ,2022-03-22,2022-03-22,175.91791683197022,174.9125,83,-83.8645970535285,regime_exit,0.8651399491094147,0.4474490145264952,1.0,long
LMT,2022-03-22,2022-03-22,439.6697372131348,440.3697013397217,47,32.66331394958458,regime_exit,0.9414758269720102,0.5002133266035679,1.0,long
DKNG,2022-03-18,2022-03-22,18.549999237060547,20.044016175613407,808,-1211.2056863507114,short_stop,0.010178117048346057,-0.21197080017267117,-0.0018402428387814806,short
PSA,2022-03-08,2022-03-23,374.05999755859375,368.23401278686515,40,232.83939086914398,short_max_hold,0.08142493638676845,0.4515796486012211,0.10422755869522807,short
SOFI,2022-03-23,2022-03-30,9.600000381469728,10.3731844121933,2083,-1620.9573359972,short_stop,0.010178117048346057,-0.12995406785267366,-0.003622325367860557,short
LBRDA,2022-03-24,2022-04-08,127.47891235351562,125.65792085266114,117,212.47100559997529,short_max_hold,0.002544529262086514,-0.1019044112854975,-0.18385745736548442,short
AFRM,2022-04-04,2022-04-08,47.22999954223633,37.59879183197022,423,4071.885861442565,short_take_profit,0.002544529262086514,0.17590205843836082,0.019880282179713944,short
LLY,2022-04-04,2022-04-18,292.896375,298.6705973205566,81,467.30700796508836,max_hold,0.916030534351145,0.5001180355251903,1.0,long
XOM,2022-04-04,2022-04-18,83.60177755737304,88.50572805023194,385,1886.0959397506754,max_hold,0.9821882951653944,0.37716488745424626,1.0,long
SLB,2022-04-05,2022-04-18,41.490736221313476,43.658160305023195,776,1678.0410889587415,max_hold,0.9770992366412213,0.37444753181900753,1.0,long
PSX,2022-04-05,2022-04-18,87.02349335861206,87.11642366027831,321,28.22562683486858,max_hold,0.9363867684478372,0.42558623337011126,1.0,long
NFLX,2022-04-11,2022-04-20,35.0,22.630308980941773,571,7060.238571882248,short_take_profit,0.01272264631043257,-0.1352169838621454,0.0,short
COP,2022-04-19,2022-04-25,102.8814168319702,92.41467810850921,142,-1486.9868987314608,stop,0.8371501272264631,0.42949626118971,1.0,long
PINS,2022-04-11,2022-04-26,23.13999938964844,19.22960931301117,864,3374.2570262146014,short_max_hold,0.007633587786259542,-0.14606410629840236,-0.06887557821278739,short
VST,2022-04-19,2022-04-27,24.93246007633209,24.867559161186218,589,-41.17163902091948,regime_exit,0.8549618320610687,0.5224925462955456,1.0,long
MO,2022-04-21,2022-04-27,55.497736221313474,54.89253816986084,429,-261.77496407317915,regime_exit,0.916030534351145,0.4505260915039616,1.0,long
DASH,2022-04-21,2022-04-29,101.86000061035156,81.47071530532837,196,3995.319919784546,short_take_profit,0.017811704834605598,-0.1477928667821389,0.0012512476729311488,short
MDB,2022-05-03,2022-05-09,354.9599914550781,252.8463612213135,42,4288.562469818115,short_take_profit,0.01015228426395939,-0.19369738781132328,0.0,short
COP,2022-05-11,2022-05-11,99.75985408401489,98.99048091506958,147,-113.83285583496018,regime_exit,0.8553299492385786,0.26604244595372045,1.0,long
NRG,2022-05-11,2022-05-11,41.84090969467163,41.76910591506958,502,-38.55549736022892,regime_exit,0.9390862944162437,0.4144369844004503,1.0,long
KIM,2022-04-27,2022-05-12,25.3700008392334,22.51125,591,1686.5667459869383,short_max_hold,0.017766497461928935,0.38362269995220893,0.03634955237923593,short
SMCI,2022-05-25,2022-05-25,4.717357652664185,4.8745613551139835,4230,643.8216613626488,regime_exit,0.9365482233502538,0.44451077817424545,0.838540532496857,long
ARRY,2022-05-25,2022-05-25,9.114554656505584,9.655169847488404,1344,719.8668166809096,regime_exit,0.8629441624365483,0.17801542466875933,0.7944512886597693,long
CHTR,2022-05-11,2022-05-26,465.94000244140625,503.46681023803717,32,-1201.0178494921895,short_stop,0.027918781725888325,-0.16060654989984172,0.00906624856331532,short
CHD,2022-05-12,2022-05-27,98.3499984741211,90.3751668319702,152,1211.4144096069351,short_max_hold,0.015228426395939087,0.21909947685856596,-0.013542279514311507,short
AFRM,2022-05-31,2022-06-01,30.68000030517578,24.33215969467163,488,3095.306217926025,short_take_profit,0.0025380710659898475,0.02860445138870405,-0.11012369545860222,short
CRWD,2022-05-27,2022-06-02,158.88999938964844,171.68699994049075,94,-1203.3880517791774,short_stop,0.04060913705583756,-0.21154432848808669,0.01073716887475798,short
CVX,2022-06-07,2022-06-07,177.55873622131347,180.10989694976806,100,254.61607284545903,regime_exit,0.9238578680203046,0.39833716690434634,1.0,long
SFM,2022-06-07,2022-06-07,26.94346530532837,26.996495228767394,662,31.795809316633534,regime_exit,0.9213197969543148,0.31532653897138213,0.8607204711560216,long
TTD,2022-06-02,2022-06-08,51.5099983215332,55.65861358634949,291,-1208.702042061539,short_stop,0.0025380710659898475,-0.16295459093678188,-0.049820522630768305,short
MDB,2022-06-03,2022-06-08,281.79998779296875,304.49615880981446,53,-1203.1620638928227,short_stop,0.005076142131979695,-0.06987684779500028,0.0,short
NET,2022-06-09,2022-06-13,55.040000915527344,41.61079515266418,272,3651.38396749878,short_take_profit,0.027918781725888325,-0.1807312951549409,0.006736354206104157,short
