symbol,inst_shares_q1,inst_shares_q2,inst_pct_change,inst_n_holders,inst_buying,inst_selling,inst_new_position
ORCL,379934420,374092836,0.01561533244651603,3,0.01561533244651603,0.0,0.0
CRM,214500614,214229701,0.0012645912249114328,3,0.0012645912249114328,0.0,0.0
INTU,81031593,80763630,0.00331786721324933,6,0.00331786721324933,0.0,0.0
WDAY,48673735,45463503,0.07061118893544124,3,0.07061118893544124,0.0,0.0
OKTA,48145597,49897574,-0.03511146654143947,3,0.0,0.03511146654143947,0.0
DOCU,45694746,45852662,-0.003443987614066987,4,0.0,0.003443987614066987,0.0
HUBS,14212782,14293209,-0.005626937939548774,3,0.0,0.005626937939548774,0.0
FTNT,158123239,159958953,-0.011476156636259054,3,0.0,0.011476156636259054,0.0
GTLB,24884522,25093583,-0.008331253452326836,3,0.0,0.008331253452326836,0.0
BILL,62846983,63143091,-0.00468947584463358,5,0.0,0.00468947584463358,0.0
CFLT,111675840,112069728,-0.0035146690103504134,6,0.0,0.0035146690103504134,0.0
S,61753757,61233615,0.008494386620812767,3,0.008494386620812767,0.0,0.0
ESTC,0,0,0.0,0,0.0,-0.0,0.0
MNDY,2362942,2359855,0.001308131219926648,3,0.001308131219926648,0.0,0.0
TOST,78959123,79030930,-0.0009085936354285595,3,0.0,0.0009085936354285595,0.0
DELL,129150441,127732998,0.011096921094735443,6,0.011096921094735443,0.0,0.0
HPQ,0,0,0.0,0,0.0,-0.0,0.0
HPE,369177282,367259563,0.005221699291734985,3,0.005221699291734985,0.0,0.0
PSTG,0,0,0.0,0,0.0,-0.0,0.0
NTAP,70154820,70229497,-0.001063328134046012,6,0.0,0.001063328134046012,0.0
CDW,34099411,33863539,0.00696536767760747,3,0.00696536767760747,0.0,0.0
FFIV,0,0,0.0,0,0.0,-0.0,0.0
ZBRA,13779206,13647055,0.009683481161320152,3,0.009683481161320152,0.0,0.0
CGNX,38896202,38918290,-0.0005675480603078912,3,0.0,0.0005675480603078912,0.0
TDY,11745996,11679012,0.005735416660244891,3,0.005735416660244891,0.0,0.0
TRMB,60606634,60302173,0.005048922532194652,3,0.005048922532194652,0.0,0.0
NFLX,598399754,246906095,1.4235924755117932,3,1.0,0.0,0.0
UBER,490084847,488414086,0.003420787909053057,3,0.003420787909053057,0.0,0.0
ABNB,187395567,187407768,-6.510402493027931e-05,3,0.0,6.510402493027931e-05,0.0
DASH,75527409,74813838,0.009537954729711902,3,0.009537954729711902,0.0,0.0
PINS,132304960,131235314,0.008150595806857291,4,0.008150595806857291,0.0,0.0
SNAP,260630414,259958070,0.0025863555611102974,6,0.0025863555611102974,0.0,0.0
RDDT,17551807,16468267,0.06579562986196423,3,0.06579562986196423,0.0,0.0
TTD,111799582,112312884,-0.004570285987848019,3,0.0,0.004570285987848019,0.0
ZG,58479656,59348377,-0.01463765386541236,3,0.0,0.01463765386541236,0.0
IAC,17893654,18252884,-0.019680725522607825,3,0.0,0.019680725522607825,0.0
V,371600479,370546136,0.002845375777984094,3,0.002845375777984094,0.0,0.0
MA,186755824,186289310,0.0025042446074871392,3,0.0025042446074871392,0.0,0.0
PYPL,0,0,0.0,0,0.0,-0.0,0.0
AFRM,0,0,0.0,0,0.0,-0.0,0.0
UPST,43903680,44124857,-0.005012526159574863,5,0.0,0.005012526159574863,0.0
SOFI,182398437,178497542,0.02185405443846392,3,0.02185405443846392,0.0,0.0
NU,0,0,0.0,0,0.0,-0.0,0.0
ALLY,100652005,100933100,-0.0027849635055299006,13,0.0,0.0027849635055299006,0.0
HOOD,162080750,160746307,0.008301546859176055,3,0.008301546859176055,0.0,0.0
COIN,117696991,115320576,0.020607033735246,9,0.020607033735246,0.0,0.0
JPM,589790352,589926762,-0.0002312320931797293,3,0.0,0.0002312320931797293,0.0
BAC,0,0,0.0,0,0.0,-0.0,0.0
C,402727110,397788187,0.012415961965205367,3,0.012415961965205367,0.0,0.0
GS,73332020,71761519,0.021885002183412532,5,0.021885002183412532,0.0,0.0
MS,307941112,306579172,0.00444237614419547,3,0.00444237614419547,0.0,0.0
BLK,29842726,29621603,0.007464923488441864,3,0.007464923488441864,0.0,0.0
SCHW,340366659,341336982,-0.002842712777017522,7,0.0,0.002842712777017522,0.0
AXP,117471944,117378434,0.0007966540088616278,3,0.0007966540088616278,0.0,0.0
SPGI,70406032,70288304,0.001674930156231967,3,0.001674930156231967,0.0,0.0
ICE,0,0,0.0,0,0.0,-0.0,0.0
CME,77703554,77115045,0.0076315717639793895,3,0.0076315717639793895,0.0,0.0
AIG,0,0,0.0,0,0.0,-0.0,0.0
CB,81585305,82391198,-0.009781299696601086,3,0.0,0.009781299696601086,0.0
PGR,143395210,142797792,0.004183664128364114,6,0.004183664128364114,0.0,0.0
TRV,58285150,58174839,0.0018961977703109759,3,0.0018961977703109759,0.0,0.0
USB,0,0,0.0,0,0.0,-0.0,0.0
PNC,0,0,0.0,0,0.0,-0.0,0.0
TFC,0,0,0.0,0,0.0,-0.0,0.0
COF,0,0,0.0,0,0.0,-0.0,0.0
BK,0,0,0.0,0,0.0,-0.0,0.0
MTB,0,0,0.0,0,0.0,-0.0,0.0
CFG,3942525,3882661,0.015418291733427153,3,0.015418291733427153,0.0,0.0
HBAN,398888220,384549998,0.037285715965599875,3,0.037285715965599875,0.0,0.0
RF,0,0,0.0,0,0.0,-0.0,0.0
KEY,270872125,269679802,0.0044212543585299725,3,0.0044212543585299725,0.0,0.0
FITB,173498292,172861085,0.003686237420064788,3,0.003686237420064788,0.0,0.0
ZION,37815803,38204206,-0.010166498421665929,3,0.0,0.010166498421665929,0.0
CMA,36088927,36376313,-0.007900360874946288,3,0.0,0.007900360874946288,0.0
WAL,19962280,20127385,-0.008203003022995784,3,0.0,0.008203003022995784,0.0
MET,145513702,137707888,0.056683855321345136,3,0.056683855321345136,0.0,0.0
PRU,2879689,2879689,0.0,1,0.0,-0.0,0.0
AFL,120964215,114205046,0.05918450398417597,3,0.05918450398417597,0.0,0.0
ALL,65351842,65272053,0.001222406777981995,3,0.001222406777981995,0.0,0.0
HIG,52843086,52913123,-0.0013236224972016867,2,0.0,0.0013236224972016867,0.0
LNC,0,0,0.0,0,0.0,-0.0,0.0
RJF,0,0,0.0,0,0.0,-0.0,0.0
LPLA,0,0,0.0,0,0.0,-0.0,0.0
WTW,25400490,25555551,-0.006067605429442707,3,0.0,0.006067605429442707,0.0
AON,44641367,44449709,0.00431179425719075,3,0.00431179425719075,0.0,0.0
MMC,0,0,0.0,0,0.0,-0.0,0.0
AJG,0,0,0.0,0,0.0,-0.0,0.0
BRO,67710383,67406428,0.004509288045941256,3,0.004509288045941256,0.0,0.0
ERIE,253560212,253440916,0.0004707053694518686,13,0.0004707053694518686,0.0,0.0
BX,150472252,149631994,0.0056154969103733255,3,0.0056154969103733255,0.0,0.0
KKR,132533911,131712172,0.006238899469367189,3,0.006238899469367189,0.0,0.0
APO,0,0,0.0,0,0.0,-0.0,0.0
CG,58620799,57686562,0.016195054231174323,3,0.016195054231174323,0.0,0.0
ARES,1769137123,1760007977,0.005186991263278803,167,0.005186991263278803,0.0,0.0
UNH,210261302,209266092,0.004755715512668913,3,0.004755715512668913,0.0,0.0
LLY,0,0,0.0,0,0.0,-0.0,0.0
JNJ,572406327,568675253,0.006560992377137959,3,0.006560992377137959,0.0,0.0
PFE,1266169366,1259138204,0.005584106635525452,3,0.005584106635525452,0.0,0.0
ABBV,398152140,395119702,0.007674732453609717,3,0.007674732453609717,0.0,0.0
MRK,582572648,580386795,0.003766200435349326,3,0.003766200435349326,0.0,0.0
TMO,80276789,79988493,0.003604218421767241,3,0.003604218421767241,0.0,0.0
ISRG,79437143,79423506,0.0001716997987976003,3,0.0001716997987976003,0.0,0.0
DHR,182067591,183871734,-0.009811964899401013,6,0.0,0.009811964899401013,0.0
ABT,0,0,0.0,0,0.0,-0.0,0.0
BMY,455367059,452623300,0.0060619040159885715,3,0.0060619040159885715,0.0,0.0
AMGN,131472958,130510983,0.0073708356023952405,3,0.0073708356023952405,0.0,0.0
GILD,311196369,307513052,0.011977758264387425,9,0.011977758264387425,0.0,0.0
VRTX,71969278,72118849,-0.002073951568472758,6,0.0,0.002073951568472758,0.0
REGN,22182327,22155443,0.0012134264252806862,3,0.0012134264252806862,0.0,0.0
ZTS,104412905,98938695,0.05532931276281742,3,0.05532931276281742,0.0,0.0
SYK,75964110,75830218,0.0017656813277261052,3,0.0017656813277261052,0.0,0.0
BSX,332983420,331546870,0.004332871548448037,3,0.004332871548448037,0.0,0.0
MDT,302928913,301010044,0.0063747673482948625,5,0.0063747673482948625,0.0,0.0
CI,62343282,61928448,0.006698601586140185,3,0.006698601586140185,0.0,0.0
CVS,281044491,279220067,0.00653400029447024,3,0.00653400029447024,0.0,0.0
HUM,30832996,30726966,0.0034507149192666794,3,0.0034507149192666794,0.0,0.0
CNC,0,0,0.0,0,0.0,-0.0,0.0
MRNA,83512581,83113094,0.004806547088717453,3,0.004806547088717453,0.0,0.0
BNTX,2045804,2045804,0.0,2,0.0,-0.0,0.0
BIIB,39144609,38986752,0.004048990795642581,3,0.004048990795642581,0.0,0.0
ALNY,72060551,72072071,-0.00015984000237762003,3,0.0,0.00015984000237762003,0.0
INCY,50924111,50964300,-0.0007885716079687154,3,0.0,0.0007885716079687154,0.0
NBIX,28133690,28139948,-0.00022238847065389033,3,0.0,0.00022238847065389033,0.0
JAZZ,64932693,64922496,0.00015706420159816405,5,0.00015706420159816405,0.0,0.0
EW,147046451,147330226,-0.0019261152833635101,3,0.0,0.0019261152833635101,0.0
HOLX,59064002,59188327,-0.0021004986337931127,3,0.0,0.0021004986337931127,0.0
DXCM,193117297,193498962,-0.001972439521406838,3,0.0,0.001972439521406838,0.0
PODD,24731685,24826413,-0.0038156136369760707,3,0.0,0.0038156136369760707,0.0
ALGN,18662025,18783857,-0.0064859948625034785,3,0.0,0.0064859948625034785,0.0
IART,0,0,0.0,0,0.0,-0.0,0.0
HCA,37134641,37313143,-0.004783890759349862,3,0.0,0.004783890759349862,0.0
THC,21433606,21587178,-0.007114037786689858,3,0.0,0.007114037786689858,0.0
UHS,0,0,0.0,0,0.0,-0.0,0.0
LH,23170102,23132905,0.0016079692541857583,3,0.0016079692541857583,0.0,0.0
DGX,29834032,29693582,0.004729978350203758,3,0.004729978350203758,0.0,0.0
EXAS,299837198,295173029,0.01580147419227791,9,0.01580147419227791,0.0,0.0
NTRA,136998120,135794926,0.008860375239646289,29,0.008860375239646289,0.0,0.0
VEEV,28441385,28501748,-0.0021178701039669566,3,0.0,0.0021178701039669566,0.0
DOCS,36249700,35740020,0.014260764263702147,6,0.014260764263702147,0.0,0.0
PG,0,0,0.0,0,0.0,-0.0,0.0
KO,0,0,0.0,0,0.0,-0.0,0.0
PEP,307099504,305486852,0.00527895714477427,3,0.00527895714477427,0.0,0.0
COST,226884277,226579016,0.0013472606836636629,11,0.0013472606836636629,0.0,0.0
WMT,922457972,918153536,0.004688144009936046,3,0.004688144009936046,0.0,0.0
PM,0,0,0.0,0,0.0,-0.0,0.0
MO,359306927,357403397,0.005325998622223504,3,0.005325998622223504,0.0,0.0
CL,0,0,0.0,0,0.0,-0.0,0.0
KMB,93360442,93044461,0.003396021607347481,3,0.003396021607347481,0.0,0.0
GIS,0,0,0.0,0,0.0,-0.0,0.0
HSY,39085120,38893449,0.004928104987552017,3,0.004928104987552017,0.0,0.0
EL,0,0,0.0,0,0.0,-0.0,0.0
MDLZ,0,0,0.0,0,0.0,-0.0,0.0
CAG,131396281,131511802,-0.0008784078557451444,3,0.0,0.0008784078557451444,0.0
CPB,0,0,0.0,0,0.0,-0.0,0.0
SJM,0,0,0.0,0,0.0,-0.0,0.0
HRL,89950118,90411970,-0.005108305902415355,3,0.0,0.005108305902415355,0.0
TSN,74972215,74925334,0.0006257029164527982,3,0.0006257029164527982,0.0,0.0
KHC,240868385,240252102,0.002565151334243061,3,0.002565151334243061,0.0,0.0
MKC,67008370,66694118,0.004711839805723197,3,0.004711839805723197,0.0,0.0
CHD,65833729,65963492,-0.001967194217067829,3,0.0,0.001967194217067829,0.0
CLX,0,0,0.0,0,0.0,-0.0,0.0
KR,170935800,170067271,0.0051069732282585985,3,0.0051069732282585985,0.0,0.0
BJ,0,0,0.0,0,0.0,-0.0,0.0
SFM,0,0,0.0,0,0.0,-0.0,0.0
HD,217707819,216382071,0.006126884699241094,3,0.006126884699241094,0.0,0.0
LOW,0,0,0.0,0,0.0,-0.0,0.0
NKE,267834882,266132540,0.006396594719307906,3,0.006396594719307906,0.0,0.0
MCD,0,0,0.0,0,0.0,-0.0,0.0
SBUX,241073855,240102082,0.004047332667444342,3,0.004047332667444342,0.0,0.0
CMG,309888807,291227925,0.06407655447189688,3,0.06407655447189688,0.0,0.0
MAR,0,0,0.0,0,0.0,-0.0,0.0
BKNG,13877620,13854461,0.001671591554518072,3,0.001671591554518072,0.0,0.0
TJX,0,0,0.0,0,0.0,-0.0,0.0
ROST,103129299,103162241,-0.00031932226055461513,10,0.0,0.00031932226055461513,0.0
EBAY,118986656,118517823,0.0039558016518747565,3,0.0039558016518747565,0.0,0.0
ETSY,91143185,91239234,-0.00105271598400311,3,0.0,0.00105271598400311,0.0
ULTA,11850606,11827172,0.0019813696799201026,3,0.0019813696799201026,0.0,0.0
TGT,128393707,128107208,0.0022364003124632926,3,0.0022364003124632926,0.0,0.0
BBY,60774924,60467019,0.005092114760941001,4,0.005092114760941001,0.0,0.0
ANF,14665810,14571113,0.0064989544724551925,3,0.0064989544724551925,0.0,0.0
URBN,19040679,19249301,-0.010837900035954553,3,0.0,0.010837900035954553,0.0
WSM,0,0,0.0,0,0.0,-0.0,0.0
RH,3232453,3241670,-0.002843287564742864,3,0.0,0.002843287564742864,0.0
BOOT,79023931,79055815,-0.00040330999054275765,4,0.0,0.00040330999054275765,0.0
DRVN,0,0,0.0,0,0.0,-0.0,0.0
F,0,0,0.0,0,0.0,-0.0,0.0
GM,0,0,0.0,0,0.0,-0.0,0.0
RIVN,253803785,254068019,-0.0010400128321542115,3,0.0,0.0010400128321542115,0.0
HOG,0,0,0.0,0,0.0,-0.0,0.0
POOL,21778592,21805703,-0.0012432985994535466,6,0.0,0.0012432985994535466,0.0
LVS,82722149,84383781,-0.01969136699385395,3,0.0,0.01969136699385395,0.0
MGM,52860217,52655090,0.0038956727640195848,3,0.0038956727640195848,0.0,0.0
WYNN,19326115,19381377,-0.002851293796101278,3,0.0,0.002851293796101278,0.0
CZR,0,0,0.0,0,0.0,-0.0,0.0
PENN,90163696,91241310,-0.011810593249921553,22,0.0,0.011810593249921553,0.0
DKNG,0,0,0.0,0,0.0,-0.0,0.0
DIS,0,0,0.0,0,0.0,-0.0,0.0
WBD,0,0,0.0,0,0.0,-0.0,0.0
CNK,0,0,0.0,0,0.0,-0.0,0.0
IMAX,7815111,7799732,0.0019717344134388207,5,0.0019717344134388207,0.0,0.0
LMT,71941329,71958698,-0.00024137457295294587,3,0.0,0.00024137457295294587,0.0
BA,145929570,142469549,0.0242860388362709,3,0.0242860388362709,0.0,0.0
RTX,312663173,310452223,0.0071217077418060555,3,0.0071217077418060555,0.0,0.0
GD,50975235,50446466,0.010481784789443923,3,0.010481784789443923,0.0,0.0
NOC,37230320,37021185,0.005649062827135328,3,0.005649062827135328,0.0,0.0
HII,0,0,0.0,0,0.0,-0.0,0.0
TXT,45617943,45960274,-0.007448410773182075,3,0.0,0.007448410773182075,0.0
KTOS,0,0,0.0,0,0.0,-0.0,0.0
RKLB,59940415,54329946,0.10326660365169514,2,0.10326660365169514,0.0,0.0
CAT,117986716,117544552,0.003761671574536266,3,0.003761671574536266,0.0,0.0
DE,49431537,49233205,0.004028419437653917,3,0.004028419437653917,0.0,0.0
HON,0,0,0.0,0,0.0,-0.0,0.0
UPS,155956580,154738148,0.007874153954589142,3,0.007874153954589142,0.0,0.0
FDX,47725903,47820165,-0.0019711768037605055,3,0.0,0.0019711768037605055,0.0
WM,0,0,0.0,0,0.0,-0.0,0.0
GE,217711426,217012062,0.0032226964416383454,3,0.0032226964416383454,0.0,0.0
PH,29297958,29264352,0.0011483596151385823,3,0.0011483596151385823,0.0,0.0
ETN,83577395,83302167,0.003303971672189512,3,0.003303971672189512,0.0,0.0
ITW,0,0,0.0,0,0.0,-0.0,0.0
EMR,117733766,117155524,0.004935678491779867,3,0.004935678491779867,0.0,0.0
ROK,28267224,28152755,0.0040659963829472465,3,0.0040659963829472465,0.0,0.0
CSX,409841679,408034961,0.004427850975250133,3,0.004427850975250133,0.0,0.0
UNP,128460747,127801369,0.005159397001451526,3,0.005159397001451526,0.0,0.0
NSC,315183450,313540360,0.005240441772791229,3,0.005240441772791229,0.0,0.0
MMM,0,0,0.0,0,0.0,-0.0,0.0
DOV,33256013,33135672,0.0036317657900524847,3,0.0036317657900524847,0.0,0.0
IR,95122902,95300509,-0.0018636521658032278,3,0.0,0.0018636521658032278,0.0
XYL,64681318,64528811,0.002363393926474176,3,0.002363393926474176,0.0,0.0
GNRC,0,0,0.0,0,0.0,-0.0,0.0
FAST,289249916,289002619,0.0008556912074212034,10,0.0008556912074212034,0.0,0.0
GWW,0,0,0.0,0,0.0,-0.0,0.0
MSC,0,0,0.0,0,0.0,-0.0,0.0
WSO,8525453,8552999,-0.0032206247188851537,3,0.0,0.0032206247188851537,0.0
PWR,0,0,0.0,0,0.0,-0.0,0.0
PRIM,79686153,76696081,0.038985981565342304,18,0.038985981565342304,0.0,0.0
MTZ,13598860,13673298,-0.005444041371730507,3,0.0,0.005444041371730507,0.0
STRL,6717257,7012163,-0.0420563526546659,3,0.0,0.0420563526546659,0.0
VMC,0,0,0.0,0,0.0,-0.0,0.0
MLM,0,0,0.0,0,0.0,-0.0,0.0
EXP,0,0,0.0,0,0.0,-0.0,0.0
MAS,54820743,55149108,-0.005954130754027789,3,0.0,0.005954130754027789,0.0
TREX,27446193,27255898,0.006981791610755221,5,0.006981791610755221,0.0,0.0
NVR,760025,768398,-0.010896696763916617,3,0.0,0.010896696763916617,0.0
PHM,0,0,0.0,0,0.0,-0.0,0.0
DHI,0,0,0.0,0,0.0,-0.0,0.0
LEN,60950836,62098158,-0.018475942555333122,3,0.0,0.018475942555333122,0.0
TOL,25249343,25545015,-0.011574547910815476,3,0.0,0.011574547910815476,0.0
KBH,19727431,20039596,-0.015577409843990867,3,0.0,0.015577409843990867,0.0
TMHC,28970131,29249433,-0.009548971427924774,3,0.0,0.009548971427924774,0.0
SKY,8494640,8586483,-0.010696230342504609,2,0.0,0.010696230342504609,0.0
CHRW,0,0,0.0,0,0.0,-0.0,0.0
EXPD,0,0,0.0,0,0.0,-0.0,0.0
XPO,24992797,25155669,-0.006474564441120607,3,0.0,0.006474564441120607,0.0
ODFL,0,0,0.0,0,0.0,-0.0,0.0
SAIA,6361526,6395144,-0.005256801097832981,3,0.0,0.005256801097832981,0.0
JBHT,0,0,0.0,0,0.0,-0.0,0.0
KNX,0,0,0.0,0,0.0,-0.0,0.0
WERN,19144487,19054007,0.004748607471383841,3,0.004748607471383841,0.0,0.0
ARCB,7031202,7024394,0.0009691939261949144,3,0.0009691939261949144,0.0,0.0
MATX,10288173,10266657,0.0020957162589536203,3,0.0020957162589536203,0.0,0.0
ZIM,4837540,4810870,0.005543695838798388,3,0.005543695838798388,0.0,0.0
XOM,938280811,937992821,0.00030702793619781873,3,0.00030702793619781873,0.0,0.0
CVX,0,0,0.0,0,0.0,-0.0,0.0
COP,282507410,282099106,0.0014473778587586166,3,0.0014473778587586166,0.0,0.0
EOG,125381768,124935427,0.0035725735343266566,3,0.0035725735343266566,0.0,0.0
SLB,270873095,84417217,2.0,2,1.0,0.0,0.0
PSX,106361285,106155805,0.0019356454411513342,3,0.0019356454411513342,0.0,0.0
VLO,82803144,83221429,-0.005026169401633322,3,0.0,0.005026169401633322,0.0
MPC,94626262,93231703,0.0149579912747062,2,0.0149579912747062,0.0,0.0
OXY,0,0,0.0,0,0.0,-0.0,0.0
HAL,225192434,228744317,-0.015527743143887593,3,0.0,0.015527743143887593,0.0
DVN,0,0,0.0,0,0.0,-0.0,0.0
FANG,48638614,48715704,-0.0015824465966867685,3,0.0,0.0015824465966867685,0.0
APA,99692420,100390863,-0.006957236735777438,3,0.0,0.006957236735777438,0.0
KMI,0,0,0.0,0,0.0,-0.0,0.0
WMB,0,0,0.0,0,0.0,-0.0,0.0
OKE,0,0,0.0,0,0.0,-0.0,0.0
EPD,0,0,0.0,0,0.0,-0.0,0.0
ET,0,0,0.0,0,0.0,-0.0,0.0
MPLX,91980,91980,0.0,1,0.0,-0.0,0.0
NEE,489702492,487468316,0.004583223004795249,3,0.004583223004795249,0.0,0.0
VST,86004501,85614344,0.0045571452372513655,3,0.0045571452372513655,0.0,0.0
CEG,78542570,78336858,0.002625992479810717,3,0.002625992479810717,0.0,0.0
NRG,54671785,55417126,-0.013449650925600147,3,0.0,0.013449650925600147,0.0
AES,187490869,186298658,0.006399461020272084,3,0.006399461020272084,0.0,0.0
CWEN,51441806,51889339,-0.008624758160823748,6,0.0,0.008624758160823748,0.0
ENPH,87928942,87682066,0.002815581466796186,3,0.002815581466796186,0.0,0.0
SEDG,18416649,18241067,0.009625643061340654,3,0.009625643061340654,0.0,0.0
FSLR,30024453,30302329,-0.009170120224092346,3,0.0,0.009170120224092346,0.0
ARRY,45127030,44142544,0.022302430054778898,4,0.022302430054778898,0.0,0.0
BE,58247083,58201526,0.0007827457994829895,3,0.0007827457994829895,0.0,0.0
PLUG,224210930,204243591,0.09776237727821775,3,0.09776237727821775,0.0,0.0
DUK,0,0,0.0,0,0.0,-0.0,0.0
SO,0,0,0.0,0,0.0,-0.0,0.0
D,216991149,216050311,0.004354717175112051,3,0.004354717175112051,0.0,0.0
EXC,298284655,297689100,0.0020005939082082614,3,0.0020005939082082614,0.0,0.0
AEP,0,0,0.0,0,0.0,-0.0,0.0
SRE,177906223,176897747,0.005700897931730018,3,0.005700897931730018,0.0,0.0
PEG,0,0,0.0,0,0.0,-0.0,0.0
EIX,0,0,0.0,0,0.0,-0.0,0.0
PCG,609268375,606548568,0.004484071257423197,3,0.004484071257423197,0.0,0.0
PPL,187687619,186927952,0.004063956149265467,3,0.004063956149265467,0.0,0.0
WEC,127754606,126934979,0.00645706176860832,3,0.00645706176860832,0.0,0.0
ES,113233373,112535544,0.006200965270137229,3,0.006200965270137229,0.0,0.0
CNP,189851110,189131307,0.003805837391056574,3,0.003805837391056574,0.0,0.0
CMS,121027404,119525413,0.012566289982198178,3,0.012566289982198178,0.0,0.0
NI,132041814,131009184,0.00788211916501976,3,0.00788211916501976,0.0,0.0
PNW,43469913,43481168,-0.00025884769240789484,3,0.0,0.00025884769240789484,0.0
LIN,100268679,99913879,0.0035510582068383114,3,0.0035510582068383114,0.0,0.0
APD,0,0,0.0,0,0.0,-0.0,0.0
NEM,303318116,302680120,0.0021078226082373694,3,0.0021078226082373694,0.0,0.0
FCX,303539777,301967008,0.005208413364151358,3,0.005208413364151358,0.0,0.0
ECL,58169146,58031568,0.0023707441439459295,3,0.0023707441439459295,0.0,0.0
SHW,0,0,0.0,0,0.0,-0.0,0.0
DD,98633446,98713656,-0.00081255221668621,3,0.0,0.00081255221668621,0.0
DOW,171174399,171436469,-0.0015286712420564377,3,0.0,0.0015286712420564377,0.0
PPG,0,0,0.0,0,0.0,-0.0,0.0
RPM,0,0,0.0,0,0.0,-0.0,0.0
EMN,25555723,26620769,-0.040008085416315356,3,0.0,0.040008085416315356,0.0
CE,0,0,0.0,0,0.0,-0.0,0.0
OLN,27734998,27961399,-0.008096912461354312,3,0.0,0.008096912461354312,0.0
AA,53307077,53379065,-0.0013486186016933791,3,0.0,0.0013486186016933791,0.0
NUE,60923251,60779213,0.0023698562862273322,3,0.0023698562862273322,0.0,0.0
STLD,36717036,36854943,-0.0037418861290872164,3,0.0,0.0037418861290872164,0.0
CMC,32283941,32439026,-0.004780815552230206,3,0.0,0.004780815552230206,0.0
ATI,43838749,44166472,-0.007420176101002589,3,0.0,0.007420176101002589,0.0
RS,15180000,15259286,-0.00519591807899793,3,0.0,0.00519591807899793,0.0
ALB,35545429,35619930,-0.0020915538014813616,3,0.0,0.0020915538014813616,0.0
MP,33148855,32689642,0.01404766072384641,3,0.01404766072384641,0.0,0.0
AVY,25846018,25769833,0.002956363745158923,6,0.002956363745158923,0.0,0.0
PKG,0,0,0.0,0,0.0,-0.0,0.0
