,equity
2019-11-13 05:00:00,127888.64439580665
2019-11-14 05:00:00,128446.73846099601
2019-11-15 05:00:00,129078.54335401283
2019-11-18 05:00:00,130245.31455358183
2019-11-19 05:00:00,129940.97255834258
2019-11-20 05:00:00,130006.08315588819
2019-11-21 05:00:00,131445.14349714338
2019-11-22 05:00:00,131078.0664412123
2019-11-25 05:00:00,133542.89090494977
2019-11-26 05:00:00,133514.30656518042
2019-11-27 05:00:00,133664.9374770075
2019-11-29 05:00:00,132874.31660546362
2019-12-02 05:00:00,130132.48457802832
2019-12-03 05:00:00,127680.40030336344
2019-12-04 05:00:00,128998.86833670866
2019-12-05 05:00:00,127463.46311941896
2019-12-06 05:00:00,128585.90192404542
2019-12-09 05:00:00,128537.51468840394
2019-12-10 05:00:00,128425.33887282167
2019-12-11 05:00:00,129406.25046721254
2019-12-12 05:00:00,128950.98500815187
2019-12-13 05:00:00,131155.98043432986
2019-12-16 05:00:00,134216.80038443362
2019-12-17 05:00:00,134562.42759886538
2019-12-18 05:00:00,135449.59128024636
2019-12-19 05:00:00,136561.58781888543
2019-12-20 05:00:00,137464.82097735215
2019-12-23 05:00:00,137538.44213785935
2019-12-24 05:00:00,137874.8192499552
2019-12-26 05:00:00,138313.06756576776
2019-12-27 05:00:00,137973.98592027902
2019-12-30 05:00:00,136279.06095394373
2019-12-31 05:00:00,137190.46469578028
2020-01-02 05:00:00,139953.12062343836
2020-01-03 05:00:00,139071.34372600794
2020-01-06 05:00:00,140026.8246830392
2020-01-07 05:00:00,140758.36006483316
2020-01-08 05:00:00,143141.34926971674
2020-01-09 05:00:00,144235.61780056238
2020-01-10 05:00:00,144134.35884699106
2020-01-13 05:00:00,147460.75080114714
2020-01-14 05:00:00,146126.61381965986
2020-01-15 05:00:00,145094.35494046225
2020-01-16 05:00:00,146813.66358492768
2020-01-17 05:00:00,148148.36276076233
2020-01-21 05:00:00,148399.7973396579
2020-01-22 05:00:00,148895.7975694934
2020-01-23 05:00:00,149772.46599839127
2020-01-24 05:00:00,148913.82082055009
2020-01-27 05:00:00,144326.35811906675
2020-01-28 05:00:00,147024.03106218198
2020-01-29 05:00:00,147396.4312697015
2020-01-30 05:00:00,148908.01842408994
2020-01-31 05:00:00,145453.5280557795
2020-02-03 05:00:00,141600.48179258467
2020-02-04 05:00:00,148599.8141499913
2020-02-05 05:00:00,143982.92339120054
2020-02-06 05:00:00,144512.6691849433
2020-02-07 05:00:00,144106.2052044865
2020-02-10 05:00:00,145011.03145647014
2020-02-11 05:00:00,144448.74853433098
2020-02-12 05:00:00,145233.55308164086
2020-02-13 05:00:00,144615.44568026986
2020-02-14 05:00:00,145394.51009143319
2020-02-18 05:00:00,145271.33215203637
2020-02-19 05:00:00,145967.8589226281
2020-02-20 05:00:00,145226.62241521233
2020-02-21 05:00:00,143512.0783602273
2020-02-24 05:00:00,136505.42743742795
2020-02-25 05:00:00,131060.3536760737
2020-02-26 05:00:00,133199.53939677562
2020-02-27 05:00:00,124515.67160212305
2020-02-28 05:00:00,123739.5257220873
2020-03-02 05:00:00,124158.45108019582
2020-03-03 05:00:00,123270.66226183645
2020-03-04 05:00:00,124903.28218624441
2020-03-05 05:00:00,123826.98559984533
2020-03-06 05:00:00,123821.67206606237
2020-03-09 04:00:00,129737.170357078
2020-03-10 04:00:00,128807.63523516027
2020-03-11 04:00:00,133025.58972197288
2020-03-12 04:00:00,147490.57430790365
2020-03-13 04:00:00,141502.23608349264
2020-03-16 04:00:00,156496.69796212614
2020-03-17 04:00:00,149038.9297622055
2020-03-18 04:00:00,151268.80434746487
2020-03-19 04:00:00,154683.13189072354
2020-03-20 04:00:00,161942.08824766858
2020-03-23 04:00:00,167929.18127083906
2020-03-24 04:00:00,158226.27794256163
2020-03-25 04:00:00,158505.67716497136
2020-03-26 04:00:00,147080.83452208235
2020-03-27 04:00:00,156801.34487135604
2020-03-30 04:00:00,151056.29129393294
2020-03-31 04:00:00,152550.25782701094
2020-04-01 04:00:00,161191.6242439421
2020-04-02 04:00:00,158151.97185060102
2020-04-03 04:00:00,161429.32599565107
2020-04-06 04:00:00,157364.28862357436
2020-04-07 04:00:00,154296.3307728797
2020-04-08 04:00:00,147770.967523141
2020-04-09 04:00:00,139981.50169664447
2020-04-13 04:00:00,145360.03176218097
2020-04-14 04:00:00,146160.35270601336
2020-04-15 04:00:00,153947.6705408675
2020-04-16 04:00:00,157755.6720743758
2020-04-17 04:00:00,146205.03202920977
2020-04-20 04:00:00,147307.1263671409
2020-04-21 04:00:00,152180.3697429191
2020-04-22 04:00:00,150126.63588437458
2020-04-23 04:00:00,148849.8451185909
2020-04-24 04:00:00,145338.00313098103
2020-04-27 04:00:00,140242.65182545123
2020-04-28 04:00:00,137396.68245568805
2020-04-29 04:00:00,128563.71094825625
2020-04-30 04:00:00,134840.73141982913
2020-05-01 04:00:00,139658.85477112522
2020-05-04 04:00:00,141038.11828718128
2020-05-05 04:00:00,141054.45061216297
2020-05-06 04:00:00,141294.81883535328
2020-05-07 04:00:00,138733.3113625728
2020-05-08 04:00:00,135660.07271511186
2020-05-11 04:00:00,138568.4334481441
2020-05-12 04:00:00,142725.78084690202
2020-05-13 04:00:00,148674.91664558518
2020-05-14 04:00:00,147740.9803147899
2020-05-15 04:00:00,148319.47644477952
2020-05-18 04:00:00,140218.69664438462
2020-05-19 04:00:00,143200.80900443482
2020-05-20 04:00:00,140607.9904538901
2020-05-21 04:00:00,140373.4042994089
2020-05-22 04:00:00,140724.85330453585
2020-05-26 04:00:00,137954.62459844514
2020-05-27 04:00:00,133771.1172632112
2020-05-28 04:00:00,139955.012082869
2020-05-29 04:00:00,141139.78088802876
2020-06-01 04:00:00,139904.31653740467
2020-06-02 04:00:00,134838.89870941592
2020-06-03 04:00:00,132227.8755612389
2020-06-04 04:00:00,129419.19010419233
2020-06-05 04:00:00,130962.2046547791
2020-06-08 04:00:00,131083.8724514252
2020-06-09 04:00:00,132385.94955027165
2020-06-10 04:00:00,135742.89322261323
2020-06-11 04:00:00,128453.95830373277
2020-06-12 04:00:00,128796.52772550096
2020-06-15 04:00:00,132083.39621715058
2020-06-16 04:00:00,133069.4325941037
2020-06-17 04:00:00,134147.397451682
2020-06-18 04:00:00,137969.81335440124
2020-06-19 04:00:00,141172.82411756957
2020-06-22 04:00:00,141020.563615708
2020-06-23 04:00:00,140117.27416410888
2020-06-24 04:00:00,148839.35496321166
2020-06-25 04:00:00,142233.09295454467
2020-06-26 04:00:00,153550.57315245116
2020-06-29 04:00:00,150539.91240301574
2020-06-30 04:00:00,146837.40381422485
2020-07-01 04:00:00,152249.67340651
2020-07-02 04:00:00,152331.51769297087
2020-07-06 04:00:00,149703.05418288626
2020-07-07 04:00:00,154432.4443529836
2020-07-08 04:00:00,154324.56269106892
2020-07-09 04:00:00,159964.2284780572
2020-07-10 04:00:00,159440.5226327203
2020-07-13 04:00:00,158380.0625497125
2020-07-14 04:00:00,157997.62799894903
2020-07-15 04:00:00,157809.47789824102
2020-07-16 04:00:00,157404.42945158575
2020-07-17 04:00:00,157950.9366699085
2020-07-20 04:00:00,158336.89320133397
2020-07-21 04:00:00,156580.35031454847
2020-07-22 04:00:00,157379.90251105116
2020-07-23 04:00:00,154968.1687769203
2020-07-24 04:00:00,153607.833014553
2020-07-27 04:00:00,155955.88202769082
2020-07-28 04:00:00,155841.92001253885
2020-07-29 04:00:00,158058.35919863504
2020-07-30 04:00:00,157481.34049662325
2020-07-31 04:00:00,158456.218706691
2020-08-03 04:00:00,160674.97960337374
2020-08-04 04:00:00,161551.29105283663
2020-08-05 04:00:00,162554.575133342
2020-08-06 04:00:00,162512.4648730346
2020-08-07 04:00:00,159659.6635733952
2020-08-10 04:00:00,159840.2947150578
2020-08-11 04:00:00,156094.51869035859
2020-08-12 04:00:00,162476.4050963034
2020-08-13 04:00:00,164133.69182420868
2020-08-14 04:00:00,165039.02720094819
2020-08-17 04:00:00,170162.44316788786
2020-08-18 04:00:00,170242.95876618498
2020-08-19 04:00:00,170248.31325455778
2020-08-20 04:00:00,172814.11447640532
2020-08-21 04:00:00,174386.5290004837
2020-08-24 04:00:00,176925.6938049423
2020-08-25 04:00:00,177112.41945266267
2020-08-26 04:00:00,179167.90273665925
2020-08-27 04:00:00,177897.55268668671
2020-08-28 04:00:00,179893.60051498457
2020-08-31 04:00:00,181177.55377349898
2020-09-01 04:00:00,185228.6780309899
2020-09-02 04:00:00,186778.91722967458
2020-09-03 04:00:00,178402.20222633943
2020-09-04 04:00:00,177185.74900790252
2020-09-08 04:00:00,171598.81704796542
2020-09-09 04:00:00,174958.7346283182
2020-09-10 04:00:00,171964.1311126932
2020-09-11 04:00:00,170798.72119295443
2020-09-14 04:00:00,173188.3794342264
2020-09-15 04:00:00,175454.35986482943
2020-09-16 04:00:00,173831.91154049622
2020-09-17 04:00:00,173258.26162289368
2020-09-18 04:00:00,170839.88990526617
2020-09-21 04:00:00,170081.48821724733
2020-09-22 04:00:00,170489.2685215712
2020-09-23 04:00:00,170028.2685215712
2020-09-24 04:00:00,169982.62258970932
2020-09-25 04:00:00,170704.01139510347
2020-09-28 04:00:00,172796.4073435135
2020-09-29 04:00:00,173863.26263678743
2020-09-30 04:00:00,175050.3617311783
2020-10-01 04:00:00,178733.4832483597
2020-10-02 04:00:00,178054.69574225618
2020-10-05 04:00:00,179965.8318313185
2020-10-06 04:00:00,179093.9731620375
2020-10-07 04:00:00,180008.89645394575
2020-10-08 04:00:00,179129.55358812277
2020-10-09 04:00:00,179354.60304736558
2020-10-12 04:00:00,179727.3098944134
2020-10-13 04:00:00,179804.66320734684
2020-10-14 04:00:00,180611.03962269583
2020-10-15 04:00:00,180581.9846719817
2020-10-16 04:00:00,179067.666139038
2020-10-19 04:00:00,176542.72986164846
2020-10-20 04:00:00,177714.56986275472
2020-10-21 04:00:00,177581.69642487325
2020-10-22 04:00:00,177057.30025780658
2020-10-23 04:00:00,179506.23537743549
2020-10-26 04:00:00,174209.96126473407
2020-10-27 04:00:00,174651.9389223467
2020-10-28 04:00:00,169530.03856959837
2020-10-29 04:00:00,169213.60444971238
2020-10-30 04:00:00,165461.25866150114
2020-11-02 05:00:00,168126.92717001057
2020-11-03 05:00:00,168084.93737051106
2020-11-04 05:00:00,167795.38300344563
2020-11-05 05:00:00,166128.83898565389
2020-11-06 05:00:00,168293.06447336293
2020-11-09 05:00:00,160533.6511009511
2020-11-10 05:00:00,159654.48383895005
2020-11-11 05:00:00,159554.85078993882
2020-11-12 05:00:00,160537.39951262565
2020-11-13 05:00:00,162851.31191927238
2020-11-16 05:00:00,167047.1421194677
2020-11-17 05:00:00,168582.12375170036
2020-11-18 05:00:00,164522.45701700493
2020-11-19 05:00:00,166351.13282305046
2020-11-20 05:00:00,165427.76551729484
2020-11-23 05:00:00,169978.1035675286
2020-11-24 05:00:00,174582.9330438851
2020-11-25 05:00:00,175545.11822931754
2020-11-27 05:00:00,176847.09108679282
2020-11-30 05:00:00,170398.25640583644
2020-12-01 05:00:00,171157.40236569056
2020-12-02 05:00:00,170728.20534505337
2020-12-03 05:00:00,171081.95200280639
2020-12-04 05:00:00,172033.35896996947
2020-12-07 05:00:00,175400.79481780596
2020-12-08 05:00:00,177892.26698482104
2020-12-09 05:00:00,171688.35346705027
2020-12-10 05:00:00,171463.1075446725
2020-12-11 05:00:00,171976.8578899026
2020-12-14 05:00:00,171178.16240447378
2020-12-15 05:00:00,174384.4784273467
2020-12-16 05:00:00,177898.29094832754
2020-12-17 05:00:00,180497.26564353323
2020-12-18 05:00:00,178831.55530530034
2020-12-21 05:00:00,180734.4767302805
2020-12-22 05:00:00,180095.6622717624
2020-12-23 05:00:00,181303.78571727328
2020-12-24 05:00:00,181345.7216441722
2020-12-28 05:00:00,181906.39665485336
2020-12-29 05:00:00,181770.5374534221
2020-12-30 05:00:00,182215.35886503366
2020-12-31 05:00:00,183164.18645863107
2021-01-04 05:00:00,182202.236782427
2021-01-05 05:00:00,183863.87411915796
2021-01-06 05:00:00,187823.3025800857
2021-01-07 05:00:00,191504.85510465235
2021-01-08 05:00:00,192964.54789945215
2021-01-11 05:00:00,193315.3123611831
2021-01-12 05:00:00,194776.90530001442
2021-01-13 05:00:00,195395.4495428733
2021-01-14 05:00:00,195668.4463499717
2021-01-15 05:00:00,194124.37819277565
2021-01-19 05:00:00,196157.43009542458
2021-01-20 05:00:00,197696.0687444114
2021-01-21 05:00:00,198747.11632322305
2021-01-22 05:00:00,197550.94693159097
2021-01-25 05:00:00,196531.35598211092
2021-01-26 05:00:00,192436.46725301546
2021-01-27 05:00:00,186886.22023267444
2021-01-28 05:00:00,190791.86211270984
2021-01-29 05:00:00,187318.94133190459
2021-02-01 05:00:00,191607.48221401518
2021-02-02 05:00:00,197446.11310009306
2021-02-03 05:00:00,195634.873565715
2021-02-04 05:00:00,198653.78370479887
2021-02-05 05:00:00,200104.1278210098
2021-02-08 05:00:00,205114.61549572294
2021-02-09 05:00:00,206201.83586036987
2021-02-10 05:00:00,206188.07545769043
2021-02-11 05:00:00,206829.60941994019
2021-02-12 05:00:00,204134.92473071988
2021-02-16 05:00:00,204668.55522432076
2021-02-17 05:00:00,203761.78968779885
2021-02-18 05:00:00,203525.60397806895
2021-02-19 05:00:00,203143.37543192637
2021-02-22 05:00:00,204412.4484911127
2021-02-23 05:00:00,204561.09685298486
2021-02-24 05:00:00,205311.37885829492
2021-02-25 05:00:00,202393.16229123253
2021-02-26 05:00:00,202518.6548621096
2021-03-01 05:00:00,206736.84664982933
2021-03-02 05:00:00,206070.1143919863
2021-03-03 05:00:00,204684.57538832183
2021-03-04 05:00:00,202133.12331045623
2021-03-05 05:00:00,206207.07380288784
2021-03-08 05:00:00,207943.70175546352
2021-03-09 05:00:00,209014.42331343552
2021-03-10 05:00:00,210194.18310725875
2021-03-11 05:00:00,212702.45641505142
2021-03-12 05:00:00,212383.1739958467
2021-03-15 04:00:00,213492.4350393953
2021-03-16 04:00:00,211470.23493946547
2021-03-17 04:00:00,213145.12096457352
2021-03-18 04:00:00,209564.0314965712
2021-03-19 04:00:00,210581.62194113602
2021-03-22 04:00:00,211016.92122323668
2021-03-23 04:00:00,209931.4409280554
2021-03-24 04:00:00,209320.4976027609
2021-03-25 04:00:00,209127.69966201822
2021-03-26 04:00:00,209313.35942977946
2021-03-29 04:00:00,209229.6086782841
2021-03-30 04:00:00,209583.74684169333
2021-03-31 04:00:00,209063.58098523656
2021-04-01 04:00:00,210393.23562734167
2021-04-05 04:00:00,212652.68774716894
2021-04-06 04:00:00,212045.81043736974
2021-04-07 04:00:00,211202.14789693395
2021-04-08 04:00:00,210924.23792569677
2021-04-09 04:00:00,212914.48867909948
2021-04-12 04:00:00,212874.74120077744
2021-04-13 04:00:00,212401.15102133408
2021-04-14 04:00:00,212196.6441510643
2021-04-15 04:00:00,213931.95497069016
2021-04-16 04:00:00,214735.9029286827
2021-04-19 04:00:00,214000.4427797264
2021-04-20 04:00:00,212010.12637649383
2021-04-21 04:00:00,213152.2166557439
2021-04-22 04:00:00,211030.8755302556
2021-04-23 04:00:00,212318.75741769152
2021-04-26 04:00:00,212566.15359689074
2021-04-27 04:00:00,212911.53868867236
2021-04-28 04:00:00,213286.7803740862
2021-04-29 04:00:00,214219.7774443987
2021-04-30 04:00:00,212763.1623473528
2021-05-03 04:00:00,212618.17949277497
2021-05-04 04:00:00,211866.01249403806
2021-05-05 04:00:00,211201.62134260984
2021-05-06 04:00:00,212768.93708400527
2021-05-07 04:00:00,214575.93742732803
2021-05-10 04:00:00,215021.15749721328
2021-05-11 04:00:00,211724.6362722377
2021-05-12 04:00:00,206537.80207329398
2021-05-13 04:00:00,210397.18240624075
2021-05-14 04:00:00,212856.4122531951
2021-05-17 04:00:00,212230.95115755682
2021-05-18 04:00:00,210767.13079928045
2021-05-19 04:00:00,210185.294657862
2021-05-20 04:00:00,210969.5478746741
2021-05-21 04:00:00,210388.89766715458
2021-05-24 04:00:00,211411.897926554
2021-05-25 04:00:00,210967.73104452065
2021-05-26 04:00:00,212203.1010815995
2021-05-27 04:00:00,212394.06004899912
2021-05-28 04:00:00,212470.55895608835
2021-06-01 04:00:00,212489.71922868662
2021-06-02 04:00:00,212503.4713880036
2021-06-03 04:00:00,212101.84084334114
2021-06-04 04:00:00,212297.89567977074
2021-06-07 04:00:00,211587.07770568016
2021-06-08 04:00:00,211406.3268683541
2021-06-09 04:00:00,209092.9116137612
2021-06-10 04:00:00,207591.0881995575
2021-06-11 04:00:00,209722.54660982057
2021-06-14 04:00:00,208703.11634820863
2021-06-15 04:00:00,209034.6877269165
2021-06-16 04:00:00,209346.3899459259
2021-06-17 04:00:00,208825.82309299306
2021-06-18 04:00:00,204704.33989214734
2021-06-21 04:00:00,207821.1197955592
2021-06-22 04:00:00,209871.82505488233
2021-06-23 04:00:00,211110.41113352613
2021-06-24 04:00:00,210133.89621043042
2021-06-25 04:00:00,210789.86801409558
2021-06-28 04:00:00,211244.6500712016
2021-06-29 04:00:00,211773.94331651716
2021-06-30 04:00:00,212379.60924058943
2021-07-01 04:00:00,214753.1088278697
2021-07-02 04:00:00,214449.95766667585
2021-07-06 04:00:00,210924.81912779016
2021-07-07 04:00:00,209281.75496839685
2021-07-08 04:00:00,206553.82943552383
2021-07-09 04:00:00,207113.98974436172
2021-07-12 04:00:00,207784.8894792212
2021-07-13 04:00:00,207261.6681791571
2021-07-14 04:00:00,206988.7943083075
2021-07-15 04:00:00,205374.8145299956
2021-07-16 04:00:00,205276.12693844287
2021-07-19 04:00:00,204090.3756031539
2021-07-20 04:00:00,206433.68017621298
2021-07-21 04:00:00,207004.954587364
2021-07-22 04:00:00,209646.5969976423
2021-07-23 04:00:00,210545.4734167097
2021-07-26 04:00:00,209377.4100622175
2021-07-27 04:00:00,208359.43454818707
2021-07-28 04:00:00,208416.34388046246
2021-07-29 04:00:00,210081.35257619264
2021-07-30 04:00:00,208905.467129495
2021-08-02 04:00:00,209427.3294189237
2021-08-03 04:00:00,210407.9399464931
2021-08-04 04:00:00,208779.69963582416
2021-08-05 04:00:00,209576.42407353778
2021-08-06 04:00:00,212682.96888478656
2021-08-09 04:00:00,213696.9638138332
2021-08-10 04:00:00,214641.62309461017
2021-08-11 04:00:00,214872.24628925597
2021-08-12 04:00:00,216037.05194187438
2021-08-13 04:00:00,216115.47410869872
2021-08-16 04:00:00,211834.0116301112
2021-08-17 04:00:00,209075.1945181422
2021-08-18 04:00:00,208713.7806464749
2021-08-19 04:00:00,206711.2094567594
2021-08-20 04:00:00,209198.49106724828
2021-08-23 04:00:00,211274.44443352788
2021-08-24 04:00:00,213563.5663034639
2021-08-25 04:00:00,215417.5390331468
2021-08-26 04:00:00,214373.40819189162
2021-08-27 04:00:00,217384.0569088182
2021-08-30 04:00:00,216423.6726300859
2021-08-31 04:00:00,216825.9932363176
2021-09-01 04:00:00,216875.4151462068
2021-09-02 04:00:00,218481.07620940107
2021-09-03 04:00:00,218067.7652305116
2021-09-07 04:00:00,216068.62720314498
2021-09-08 04:00:00,213300.65639807595
2021-09-09 04:00:00,213257.27219518222
2021-09-10 04:00:00,214306.75472386874
2021-09-13 04:00:00,212922.88772501983
2021-09-14 04:00:00,215041.49851719738
2021-09-15 04:00:00,216582.87684909703
2021-09-16 04:00:00,216893.894850415
2021-09-17 04:00:00,215578.37372819782
2021-09-20 04:00:00,209830.1352495734
2021-09-21 04:00:00,211604.55275173823
2021-09-22 04:00:00,217542.2996203486
2021-09-23 04:00:00,220299.1007608954
2021-09-24 04:00:00,220786.94542548817
2021-09-27 04:00:00,222397.67642627686
2021-09-28 04:00:00,222173.8793376538
2021-09-29 04:00:00,222195.57873569458
2021-09-30 04:00:00,221743.01639209717
2021-10-01 04:00:00,223514.16690839626
2021-10-04 04:00:00,223697.19097402145
2021-10-05 04:00:00,223878.7208259349
2021-10-06 04:00:00,223476.77191045333
2021-10-07 04:00:00,224183.0247072177
2021-10-08 04:00:00,226064.13259448577
2021-10-11 04:00:00,226177.5841440158
2021-10-12 04:00:00,226680.89354266692
2021-10-13 04:00:00,226251.71300830413
2021-10-14 04:00:00,227162.9142259555
2021-10-15 04:00:00,227262.28453769255
2021-10-18 04:00:00,226212.1895975223
2021-10-19 04:00:00,227014.93257847932
2021-10-20 04:00:00,227546.4852387538
2021-10-21 04:00:00,229132.1712395778
2021-10-22 04:00:00,228617.54946681167
2021-10-25 04:00:00,229843.52382060196
2021-10-26 04:00:00,230529.43903514053
2021-10-27 04:00:00,229326.38234873916
2021-10-28 04:00:00,230714.58482905533
2021-10-29 04:00:00,230999.9339348903
2021-11-01 04:00:00,230041.3145919108
2021-11-02 04:00:00,230065.40461288783
2021-11-03 04:00:00,230757.81251465174
2021-11-04 04:00:00,231154.71302281477
2021-11-05 04:00:00,230747.0751567259
2021-11-08 05:00:00,231182.97978929427
2021-11-09 05:00:00,229740.947509326
2021-11-10 05:00:00,227563.5370339189
2021-11-11 05:00:00,228133.64688957075
2021-11-12 05:00:00,230052.09446800093
2021-11-15 05:00:00,229414.7686165605
2021-11-16 05:00:00,230993.0334175859
2021-11-17 05:00:00,230437.73880088667
2021-11-18 05:00:00,230557.75051963667
2021-11-19 05:00:00,234542.21544548776
2021-11-22 05:00:00,232328.84276863004
2021-11-23 05:00:00,233105.2268983908
2021-11-24 05:00:00,234300.46202298263
2021-11-26 05:00:00,231046.14702502728
2021-11-29 05:00:00,232843.27812282086
2021-11-30 05:00:00,231719.0457734251
2021-12-01 05:00:00,231184.27404952038
2021-12-02 05:00:00,231172.84992575634
2021-12-03 05:00:00,230701.23144959135
2021-12-06 05:00:00,231000.19178472014
2021-12-07 05:00:00,231000.11013425322
2021-12-08 05:00:00,231066.74941647978
2021-12-09 05:00:00,231153.97085202666
2021-12-10 05:00:00,231363.6907922122
2021-12-13 05:00:00,231580.26995480986
2021-12-14 05:00:00,231637.11013425322
2021-12-15 05:00:00,231645.48645346708
2021-12-16 05:00:00,231804.06640952177
2021-12-17 05:00:00,231558.2571794307
2021-12-20 05:00:00,231088.2244696848
2021-12-21 05:00:00,232824.95947820682
2021-12-22 05:00:00,234276.95724279422
2021-12-23 05:00:00,234679.51531391544
2021-12-27 05:00:00,236489.12639027042
2021-12-28 05:00:00,235982.10944919987
2021-12-29 05:00:00,236348.98428516788
2021-12-30 05:00:00,235811.48071842594
2021-12-31 05:00:00,235818.51313666173
2022-01-03 05:00:00,235874.30411626835
2022-01-04 05:00:00,233475.02139309736
2022-01-05 05:00:00,229932.45140085727
2022-01-06 05:00:00,229493.767742918
2022-01-07 05:00:00,229621.5975563422
2022-01-10 05:00:00,229696.92792956455
2022-01-11 05:00:00,231227.81279818638
2022-01-12 05:00:00,230722.8452955924
2022-01-13 05:00:00,228232.43130175694
2022-01-14 05:00:00,229663.74741093116
2022-01-18 05:00:00,225443.3649646421
2022-01-19 05:00:00,222862.11166605927
2022-01-20 05:00:00,223059.33880958916
2022-01-21 05:00:00,222282.44095573784
2022-01-24 05:00:00,219046.9101977598
2022-01-25 05:00:00,218723.99994995707
2022-01-26 05:00:00,218224.12960388773
2022-01-27 05:00:00,217988.1351607284
2022-01-28 05:00:00,218361.5141737899
2022-01-31 05:00:00,218264.98921363443
2022-02-01 05:00:00,217557.37164136118
2022-02-02 05:00:00,217952.87298413462
2022-02-03 05:00:00,217012.902326786
2022-02-04 05:00:00,217564.86233731455
2022-02-07 05:00:00,218285.53305264658
2022-02-08 05:00:00,219487.35227414317
2022-02-09 05:00:00,220531.42371579356
2022-02-10 05:00:00,219549.71295758433
2022-02-11 05:00:00,218525.2508222694
2022-02-14 05:00:00,217808.06253686568
2022-02-15 05:00:00,218516.26980341287
2022-02-16 05:00:00,217485.69181807656
2022-02-17 05:00:00,220753.34216864724
2022-02-18 05:00:00,222674.9290849996
2022-02-22 05:00:00,224437.06891654257
2022-02-23 05:00:00,227423.76086447958
2022-02-24 05:00:00,223922.51565641837
2022-02-25 05:00:00,221460.4291390844
2022-02-28 05:00:00,222953.5490807958
2022-03-01 05:00:00,225818.4138719545
2022-03-02 05:00:00,222789.17963142256
2022-03-03 05:00:00,224729.56779975753
2022-03-04 05:00:00,228374.40640774582
2022-03-07 05:00:00,236106.55853596542
2022-03-08 05:00:00,235486.4032892308
2022-03-09 05:00:00,228312.00686832474
2022-03-10 05:00:00,230387.75512310074
2022-03-11 05:00:00,231928.68921466873
2022-03-14 04:00:00,232241.64980234375
2022-03-15 04:00:00,230550.14842523803
2022-03-16 04:00:00,228452.4342280445
2022-03-17 04:00:00,227287.3062350498
2022-03-18 04:00:00,225093.96667873632
2022-03-21 04:00:00,225584.8103088072
2022-03-22 04:00:00,221294.69867245105
2022-03-23 04:00:00,224500.05678097156
2022-03-24 04:00:00,223426.38461223987
2022-03-25 04:00:00,225479.1645805016
2022-03-28 04:00:00,223069.30325104334
2022-03-29 04:00:00,215724.3191779319
2022-03-30 04:00:00,218954.73499274743
2022-03-31 04:00:00,222714.08221412194
2022-04-01 04:00:00,219895.77970862878
2022-04-04 04:00:00,214992.52765768944
2022-04-05 04:00:00,223661.6362392324
2022-04-06 04:00:00,230463.02954977928
2022-04-07 04:00:00,231464.49479689918
2022-04-08 04:00:00,234707.80230779015
2022-04-11 04:00:00,233789.78371854912
2022-04-12 04:00:00,236927.85841222893
2022-04-13 04:00:00,234886.3343338598
2022-04-14 04:00:00,240285.62722366845
2022-04-18 04:00:00,242365.1686458639
2022-04-19 04:00:00,239835.62752067315
2022-04-20 04:00:00,240906.9133336948
2022-04-21 04:00:00,239415.664729874
2022-04-22 04:00:00,238085.26720873147
2022-04-25 04:00:00,238456.05695815594
2022-04-26 04:00:00,237991.6566285661
2022-04-27 04:00:00,238132.05695815594
2022-04-28 04:00:00,237825.42030234844
2022-04-29 04:00:00,242303.73066039593
2022-05-02 04:00:00,239743.36631179668
2022-05-03 04:00:00,240035.903669127
2022-05-04 04:00:00,235332.52454240277
2022-05-05 04:00:00,244738.58250291302
2022-05-06 04:00:00,246367.50180489972
2022-05-09 04:00:00,252149.04447038128
2022-05-10 04:00:00,253119.58538300946
2022-05-11 04:00:00,257890.01452082684
2022-05-12 04:00:00,254898.74198550274
2022-05-13 04:00:00,247136.35300594952
2022-05-16 04:00:00,250780.19795938535
2022-05-17 04:00:00,247899.2502455029
2022-05-18 04:00:00,254408.34524065035
2022-05-19 04:00:00,252770.90636780375
2022-05-20 04:00:00,253359.6922969572
2022-05-23 04:00:00,252954.4725398771
2022-05-24 04:00:00,261771.40220639628
2022-05-25 04:00:00,256113.60317609232
2022-05-26 04:00:00,249683.66520688456
2022-05-27 04:00:00,241331.07353983654
2022-05-31 04:00:00,243451.46638007794
2022-06-01 04:00:00,245902.80884301008
2022-06-02 04:00:00,238140.58332953352
2022-06-03 04:00:00,242741.73369727033
2022-06-06 04:00:00,240764.1497510423
2022-06-07 04:00:00,240463.95612221112
2022-06-08 04:00:00,241607.99624815717
2022-06-09 04:00:00,245258.82605162397
2022-06-10 04:00:00,251050.6665362431
2022-06-13 04:00:00,258262.22525969282
2022-06-14 04:00:00,258837.8349207951
2022-06-15 04:00:00,255491.91428175702
2022-06-16 04:00:00,262605.365365894
2022-06-17 04:00:00,260768.0164164616
2022-06-21 04:00:00,255070.31560589376
2022-06-22 04:00:00,255939.32315895727
2022-06-23 04:00:00,250925.61205212446
2022-06-24 04:00:00,244348.61061267118
2022-06-27 04:00:00,248131.23926715116
2022-06-28 04:00:00,258004.79449481991
2022-06-29 04:00:00,259753.77432270077
2022-06-30 04:00:00,265393.693189812
2022-07-01 04:00:00,264012.0719778064
2022-07-05 04:00:00,254572.1132070544
2022-07-06 04:00:00,255987.77649135617
2022-07-07 04:00:00,245309.75981353878
2022-07-08 04:00:00,242419.77059613215
