,equity
2017-07-28 04:00:00,102905.9704792346
2017-07-31 04:00:00,102152.64985583677
2017-08-01 04:00:00,104693.41463134947
2017-08-02 04:00:00,103281.43817938
2017-08-03 04:00:00,103017.57814491421
2017-08-04 04:00:00,103233.61073625713
2017-08-07 04:00:00,105030.59807982355
2017-08-08 04:00:00,104880.00917737996
2017-08-09 04:00:00,105353.5327781192
2017-08-10 04:00:00,102743.52119202353
2017-08-11 04:00:00,103268.70284218527
2017-08-14 04:00:00,105486.63614983298
2017-08-15 04:00:00,105919.33206410147
2017-08-16 04:00:00,107444.09917736327
2017-08-17 04:00:00,106410.58667618796
2017-08-18 04:00:00,106738.65341364995
2017-08-21 04:00:00,106689.2994331464
2017-08-22 04:00:00,106954.2083222112
2017-08-23 04:00:00,106605.77560291569
2017-08-24 04:00:00,106499.52152592747
2017-08-25 04:00:00,106081.66200215428
2017-08-28 04:00:00,106065.74031407444
2017-08-29 04:00:00,106207.06168324559
2017-08-30 04:00:00,105679.79221581738
2017-08-31 04:00:00,105700.5223793916
2017-09-01 04:00:00,105486.23131799023
2017-09-05 04:00:00,105251.51837544149
2017-09-06 04:00:00,104539.38800320332
2017-09-07 04:00:00,104839.86653027241
2017-09-08 04:00:00,104840.19771465962
2017-09-11 04:00:00,104998.93886349385
2017-09-12 04:00:00,104168.2294599351
2017-09-13 04:00:00,103824.26890390483
2017-09-14 04:00:00,104731.93436674366
2017-09-15 04:00:00,103263.00787587033
2017-09-18 04:00:00,103467.3929624204
2017-09-19 04:00:00,104205.46162601751
2017-09-20 04:00:00,104048.57577154558
2017-09-21 04:00:00,103534.47749206942
2017-09-22 04:00:00,103848.03277925414
2017-09-25 04:00:00,102046.44106901987
2017-09-26 04:00:00,101179.73566330774
2017-09-27 04:00:00,104307.2506307493
2017-09-28 04:00:00,105000.27200151116
2017-09-29 04:00:00,106531.9040293747
2017-10-02 04:00:00,107540.23010588226
2017-10-03 04:00:00,108036.31002593003
2017-10-04 04:00:00,107586.44796919785
2017-10-05 04:00:00,107849.12812467344
2017-10-06 04:00:00,107524.01997800596
2017-10-09 04:00:00,107831.48913352737
2017-10-10 04:00:00,107830.11554496536
2017-10-11 04:00:00,108162.20009715232
2017-10-12 04:00:00,108743.45958811912
2017-10-13 04:00:00,109199.86063487205
2017-10-16 04:00:00,109970.72065278205
2017-10-17 04:00:00,110179.45986100349
2017-10-18 04:00:00,110450.64792939338
2017-10-19 04:00:00,110364.96444588051
2017-10-20 04:00:00,110934.69974022255
2017-10-23 04:00:00,110774.39082922801
2017-10-24 04:00:00,111514.38856412181
2017-10-25 04:00:00,111467.07535840281
2017-10-26 04:00:00,111909.94911285974
2017-10-27 04:00:00,115261.78219887354
2017-10-30 04:00:00,115153.45593879512
2017-10-31 04:00:00,115599.26039073756
2017-11-01 04:00:00,115566.17054854968
2017-11-02 04:00:00,116331.13079558947
2017-11-03 04:00:00,116945.79800807574
2017-11-06 05:00:00,116783.50900204088
2017-11-07 05:00:00,117392.10614807512
2017-11-08 05:00:00,117590.53825981524
2017-11-09 05:00:00,115989.00414440635
2017-11-10 05:00:00,118048.5939271212
2017-11-13 05:00:00,118263.7373478699
2017-11-14 05:00:00,118317.26969933131
2017-11-15 05:00:00,117895.22630190471
2017-11-16 05:00:00,118546.93829369167
2017-11-17 05:00:00,118535.49762177089
2017-11-20 05:00:00,119037.55118538479
2017-11-21 05:00:00,119422.08139683346
2017-11-22 05:00:00,119395.68382805065
2017-11-24 05:00:00,119235.31962364391
2017-11-27 05:00:00,119093.13724552968
2017-11-28 05:00:00,119806.9960406957
2017-11-29 05:00:00,120572.58663002064
2017-11-30 05:00:00,120790.44655433705
2017-12-01 05:00:00,120465.34811225941
2017-12-04 05:00:00,120914.81917729619
2017-12-05 05:00:00,120482.97754063847
2017-12-06 05:00:00,120413.49492050221
2017-12-07 05:00:00,120310.07696955731
2017-12-08 05:00:00,120648.09738581708
2017-12-11 05:00:00,121504.10723576215
2017-12-12 05:00:00,121217.69664515546
2017-12-13 05:00:00,120690.19716277745
2017-12-14 05:00:00,120407.6457559171
2017-12-15 05:00:00,122408.49958471445
2017-12-18 05:00:00,123162.22130922464
2017-12-19 05:00:00,121009.95076329059
2017-12-20 05:00:00,121192.64893013782
2017-12-21 05:00:00,121778.31092745608
2017-12-22 05:00:00,120779.62816199352
2017-12-26 05:00:00,120524.67820732831
2017-12-27 05:00:00,119778.74728577374
2017-12-28 05:00:00,119028.32956988573
2017-12-29 05:00:00,117881.06938845872
2018-01-02 05:00:00,120425.69734350633
2018-01-03 05:00:00,121524.92917058371
2018-01-04 05:00:00,121337.01624721335
2018-01-05 05:00:00,122344.11657995032
2018-01-08 05:00:00,123218.05567926215
2018-01-09 05:00:00,122834.61970082282
2018-01-10 05:00:00,122563.65425911902
2018-01-11 05:00:00,123753.76434460639
2018-01-12 05:00:00,125481.32310048102
2018-01-16 05:00:00,124239.20588834547
2018-01-17 05:00:00,126077.00244100355
2018-01-18 05:00:00,126374.6394699571
2018-01-19 05:00:00,127217.71060833905
2018-01-22 05:00:00,127685.27896199201
2018-01-23 05:00:00,127728.39195333264
2018-01-24 05:00:00,126692.52395867274
2018-01-25 05:00:00,126580.03033143735
2018-01-26 05:00:00,128869.43916351818
2018-01-29 05:00:00,128796.2692931416
2018-01-30 05:00:00,126349.63210541391
2018-01-31 05:00:00,127516.24889523172
2018-02-01 05:00:00,127348.1894298234
2018-02-02 05:00:00,123827.65616608516
2018-02-05 05:00:00,120040.16807741244
2018-02-06 05:00:00,119870.51381173589
2018-02-07 05:00:00,119895.49604839899
2018-02-08 05:00:00,118412.25915490673
2018-02-09 05:00:00,118413.48315488384
2018-02-12 05:00:00,118521.94728717278
2018-02-13 05:00:00,118505.37236401986
2018-02-14 05:00:00,118690.22940061043
2018-02-15 05:00:00,119434.52771851396
2018-02-16 05:00:00,119581.60334876298
2018-02-20 05:00:00,120764.58643248795
2018-02-21 05:00:00,119722.76865008591
2018-02-22 05:00:00,119997.53862574814
2018-02-23 05:00:00,121448.08792880295
2018-02-26 05:00:00,121877.38963774347
2018-02-27 05:00:00,121670.87896669627
2018-02-28 05:00:00,121667.72871111012
2018-03-01 05:00:00,121610.10406453419
2018-03-02 05:00:00,122416.93224765491
2018-03-05 05:00:00,122579.4967695322
2018-03-06 05:00:00,123370.8356852374
2018-03-07 05:00:00,123824.35096596097
2018-03-08 05:00:00,124473.0251269183
2018-03-09 05:00:00,125891.62069938992
2018-03-12 04:00:00,125871.09858990049
2018-03-13 04:00:00,125232.09253328276
2018-03-14 04:00:00,124428.09396400403
2018-03-15 04:00:00,124119.26199171018
2018-03-16 04:00:00,124149.55273220014
2018-03-19 04:00:00,122768.69191667509
2018-03-20 04:00:00,124397.2075764842
2018-03-21 04:00:00,125121.71933481169
2018-03-22 04:00:00,121131.13535878324
2018-03-23 04:00:00,116759.793362953
2018-03-26 04:00:00,119206.25561086417
2018-03-27 04:00:00,114779.82979972722
2018-03-28 04:00:00,114723.3541679386
2018-03-29 04:00:00,114859.16043615378
2018-04-02 04:00:00,114450.38211393393
2018-04-03 04:00:00,115278.63808727301
2018-04-04 04:00:00,115574.73768615378
2018-04-05 04:00:00,115825.33121204031
2018-04-06 04:00:00,115199.2279772724
2018-04-09 04:00:00,115493.14971745097
2018-04-10 04:00:00,115601.88609643256
2018-04-11 04:00:00,114796.63182697378
2018-04-12 04:00:00,115617.0380426415
2018-04-13 04:00:00,115313.05296573721
2018-04-16 04:00:00,115499.22649059378
2018-04-17 04:00:00,117269.73454987418
2018-04-18 04:00:00,117475.67560517203
2018-04-19 04:00:00,116721.52645241629
2018-04-20 04:00:00,116561.6499780358
2018-04-23 04:00:00,115331.04186164174
2018-04-24 04:00:00,114650.44459284582
2018-04-25 04:00:00,114654.9055456046
2018-04-26 04:00:00,114065.65909136571
2018-04-27 04:00:00,115202.7204921378
2018-04-30 04:00:00,116389.49444080723
2018-05-01 04:00:00,116540.03444484633
2018-05-02 04:00:00,121902.95554795091
2018-05-03 04:00:00,121480.01451811616
2018-05-04 04:00:00,118874.07346663301
2018-05-07 04:00:00,118798.62253560941
2018-05-08 04:00:00,119422.99238753048
2018-05-09 04:00:00,117512.54632946792
2018-05-10 04:00:00,116763.6657133113
2018-05-11 04:00:00,116479.39380762493
2018-05-14 04:00:00,116547.678515648
2018-05-15 04:00:00,114833.6578752094
2018-05-16 04:00:00,114447.40634484442
2018-05-17 04:00:00,114197.67911499366
2018-05-18 04:00:00,114534.6655384861
2018-05-21 04:00:00,114444.95078280983
2018-05-22 04:00:00,113460.5942383152
2018-05-23 04:00:00,114274.366604179
2018-05-24 04:00:00,113831.86555250893
2018-05-25 04:00:00,112248.10971801373
2018-05-29 04:00:00,110798.24711770119
2018-05-30 04:00:00,112813.82527798714
2018-05-31 04:00:00,112572.61225480141
2018-06-01 04:00:00,113012.26590508522
2018-06-04 04:00:00,114460.2146442858
2018-06-05 04:00:00,115964.52270874656
2018-06-06 04:00:00,117636.06099280418
2018-06-07 04:00:00,117304.46266237319
2018-06-08 04:00:00,117378.45676008284
2018-06-11 04:00:00,116314.35991827071
2018-06-12 04:00:00,117338.09804502547
2018-06-13 04:00:00,116540.36515394271
2018-06-14 04:00:00,122238.5255037534
2018-06-15 04:00:00,122380.64264445193
2018-06-18 04:00:00,122631.46486690347
2018-06-19 04:00:00,121997.13148334328
2018-06-20 04:00:00,122721.90758922402
2018-06-21 04:00:00,121330.1137526304
2018-06-22 04:00:00,120146.46935680215
2018-06-25 04:00:00,118701.02337266832
2018-06-26 04:00:00,119229.97580339342
2018-06-27 04:00:00,118104.64875795275
2018-06-28 04:00:00,119244.07985366123
2018-06-29 04:00:00,118867.24683058994
2018-07-02 04:00:00,119829.03972121494
2018-07-03 04:00:00,119635.00454970615
2018-07-05 04:00:00,120040.74641677158
2018-07-06 04:00:00,121238.82286330478
2018-07-09 04:00:00,121540.2129559676
2018-07-10 04:00:00,121939.3325593416
2018-07-11 04:00:00,121225.38726162355
2018-07-12 04:00:00,121894.2574308931
2018-07-13 04:00:00,121791.20849261872
2018-07-16 04:00:00,121254.92110371268
2018-07-17 04:00:00,121595.47805809653
2018-07-18 04:00:00,121515.23658969987
2018-07-19 04:00:00,121576.77793577302
2018-07-20 04:00:00,120520.97723463166
2018-07-23 04:00:00,120723.10777595628
2018-07-24 04:00:00,120836.00998707784
2018-07-25 04:00:00,121746.91485659982
2018-07-26 04:00:00,121864.25068776513
2018-07-27 04:00:00,122616.69820563699
2018-07-30 04:00:00,121061.36323661637
2018-07-31 04:00:00,119538.35595018347
2018-08-01 04:00:00,121512.79885345564
2018-08-02 04:00:00,123308.47558220015
2018-08-03 04:00:00,123729.81047542677
2018-08-06 04:00:00,124565.94302852736
2018-08-07 04:00:00,124739.62621696577
2018-08-08 04:00:00,124662.17452660666
2018-08-09 04:00:00,124760.14223996268
2018-08-10 04:00:00,124075.3370575057
2018-08-13 04:00:00,124329.40501061545
2018-08-14 04:00:00,126090.38911060915
2018-08-15 04:00:00,124374.70298866853
2018-08-16 04:00:00,124265.18742279634
2018-08-17 04:00:00,119270.85247721872
2018-08-20 04:00:00,118416.90551982548
2018-08-21 04:00:00,118169.96163402226
2018-08-22 04:00:00,119909.50471197559
2018-08-23 04:00:00,120324.26002157643
2018-08-24 04:00:00,121571.9750408025
2018-08-27 04:00:00,122154.74091757252
2018-08-28 04:00:00,122640.33556402638
2018-08-29 04:00:00,122691.22080807545
2018-08-30 04:00:00,123052.75716976979
2018-08-31 04:00:00,123584.95548825123
2018-09-04 04:00:00,124557.45673770191
2018-09-05 04:00:00,120997.26494616749
2018-09-06 04:00:00,118704.33631373294
2018-09-07 04:00:00,118718.74301386722
2018-09-10 04:00:00,119735.35350596624
2018-09-11 04:00:00,119586.21424090581
2018-09-12 04:00:00,118657.67230723577
2018-09-13 04:00:00,119042.27989482218
2018-09-14 04:00:00,119673.37330531412
2018-09-17 04:00:00,118908.73474978739
2018-09-18 04:00:00,119311.36771296793
2018-09-19 04:00:00,118498.47119807535
2018-09-20 04:00:00,117909.65178393656
2018-09-21 04:00:00,117073.11132453843
2018-09-24 04:00:00,117366.9892370598
2018-09-25 04:00:00,117890.65338961048
2018-09-26 04:00:00,117940.00343576832
2018-09-27 04:00:00,117294.98869785637
2018-09-28 04:00:00,119539.82327350945
2018-10-01 04:00:00,121394.388699789
2018-10-02 04:00:00,119021.61514546389
2018-10-03 04:00:00,117792.32290236867
2018-10-04 04:00:00,114343.74186722387
2018-10-05 04:00:00,111820.1079959374
2018-10-08 04:00:00,109842.82178103167
2018-10-09 04:00:00,110483.50831972796
2018-10-10 04:00:00,106199.51684557635
2018-10-11 04:00:00,104529.35912712441
2018-10-12 04:00:00,106944.83735855446
2018-10-15 04:00:00,106041.22401654962
2018-10-16 04:00:00,109205.71713102105
2018-10-17 04:00:00,108323.5871089721
2018-10-18 04:00:00,105747.26299703363
2018-10-19 04:00:00,103739.25231861923
2018-10-22 04:00:00,104493.24564615103
2018-10-23 04:00:00,103818.84374872061
2018-10-24 04:00:00,103576.41070175405
2018-10-25 04:00:00,104249.25082397695
2018-10-26 04:00:00,103036.66840813299
2018-10-29 04:00:00,103036.66840813299
2018-10-30 04:00:00,103036.66840813299
2018-10-31 04:00:00,102834.31695536658
2018-11-01 04:00:00,102691.68799186894
2018-11-02 04:00:00,103435.5876224155
2018-11-05 05:00:00,103597.49665809819
2018-11-06 05:00:00,103895.36862255284
2018-11-07 05:00:00,105088.61756015965
2018-11-08 05:00:00,105266.40408397862
2018-11-09 05:00:00,104542.8331668491
2018-11-12 05:00:00,104228.22516477943
2018-11-13 05:00:00,104339.62790461135
2018-11-14 05:00:00,104298.97474847388
2018-11-15 05:00:00,104298.97474847388
2018-11-16 05:00:00,104473.58809681963
2018-11-19 05:00:00,102414.16481248512
2018-11-20 05:00:00,102279.8849405445
2018-11-21 05:00:00,102425.43298424187
2018-11-23 05:00:00,102482.56443870964
2018-11-26 05:00:00,101415.62310017529
2018-11-27 05:00:00,103640.62345112744
2018-11-28 05:00:00,99728.19064701977
2018-11-29 05:00:00,101055.53118695202
2018-11-30 05:00:00,100719.57100094738
2018-12-03 05:00:00,96740.4079550183
2018-12-04 05:00:00,104197.66546234253
2018-12-06 05:00:00,105446.39829050947
2018-12-07 05:00:00,109132.36529910017
2018-12-10 05:00:00,111424.51158892561
2018-12-11 05:00:00,112333.11084734846
2018-12-12 05:00:00,111168.80047785689
2018-12-13 05:00:00,111213.44034945418
2018-12-14 05:00:00,113438.65190874983
2018-12-17 05:00:00,114415.37310539176
2018-12-18 05:00:00,113506.50114952018
2018-12-19 05:00:00,115663.48137031485
2018-12-20 05:00:00,117601.74536262442
2018-12-21 05:00:00,119363.99556861808
2018-12-24 05:00:00,123860.83203931643
2018-12-26 05:00:00,119049.50043531253
2018-12-27 05:00:00,119123.8002819617
2018-12-28 05:00:00,118578.40988584353
2018-12-31 05:00:00,117982.76047178103
2019-01-02 05:00:00,118954.17826151644
2019-01-03 05:00:00,120187.34765314852
2019-01-04 05:00:00,117065.87675615496
2019-01-07 05:00:00,115888.84522467988
2019-01-08 05:00:00,115842.3941634311
2019-01-09 05:00:00,114967.62344581026
2019-01-10 05:00:00,114832.36256247896
2019-01-11 05:00:00,115020.90167838472
2019-01-14 05:00:00,115413.99468833345
2019-01-15 05:00:00,115245.88318854707
2019-01-16 05:00:00,113619.8815724479
2019-01-17 05:00:00,112101.3740460502
2019-01-18 05:00:00,108281.72723190577
2019-01-22 05:00:00,110673.58340828211
2019-01-23 05:00:00,111575.14585487635
2019-01-24 05:00:00,109775.83204664956
2019-01-25 05:00:00,108937.88032720756
2019-01-28 05:00:00,106041.18813172367
2019-01-29 05:00:00,105093.42293468502
2019-01-30 05:00:00,105531.87690473965
2019-01-31 05:00:00,105798.7443592262
2019-02-01 05:00:00,106160.08194849011
2019-02-04 05:00:00,107476.2282372358
2019-02-05 05:00:00,107824.56929596688
2019-02-06 05:00:00,107660.6321259916
2019-02-07 05:00:00,107596.41678776147
2019-02-08 05:00:00,108236.46091522576
2019-02-11 05:00:00,107642.38034775281
2019-02-12 05:00:00,107808.35835733915
2019-02-13 05:00:00,107752.58508245207
2019-02-14 05:00:00,107031.06535580326
2019-02-15 05:00:00,107416.08392670323
2019-02-19 05:00:00,107384.9116945522
2019-02-20 05:00:00,107801.26604082753
2019-02-21 05:00:00,107329.03809740712
2019-02-22 05:00:00,108148.21077273088
2019-02-25 05:00:00,108142.49898104004
2019-02-26 05:00:00,108353.97799682526
2019-02-27 05:00:00,107988.55191142944
2019-02-28 05:00:00,108008.7465611258
2019-03-01 05:00:00,108521.50019367127
2019-03-04 05:00:00,107822.68733699707
2019-03-05 05:00:00,108098.6168785849
2019-03-06 05:00:00,107879.67389877228
2019-03-07 05:00:00,106792.44885216736
2019-03-08 05:00:00,106835.6562791245
2019-03-11 04:00:00,108294.74344326282
2019-03-12 04:00:00,108572.44831539417
2019-03-13 04:00:00,109182.05786501574
2019-03-14 04:00:00,109668.03345476794
2019-03-15 04:00:00,109795.51960932421
2019-03-18 04:00:00,110029.55531870532
2019-03-19 04:00:00,109599.61210047411
2019-03-20 04:00:00,109460.64780794787
2019-03-21 04:00:00,110227.58228913044
2019-03-22 04:00:00,108542.80241146778
2019-03-25 04:00:00,109323.22312775349
2019-03-26 04:00:00,110600.63674584126
2019-03-27 04:00:00,110546.24911442494
2019-03-28 04:00:00,111432.69074383473
2019-03-29 04:00:00,112548.80472222065
2019-04-01 04:00:00,112892.88995450042
2019-04-02 04:00:00,111875.34300511383
2019-04-03 04:00:00,112874.16732164215
2019-04-04 04:00:00,110650.18601984048
2019-04-05 04:00:00,111485.68143457436
2019-04-08 04:00:00,112413.78558153176
2019-04-09 04:00:00,113110.23939699196
2019-04-10 04:00:00,114084.72422498727
2019-04-11 04:00:00,113534.07390440583
2019-04-12 04:00:00,114810.98616446137
2019-04-15 04:00:00,115134.12346209168
2019-04-16 04:00:00,112839.26318855457
2019-04-17 04:00:00,115221.47866649799
2019-04-18 04:00:00,116188.07253284626
2019-04-22 04:00:00,117002.84694079094
2019-04-23 04:00:00,118001.48807123833
2019-04-24 04:00:00,117405.63447359734
2019-04-25 04:00:00,119523.85453588447
2019-04-26 04:00:00,121030.59695035896
2019-04-29 04:00:00,121616.95606977424
2019-04-30 04:00:00,124939.29694539985
2019-05-01 04:00:00,124106.33228977045
2019-05-02 04:00:00,125599.15076503082
2019-05-03 04:00:00,128038.06910941003
2019-05-06 04:00:00,128170.92379853128
2019-05-07 04:00:00,125534.23784227227
2019-05-08 04:00:00,126049.06344854212
2019-05-09 04:00:00,125809.41566415182
2019-05-10 04:00:00,126289.8759985861
2019-05-13 04:00:00,122834.6896642975
2019-05-14 04:00:00,123789.14856474916
2019-05-15 04:00:00,124532.97813131563
2019-05-16 04:00:00,124829.59837438814
2019-05-17 04:00:00,124687.80795767061
2019-05-20 04:00:00,124558.51649100702
2019-05-21 04:00:00,124798.41831716649
2019-05-22 04:00:00,123992.92056974523
2019-05-23 04:00:00,122708.44396528356
2019-05-24 04:00:00,122926.82410368077
2019-05-28 04:00:00,122896.13368690031
2019-05-29 04:00:00,122237.16521478006
2019-05-30 04:00:00,122741.33105492899
2019-05-31 04:00:00,121671.44333100626
2019-06-03 04:00:00,120526.87919510262
2019-06-04 04:00:00,121393.27767441141
2019-06-05 04:00:00,122091.71479294168
2019-06-06 04:00:00,122234.83590955888
2019-06-07 04:00:00,122950.65524168168
2019-06-10 04:00:00,122267.82928945695
2019-06-11 04:00:00,122303.16503240739
2019-06-12 04:00:00,122578.310803434
2019-06-13 04:00:00,122493.94210149918
2019-06-14 04:00:00,122712.70536901627
2019-06-17 04:00:00,122151.47574155149
2019-06-18 04:00:00,121952.94164617357
2019-06-19 04:00:00,123872.30310018358
2019-06-20 04:00:00,124362.39113195238
2019-06-21 04:00:00,123531.47896917161
2019-06-24 04:00:00,122637.0501285344
2019-06-25 04:00:00,121063.6668278315
2019-06-26 04:00:00,119788.33613036652
2019-06-27 04:00:00,120111.36073727722
2019-06-28 04:00:00,120707.45359749909
2019-07-01 04:00:00,121874.18504567261
2019-07-02 04:00:00,121980.72814412232
2019-07-03 04:00:00,123411.69186539765
2019-07-05 04:00:00,123483.79102845307
2019-07-08 04:00:00,123852.3881043703
2019-07-09 04:00:00,125099.57734752196
2019-07-10 04:00:00,127748.62254405516
2019-07-11 04:00:00,128205.62041545409
2019-07-12 04:00:00,129923.94906116027
2019-07-15 04:00:00,130538.25303531188
2019-07-16 04:00:00,128185.64498590391
2019-07-17 04:00:00,128700.14866740357
2019-07-18 04:00:00,130247.42072140062
2019-07-19 04:00:00,130099.0085052141
2019-07-22 04:00:00,132408.6800120958
2019-07-23 04:00:00,133729.90129314744
2019-07-24 04:00:00,135560.66586338365
2019-07-25 04:00:00,134170.96614300096
2019-07-26 04:00:00,134756.63053165757
2019-07-29 04:00:00,134363.68597287376
2019-07-30 04:00:00,133952.06585568626
2019-07-31 04:00:00,130521.47280316046
2019-08-01 04:00:00,130082.2314053028
2019-08-02 04:00:00,129101.62442974737
2019-08-05 04:00:00,124296.69728250001
2019-08-06 04:00:00,128055.53631562684
2019-08-07 04:00:00,128566.3499659819
2019-08-08 04:00:00,133649.75879471726
2019-08-09 04:00:00,133216.34097092575
2019-08-12 04:00:00,131084.3410395903
2019-08-13 04:00:00,132703.26010105462
2019-08-14 04:00:00,129636.54468696355
2019-08-15 04:00:00,129494.66490142583
2019-08-16 04:00:00,131225.88274924993
2019-08-19 04:00:00,132298.98143997107
2019-08-20 04:00:00,132313.54640235816
2019-08-21 04:00:00,132756.9822026721
2019-08-22 04:00:00,133080.912281417
2019-08-23 04:00:00,131097.83379306708
2019-08-26 04:00:00,131644.92505252946
2019-08-27 04:00:00,131992.84304548946
2019-08-28 04:00:00,132622.69414211955
2019-08-29 04:00:00,132743.5455935165
2019-08-30 04:00:00,131920.5135903522
2019-09-03 04:00:00,131395.6543644198
2019-09-04 04:00:00,132646.05277010525
2019-09-05 04:00:00,131841.63733431423
2019-09-06 04:00:00,132009.5426649722
2019-09-09 04:00:00,131687.36592503535
2019-09-10 04:00:00,131198.52716532693
2019-09-11 04:00:00,132123.04855351243
2019-09-12 04:00:00,132927.14134983812
2019-09-13 04:00:00,131804.9547710875
2019-09-16 04:00:00,132439.93752484117
2019-09-17 04:00:00,134389.46034626756
2019-09-18 04:00:00,134273.04645161424
2019-09-19 04:00:00,133891.3242016295
2019-09-20 04:00:00,133241.7501678923
2019-09-23 04:00:00,133408.31618370747
2019-09-24 04:00:00,131848.69940658307
2019-09-25 04:00:00,132599.4774688181
2019-09-26 04:00:00,132463.8551759238
2019-09-27 04:00:00,130078.41447314982
2019-09-30 04:00:00,130476.08117351298
2019-10-01 04:00:00,128611.98731524304
2019-10-02 04:00:00,127451.06082637116
2019-10-03 04:00:00,127862.49486956494
2019-10-04 04:00:00,129412.11249766247
2019-10-07 04:00:00,129145.19377360241
2019-10-08 04:00:00,128314.28917918103
2019-10-09 04:00:00,129388.73481848805
2019-10-10 04:00:00,129167.45116522878
2019-10-11 04:00:00,127980.27832129567
2019-10-14 04:00:00,127601.61658369344
2019-10-15 04:00:00,127496.40147375959
2019-10-16 04:00:00,126656.41682616132
2019-10-17 04:00:00,127420.22968474287
2019-10-18 04:00:00,127046.26090660576
2019-10-21 04:00:00,127597.0153862391
2019-10-22 04:00:00,127627.15901340585
2019-10-23 04:00:00,127344.08256731067
2019-10-24 04:00:00,127066.13630113636
2019-10-25 04:00:00,126984.84306154285
2019-10-28 04:00:00,125980.71922238742
2019-10-29 04:00:00,125040.97652562533
2019-10-30 04:00:00,124410.19418850896
2019-10-31 04:00:00,123321.8462902371
2019-11-01 04:00:00,125055.22164023557
2019-11-04 05:00:00,126996.71007531336
2019-11-05 05:00:00,126992.19251916633
2019-11-06 05:00:00,126931.27232501731
2019-11-07 05:00:00,127541.65815875755
2019-11-08 05:00:00,127976.77727458702
2019-11-11 05:00:00,127543.71492526756
2019-11-12 05:00:00,128869.38186261879
