si_level,si_change_2w,si_change_4w,si_velocity,si_squeeze_risk,si_cover_signal,si_days_cover,symbol,price
0.18841497065012994,0.05012115007447562,-0.017794143094369122,0.059018221621660184,0.0,-0.0,2.5657542171325223,ADBE,240.8800048828125
0.1733933793000501,0.012454262882126086,-0.006568661049699877,0.015738593406976024,0.0,-0.0,1.9386126130099708,ORCL,142.80999755859375
0.14900921739886547,0.02246661829384251,-0.021822419828265355,0.03337782820797519,0.0,-0.0,1.9557316174631814,CRM,185.63999938964844
0.22920344076580557,0.0134916847865334,0.08393099036748039,-0.028473810397206797,0.0017781535966289457,0.0,2.285911530081446,INTU,432.5499877929687
0.24992626757753592,-0.059836891697916984,-0.10446165603871554,-0.007606063678559212,0.0,0.0,2.9647206716559844,WDAY,127.97000122070312
0.2992808150354216,0.0005597878901510192,-0.008530616702703263,0.00482509624150265,7.843274285157322e-05,0.0,3.830171062264152,DOCU,47.18000030517578
0.17437115823591148,-0.03959083266755703,0.005263502231724946,-0.042222583783419504,0.0,0.0,1.7545448223023483,HUBS,245.07000732421875
0.218435974177315,0.03490391926659369,0.06712973385475349,0.0013390523392169465,0.0019294626661697572,0.0,3.6649046854631293,FTNT,81.02999877929688
0.12799801029528537,0.02696553937482983,0.07467649313408674,-0.010372707192213539,0.0,-0.0,2.5220056856450133,GOOGL,280.9200134277344
0.10752667577127022,-0.043552689287876735,0.029392786092684378,-0.058249082334218924,0.0,0.0,1.910411814218939,AMZN,207.5399932861328
0.0824587240056855,-0.015002016094176762,0.0327741566948328,-0.031389094441593164,0.0,0.0,1.6844454733934349,META,547.5399780273438
0.1677517434128007,-0.10024273388986897,0.006192217970597019,-0.10333884287516748,0.0,0.0,2.2489702071920985,MSFT,365.9700012207031
0.03566822512657224,0.09508053757475414,0.0014163767287797555,0.09437234921036426,0.0006030274024487457,0.0,0.9037824882279346,AMD,203.77000427246097
0.06020058778663696,0.03715114927252493,3.0359155719444563e-05,0.037135969694665205,0.0,-0.0,0.8361095989627197,MU,355.4599914550781
0.1255676355592748,0.03835222768576345,0.043192306269764856,0.01675607455088102,0.009426442184893373,0.0,2.500092552192228,MRVL,97.68000030517578
0.25121410206655825,0.048557849599992924,0.02709631757853376,0.035009690810726045,0.0,-0.0,4.169999128997962,QCOM,130.5399932861328
0.17110289207609647,0.05604871590553232,0.03936825546664425,0.036364588172210194,0.0,-0.0,3.0027927044492353,TXN,193.41000366210935
0.0676198137604682,0.09010310812756056,0.0933936933952803,0.04340626142992041,0.0,-0.0,1.1349407219424852,INTC,44.099998474121094
0.15035418666960534,0.009354687959082106,0.03816634781233615,-0.00972848594708597,0.0,-0.0,2.7070894466051008,ADI,313.4200134277344
0.09590892672208838,0.004992745764770039,-0.07393133011634773,0.0419584108229439,0.0,-0.0,1.8081927314712205,AMAT,338.54998779296875
0.13240854529734974,0.05034424444511931,0.056828043220702916,0.021930222834767855,0.0,-0.0,2.6465963868592355,LRCX,211.6199951171875
0.16326270222730577,0.049467300372445226,-0.035524006113975555,0.06722930342943301,0.0,-0.0,3.1305687979402195,KLAC,1451.1300048828125
0.1072060090840463,-0.024863133941284928,0.006097668416066881,-0.02791196814931837,0.0,0.0,3.534816770359161,SMCI,22.209999084472656
0.10875242951601308,0.043770047204834975,0.04148581954186443,0.02302713743390276,0.0,-0.0,2.4959650524616053,ANET,122.5500030517578
0.5,0.03558760789326013,0.020520358428704706,0.02532742867890778,0.03818443767736822,0.0,19.253356694385065,ARM,154.8000030517578
0.16621338462459614,0.008883056512536512,0.005224856036493503,0.0062706284942897605,0.0,-0.0,3.917416190793212,MPWR,1058.280029296875
0.2735648512624847,-0.06251789680778252,-0.038123868171607136,-0.04345596272197896,0.0,0.0,5.296139444739155,ON,60.869998931884766
0.4940340514480024,-0.009272688231035319,0.023914890205501357,-0.021230133333785997,0.0,0.0,7.864410188177498,SWKS,56.65999984741211
0.17398761357472478,-0.05387896960962014,0.0038174817422764328,-0.055787710480758354,0.0,0.0,3.248855498948414,NXPI,196.9199981689453
0.15411616697803762,-0.012315152975001712,0.014744247982729934,-0.019687276966366678,0.0,0.0,2.28339748418692,SNPS,401.9500122070313
0.18506452391840864,-0.0010671946656314758,0.05204016662271378,-0.027087277976988365,0.0,0.0,2.9890977027496066,CDNS,280.6199951171875
0.17128556915952126,0.016224988204586278,0.03969551291664476,-0.0036227682537361035,0.0,-0.0,2.9137697399234685,STX,378.7900085449219
0.19522324921112907,0.03578417796517644,0.04259199924968163,0.014488178340335625,0.0,-0.0,3.324712501008759,WDC,273.3500061035156
0.2209705110528348,-0.03111399152679305,-0.042931302861929845,-0.009648340095828128,0.0,0.0,2.6604518411097327,GTLB,21.25
