si_level,si_change_2w,si_change_4w,si_velocity,si_squeeze_risk,si_cover_signal,si_days_cover,symbol,price
0.1411713636376457,-0.04028005053422773,-0.06710937772694887,-0.006725361670753292,0.0,0.04437613084210856,2.0338724583597485,NET,210.1300048828125
0.1305831187973143,-0.03615670896916709,-0.0008446285859026057,-0.03573439467621579,0.0,0.01715572816555188,2.4576168895426687,OKTA,79.37999725341797
0.042667598015012825,-0.06265212582919956,-0.11276379661644516,-0.00627022752097698,0.0,0.0,1.2542890512448406,NVDA,171.24000549316406
0.09406242233621678,0.002277149065129929,-0.013501149886614192,0.009027724008437025,0.00011884950461373803,0.0,2.0466094830015775,CRWD,392.6199951171875
0.11507168971533643,0.013412608094139638,0.01997144955505285,0.0034268833166132134,0.0,-0.0,2.6692917024554887,AAPL,252.88999938964844
0.03844739505916653,0.04290579730776501,0.012404072919978174,0.03670376084777592,0.0,-0.0,1.15634660482901,TSLA,372.1099853515625
0.12044000299740568,0.02734112067935557,0.042541653743388426,0.006070293807661355,0.0,-0.0,2.4124309662210326,SNOW,162.3300018310547
0.09539689975004804,-0.028395877101712222,0.010614024857884171,-0.033702889530654305,0.0,0.0,2.0135029982921964,MDB,241.27999877929688
0.10803644351171073,0.053449255577764955,0.041765630844647614,0.03256644015544115,0.006364500911648692,0.0,1.8217211236725326,DDOG,124.3000030517578
0.19067554465104822,0.012490949192672898,0.012998112557322642,0.005991892914011577,0.0,-0.0,1.714079410126002,TEAM,68.12999725341797
0.28230565619788617,-0.020577241724789027,-0.017219211762742694,-0.01196763584341768,0.0,0.0,4.527314017097098,ZS,141.5
0.1049937676969305,0.05626460812556947,0.03926824894147939,0.03663048365482978,0.0,-0.0,1.7401395989354118,SHOP,115.43000030517578
0.1531736212958405,0.028969843674312535,0.0036986828902637664,0.02712050222918065,0.0,-0.0,1.488672598979415,NOW,103.63999938964844
0.19386206686669427,0.03523911758192836,-0.0026995328184573927,0.036588883991157055,0.0034130128176719466,0.0,2.521183186999149,PANW,156.36000061035156
0.09301532053355845,-0.03632463449142636,-0.02161775555632216,-0.02551575671326528,0.0,0.0,1.9902625096740654,AVGO,309.4150085449219
0.04096445186510137,0.016367791161404254,0.00879292958774921,0.01197132636752965,0.0005068194943885974,0.0,1.1374142831363019,PLTR,147.55999755859375
