symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,reason,hold_days,year
CPB,2016-06-02 00:00:00,2016-06-06 00:00:00,60.8514595413208,61.297158172607425,205,91.36821941375811,regime_exit,4,2016
GD,2016-06-02 00:00:00,2016-06-06 00:00:00,140.4102648925781,140.05931634521485,89,-31.23442071533009,regime_exit,4,2016
RF,2016-06-21 00:00:00,2016-06-27 00:00:00,9.188340076446531,7.894179847717285,1363,-1763.9403917579623,stop,6,2016
RJF,2016-06-21 00:00:00,2016-06-27 00:00:00,35.01656005096436,31.277320152282716,357,-1334.9086438293464,stop,6,2016
ANET,2016-06-22 00:00:00,2016-06-27 00:00:00,4.468920038223267,3.800508769035339,2802,-1872.8883762645737,stop,5,2016
JAZZ,2016-06-21 00:00:00,2016-06-28 00:00:00,142.2038381652832,136.79586730957033,88,-475.90143530273303,max_hold,7,2016
NRG,2016-06-21 00:00:00,2016-06-28 00:00:00,14.358659923553468,14.161619581222535,872,-171.81917851257342,max_hold,7,2016
ABBV,2016-06-22 00:00:00,2016-06-29 00:00:00,60.510779388427736,61.68638137054443,206,242.17400831603936,rsi_exit,7,2016
CNK,2016-06-22 00:00:00,2016-06-29 00:00:00,34.148161834716795,35.1795,366,377.46976849365194,rsi_exit,7,2016
GWW,2016-06-28 00:00:00,2016-06-30 00:00:00,217.80473510742186,226.7955,57,512.473598876954,rsi_exit,2,2016
AVAV,2016-06-28 00:00:00,2016-07-05 00:00:00,28.557,26.87614030456543,438,-736.2165466003418,max_hold,7,2016
STLD,2016-06-28 00:00:00,2016-07-05 00:00:00,23.5169393119812,24.800300380706787,532,682.748088562012,max_hold,7,2016
DHR,2016-09-16 00:00:00,2016-09-23 00:00:00,68.01696510314942,68.64789050292968,184,116.09027355956914,max_hold,7,2016
MAS,2016-09-16 00:00:00,2016-09-23 00:00:00,32.96580152893066,34.201460456848146,379,468.3147336807265,max_hold,7,2016
ET,2016-09-16 00:00:00,2016-09-23 00:00:00,16.192319847106933,16.776379467010496,773,451.47808618545423,max_hold,7,2016
EXP,2016-09-16 00:00:00,2016-09-23 00:00:00,73.4766618347168,76.337017868042,170,486.2605256652846,max_hold,7,2016
DLR,2016-09-16 00:00:00,2016-09-23 00:00:00,92.78519847106934,97.75409695434571,134,665.8323967590345,max_hold,7,2016
ECL,2016-09-16 00:00:00,2016-09-23 00:00:00,117.56466183471679,118.80192091369629,106,131.14946237182758,max_hold,7,2016
HAL,2016-09-16 00:00:00,2016-09-23 00:00:00,41.122080917358396,41.75632015228271,304,192.80872741699193,max_hold,7,2016
LIN,2016-09-23 00:00:00,2016-09-29 00:00:00,117.0736763305664,118.62228060913085,106,164.15205352783215,rsi_exit,6,2016
APO,2016-09-23 00:00:00,2016-09-30 00:00:00,17.965860305786133,17.92407908630371,697,-29.121509979249275,max_hold,7,2016
DVN,2016-09-23 00:00:00,2016-09-30 00:00:00,39.619080917358396,44.02178060913086,316,1391.253102600098,max_hold,7,2016
BOOT,2016-09-26 00:00:00,2016-09-30 00:00:00,10.721399808883668,11.357240114212036,1168,742.6614766235348,rsi_exit,4,2016
WING,2016-09-26 00:00:00,2016-10-03 00:00:00,29.589060688018797,29.271339923858644,423,-134.39588323974488,max_hold,7,2016
ICE,2016-09-26 00:00:00,2016-10-03 00:00:00,54.91761465454102,53.426932395935054,228,-339.87555496216,max_hold,7,2016
FDS,2016-09-27 00:00:00,2016-10-04 00:00:00,164.6686763305664,157.66403573608397,76,-532.3526851806643,max_hold,7,2016
URBN,2016-09-30 00:00:00,2016-10-07 00:00:00,34.5890404586792,36.53678060913086,362,705.0819344635001,rsi_exit,7,2016
GIS,2016-09-30 00:00:00,2016-10-07 00:00:00,64.00776107025146,62.005741065979,195,-390.39390083312963,max_hold,7,2016
WYNN,2016-10-04 00:00:00,2016-10-11 00:00:00,96.57275724792478,97.50459695434571,129,120.20732212830006,max_hold,7,2016
CME,2016-10-05 00:00:00,2016-10-12 00:00:00,104.26811755371095,104.06145664978027,120,-24.79930847168191,max_hold,7,2016
IART,2016-10-05 00:00:00,2016-10-12 00:00:00,41.10705152893066,40.96290817260742,304,-43.81958032226521,max_hold,7,2016
NDAQ,2016-10-05 00:00:00,2016-10-12 00:00:00,22.334580917358398,22.10902699661255,560,-126.31019561767545,max_hold,7,2016
NBIX,2016-10-06 00:00:00,2016-10-12 00:00:00,47.66513969421387,42.98385969543457,262,-1226.4953596801774,stop,6,2016
AES,2016-10-07 00:00:00,2016-10-14 00:00:00,11.613180152893067,11.546859695434572,1078,-71.49345314025787,max_hold,7,2016
WING,2016-10-07 00:00:00,2016-10-14 00:00:00,27.7854595413208,28.343199619293213,450,250.9830350875852,max_hold,7,2016
MSCI,2016-10-11 00:00:00,2016-10-18 00:00:00,80.26019847106933,82.834,156,401.513038513185,max_hold,7,2016
ABBV,2016-10-12 00:00:00,2016-10-19 00:00:00,61.3324190826416,61.30714030456543,204,-5.156870727538831,max_hold,7,2016
BLK,2016-10-12 00:00:00,2016-10-19 00:00:00,351.80220611572264,352.01456121826175,35,7.432428588868731,max_hold,7,2016
BIIB,2016-10-12 00:00:00,2016-10-19 00:00:00,292.4637648925781,294.5497346191406,42,87.61072851562483,max_hold,7,2016
VTR,2016-10-12 00:00:00,2016-10-19 00:00:00,66.633,67.8140969543457,187,220.8651304626468,max_hold,7,2016
EGP,2016-10-14 00:00:00,2016-10-21 00:00:00,69.20813969421387,69.52068365478516,180,56.257912902832174,max_hold,7,2016
SRE,2016-10-14 00:00:00,2016-10-21 00:00:00,52.10901107025146,52.320149238586424,240,50.673160400390884,max_hold,7,2016
KMI,2016-10-18 00:00:00,2016-10-25 00:00:00,20.220360305786134,21.27735969543457,619,654.2826221923816,max_hold,7,2016
WDC,2016-10-19 00:00:00,2016-10-26 00:00:00,40.59501264953613,42.635646232604984,308,628.5151435852068,max_hold,7,2016
CL,2016-10-20 00:00:00,2016-10-27 00:00:00,71.0618381652832,70.42885969543457,176,-111.40421069336026,max_hold,7,2016
NTAP,2016-10-20 00:00:00,2016-10-27 00:00:00,33.937738929748534,33.732399238586424,369,-75.77034603881832,max_hold,7,2016
WWD,2016-10-20 00:00:00,2016-10-27 00:00:00,58.767301528930666,58.303158172607425,213,-98.86253489685035,max_hold,7,2016
APD,2016-10-21 00:00:00,2016-10-28 00:00:00,134.70888244628907,133.54237756347655,92,-107.31844921875165,max_hold,7,2016
BIIB,2016-10-21 00:00:00,2016-10-28 00:00:00,291.23129388427736,283.07273461914065,43,-350.8180484008788,max_hold,7,2016
KTOS,2016-10-25 00:00:00,2016-11-01 00:00:00,5.9618998088836666,5.528919961929321,2100,-909.2576786041252,max_hold,7,2016
NSC,2016-10-26 00:00:00,2016-11-02 00:00:00,90.21005877685546,91.80601786804198,138,220.24235458373906,max_hold,7,2016
ARES,2016-10-31 00:00:00,2016-11-02 00:00:00,16.7835,15.119699619293211,746,-1241.1950840072645,stop,2,2016
INCY,2016-10-27 00:00:00,2016-11-03 00:00:00,87.18402214050293,83.11343878173828,143,-582.093420303345,max_hold,7,2016
URBN,2016-10-27 00:00:00,2016-11-03 00:00:00,33.567,32.524820152282715,373,-388.73308319854755,max_hold,7,2016
IART,2016-10-27 00:00:00,2016-11-03 00:00:00,38.61206984710693,38.44296045684815,324,-54.79144244384548,max_hold,7,2016
SLB,2016-10-31 00:00:00,2016-11-07 00:00:00,78.38646336364747,79.5905,159,191.44182518005397,max_hold,7,2016
AJG,2016-11-01 00:00:00,2016-11-08 00:00:00,47.74530152893066,48.83214030456543,262,284.75175921630904,max_hold,7,2016
ULTA,2016-11-02 00:00:00,2016-11-09 00:00:00,239.76857327270508,235.86731634521487,52,-202.86536022949088,max_hold,7,2016
REXR,2016-11-02 00:00:00,2016-11-09 00:00:00,20.61113969421387,20.63864030456543,607,16.692870483398696,max_hold,7,2016
SKY,2016-11-03 00:00:00,2016-11-10 00:00:00,11.292540458679198,11.636679847717286,1109,381.65058244323876,max_hold,7,2016
ET,2016-11-03 00:00:00,2016-11-10 00:00:00,14.0380202293396,16.277379467010498,892,1997.5084400024414,max_hold,7,2016
IP,2016-11-03 00:00:00,2016-11-10 00:00:00,41.37045570373535,43.29392253112793,302,580.8869818725593,max_hold,7,2016
ISRG,2016-11-07 00:00:00,2016-11-11 00:00:00,75.53187336730957,68.94627325439453,165,-1086.6240186309826,stop,4,2016
APA,2016-11-08 00:00:00,2016-11-15 00:00:00,57.04386030578613,63.26321939086914,219,1362.0396396331785,rsi_exit,7,2016
NXPI,2016-11-09 00:00:00,2016-11-16 00:00:00,97.47455877685547,97.63434182739256,128,20.452230468747075,max_hold,7,2016
PYPL,2016-11-10 00:00:00,2016-11-17 00:00:00,40.53090076446533,39.800241065979,309,-225.77384683227524,max_hold,7,2016
NFLX,2016-11-10 00:00:00,2016-11-17 00:00:00,11.56508381652832,11.479994258880616,1083,-92.15199093246342,max_hold,7,2016
WDAY,2016-11-10 00:00:00,2016-11-17 00:00:00,82.24416183471679,82.97371939086914,152,110.89274853515622,max_hold,7,2016
META,2016-11-10 00:00:00,2016-11-17 00:00:00,121.04160305786131,117.55442091369629,103,-359.1797608489969,max_hold,7,2016
AMZN,2016-11-11 00:00:00,2016-11-18 00:00:00,37.02440148925781,37.93198342132568,338,306.7626930389402,max_hold,7,2016
NFLX,2016-11-28 00:00:00,2016-12-01 00:00:00,11.716385839462282,11.698556121826172,1069,-19.05996815300108,rsi_exit,3,2016
SPGI,2016-11-28 00:00:00,2016-12-05 00:00:00,118.63680152893066,114.05143878173828,105,-481.4630884551996,max_hold,7,2016
BIIB,2016-11-30 00:00:00,2016-12-07 00:00:00,294.6581473388672,284.7293878173828,42,-417.007899902344,max_hold,7,2016
MRK,2016-12-01 00:00:00,2016-12-07 00:00:00,58.093054573059085,57.19454000854492,215,-193.18063137054563,regime_exit,6,2016
EXAS,2016-12-01 00:00:00,2016-12-07 00:00:00,13.667280344009399,14.281380418777466,916,562.5156684875501,regime_exit,6,2016
PLNT,2016-12-01 00:00:00,2016-12-07 00:00:00,20.0299797706604,20.63864030456543,625,380.4128336906443,regime_exit,6,2016
VMC,2016-12-01 00:00:00,2016-12-07 00:00:00,125.751,129.66015817260742,99,387.00665908813454,regime_exit,6,2016
HUBS,2016-12-01 00:00:00,2016-12-07 00:00:00,52.8555,51.54670152282715,236,-308.87644061279263,regime_exit,6,2016
XYL,2016-12-06 00:00:00,2016-12-07 00:00:00,52.274338165283204,51.95588137054443,239,-76.1111739425665,regime_exit,1,2016
MO,2017-07-07 00:00:00,2017-07-14 00:00:00,74.3985,73.78214030456543,168,-103.54842883300739,max_hold,7,2017
HD,2017-07-10 00:00:00,2017-07-14 00:00:00,151.4823526611328,152.57424487304687,82,89.53516137695271,rsi_exit,4,2017
SBUX,2017-07-10 00:00:00,2017-07-17 00:00:00,57.9256213760376,58.213341827392576,216,62.14761749267535,max_hold,7,2017
ZBRA,2017-07-10 00:00:00,2017-07-17 00:00:00,100.23005877685547,100.51856121826172,124,35.77430273437517,max_hold,7,2017
ESS,2017-07-10 00:00:00,2017-07-17 00:00:00,253.59617633056644,257.2843878173828,49,180.72236285400288,max_hold,7,2017
NI,2017-07-10 00:00:00,2017-07-17 00:00:00,25.2604190826416,25.7583794670105,495,246.49039026260473,max_hold,7,2017
KMB,2017-07-10 00:00:00,2017-07-17 00:00:00,127.26402214050295,124.44062243652343,98,-276.69317098999284,max_hold,7,2017
JNJ,2017-07-17 00:00:00,2017-07-19 00:00:00,132.41429388427736,134.93958670043946,94,237.37752471923807,rsi_exit,2,2017
LVS,2017-07-14 00:00:00,2017-07-20 00:00:00,61.192139694213864,62.03567984771728,204,172.08219131469744,regime_exit,6,2017
PENN,2017-07-17 00:00:00,2017-07-20 00:00:00,20.3005202293396,20.608699619293212,616,189.83850421142475,regime_exit,3,2017
VMC,2017-07-17 00:00:00,2017-07-20 00:00:00,124.92936030578613,125.04940304565429,100,12.004273986815406,regime_exit,3,2017
DUK,2017-07-17 00:00:00,2017-07-20 00:00:00,84.19805877685548,84.76014030456543,148,83.18806610107254,rsi_exit,3,2017
WING,2017-07-18 00:00:00,2017-07-20 00:00:00,30.380639694213865,31.1875,412,332.42644598388745,regime_exit,2,2017
CME,2017-07-19 00:00:00,2017-07-20 00:00:00,120.41033816528322,120.31887756347658,104,-9.511902587891086,regime_exit,1,2017
MO,2017-07-19 00:00:00,2017-07-20 00:00:00,73.69710305786133,73.44281634521484,169,-42.97445443725678,regime_exit,1,2017
AMCR,2017-08-16 00:00:00,2017-08-18 00:00:00,61.623,62.874,203,253.95300000000097,rsi_exit,2,2017
LLY,2017-08-16 00:00:00,2017-08-23 00:00:00,80.85138244628907,77.99370152282715,154,-440.08286221313466,max_hold,7,2017
NTAP,2017-08-17 00:00:00,2017-08-24 00:00:00,39.6391213760376,38.73238137054443,315,-285.6231017303484,max_hold,7,2017
DGX,2017-08-17 00:00:00,2017-08-24 00:00:00,105.58074275207521,106.35685969543457,118,91.5817993164039,max_hold,7,2017
RJF,2017-08-17 00:00:00,2017-08-24 00:00:00,51.936998725891115,52.42161521148682,241,116.79257302856402,max_hold,7,2017
KKR,2017-08-17 00:00:00,2017-08-24 00:00:00,18.066060688018798,18.28335969543457,693,150.58821213912978,max_hold,7,2017
LH,2017-08-17 00:00:00,2017-08-24 00:00:00,133.0490753173828,132.39789682006835,94,-61.21077874755804,max_hold,7,2017
LNC,2017-08-18 00:00:00,2017-08-25 00:00:00,68.15603663635254,68.04364030456543,183,-20.56852871704116,max_hold,7,2017
SFM,2017-08-25 00:00:00,2017-08-28 00:00:00,21.883680152893067,19.680559314727784,572,-1260.185119430542,stop,3,2017
CB,2017-08-23 00:00:00,2017-08-30 00:00:00,144.52848550415038,140.87768365478516,86,-313.9689590454092,max_hold,7,2017
TREX,2017-08-24 00:00:00,2017-08-31 00:00:00,18.033494464874266,18.962,694,644.382841377259,max_hold,7,2017
LEN,2017-08-24 00:00:00,2017-08-31 00:00:00,48.82380157470703,49.170375442504884,256,88.72291015624978,max_hold,7,2017
BX,2017-08-24 00:00:00,2017-08-31 00:00:00,31.683240840911864,32.664539543151854,395,387.6129873847959,rsi_exit,7,2017
TFC,2017-08-24 00:00:00,2017-08-31 00:00:00,46.24230152893067,45.99782015228271,270,-66.00997169494761,max_hold,7,2017
RJF,2017-08-24 00:00:00,2017-08-31 00:00:00,52.63172188568115,52.10890646362305,237,-123.90725502777013,max_hold,7,2017
HIG,2017-08-31 00:00:00,2017-09-07 00:00:00,54.17813969421387,51.53671939086914,231,-610.1680900726328,max_hold,7,2017
ALL,2017-09-01 00:00:00,2017-09-08 00:00:00,89.95955877685547,89.43078060913086,139,-73.50016531372081,max_hold,7,2017
TDG,2017-09-01 00:00:00,2017-09-08 00:00:00,257.3737053222656,253.51196426391604,48,-185.36357080077914,max_hold,7,2017
PNC,2017-09-01 00:00:00,2017-09-08 00:00:00,126.89327938842773,121.26698213195802,98,-551.3771311340317,max_hold,7,2017
PGR,2017-09-05 00:00:00,2017-09-12 00:00:00,44.19822061157227,46.48684182739258,283,647.6798040771488,max_hold,7,2017
AVB,2017-09-05 00:00:00,2017-09-12 00:00:00,187.0533526611328,184.2607448730469,66,-184.3121140136705,max_hold,7,2017
PEP,2017-09-05 00:00:00,2017-09-12 00:00:00,116.10174275207521,114.77,107,-142.49647447204796,max_hold,7,2017
NRG,2017-09-08 00:00:00,2017-09-15 00:00:00,23.96784007644653,22.88414030456543,522,-565.6912809219345,max_hold,7,2017
BK,2017-09-08 00:00:00,2017-09-15 00:00:00,50.530860305786135,51.45688137054444,247,228.72720299530067,max_hold,7,2017
AMCR,2017-09-12 00:00:00,2017-09-15 00:00:00,63.97769847106934,63.72229847717285,195,-49.802998809815406,regime_exit,3,2017
TDG,2017-09-12 00:00:00,2017-09-15 00:00:00,254.68835266113283,255.6376939086914,49,46.51772113037035,regime_exit,3,2017
VEEV,2017-09-12 00:00:00,2017-09-15 00:00:00,57.4246213760376,55.628521675109866,218,-391.5497348022459,regime_exit,3,2017
