date,symbol,regime_entry,regime_now,unrealized_pct,days_held,ml_rank_entry,ml_rank_now,stop_pct,vix_now,recovered_10d
2018-10-15,MDT,TRENDING_BULL,CHOPPY,-0.0227,27,0.863,0.186,0.0478,21.31,1
2018-10-15,AAPL,TRENDING_BULL,CHOPPY,-0.0072,26,0.9225,0.7416,0.0636,21.31,1
2018-10-16,AAPL,TRENDING_BULL,CHOPPY,0.0147,27,0.9225,0.7416,0.064,21.3,1
2018-10-24,EOG,CHOPPY,CHOPPY,-0.1047,6,0.8734,0.7158,0.0862,20.71,0
2018-10-26,ISRG,TRENDING_BULL,CHOPPY,-0.0791,17,0.863,0.8786,0.1107,24.22,1
2018-12-24,FAST,BEAR,BEAR,-0.0871,10,0.6985,0.3995,0.0724,30.11,1
2019-02-22,INTU,CHOPPY,CHOPPY,0.131,17,0.9332,0.9666,0.0486,14.46,1
2019-02-27,AVGO,CHOPPY,CHOPPY,-0.0323,14,0.9332,0.8895,0.0463,15.17,1
2019-02-28,AVGO,CHOPPY,CHOPPY,-0.0185,15,0.9332,0.9049,0.0438,14.7,0
2019-03-04,FTNT,CHOPPY,CHOPPY,-0.0476,4,0.8535,0.946,0.0553,13.57,0
2019-03-05,FTNT,CHOPPY,CHOPPY,-0.0498,5,0.8535,0.946,0.0543,14.63,0
2019-04-25,AVGO,TRENDING_BULL,TRENDING_BULL,0.0165,23,0.8872,0.741,0.0429,13.14,1
2019-05-09,ORCL,TRENDING_BULL,TRENDING_BULL,-0.0055,21,0.9205,0.8179,0.04,19.4,1
2019-05-13,ANET,TRENDING_BULL,CHOPPY,-0.2464,21,0.9462,0.9693,0.1386,16.04,0
2019-05-13,AVGO,TRENDING_BULL,CHOPPY,-0.0655,13,0.9769,0.9284,0.0629,16.04,1
2019-05-13,NVDA,TRENDING_BULL,CHOPPY,-0.1257,11,0.8949,0.9795,0.1115,16.04,0
2019-05-13,AAPL,TRENDING_BULL,CHOPPY,-0.0997,6,0.9564,0.9156,0.0814,16.04,0
2019-05-31,BX,CHOPPY,CHOPPY,-0.08,8,0.9592,0.9821,0.0626,17.3,1
2019-06-03,ADBE,CHOPPY,CHOPPY,-0.0682,12,0.9745,0.9439,0.0657,18.71,1
2019-06-03,INTU,CHOPPY,CHOPPY,-0.0295,12,0.9668,0.9872,0.0696,18.71,1
2019-06-04,INTU,CHOPPY,CHOPPY,0.0073,13,0.9668,0.9745,0.0693,18.86,1
2019-06-26,AMT,CHOPPY,TRENDING_BULL,-0.0173,12,0.9439,0.6607,0.0522,16.28,1
2019-06-27,AMT,CHOPPY,TRENDING_BULL,-0.017,13,0.9439,0.6607,0.0524,16.21,1
2019-06-28,AMT,CHOPPY,TRENDING_BULL,-0.0237,14,0.9439,0.6378,0.0515,15.82,1
2019-07-01,AMT,CHOPPY,TRENDING_BULL,-0.034,17,0.9439,0.6378,0.0552,15.08,1
2019-07-02,AMT,CHOPPY,TRENDING_BULL,-0.0181,18,0.9439,0.6122,0.0549,14.06,1
2019-07-31,BKNG,TRENDING_BULL,TRENDING_BULL,0.0016,15,0.9008,0.6768,0.0459,13.94,1
2019-08-06,ADBE,TRENDING_BULL,CHOPPY,-0.0726,21,0.9033,0.9796,0.0614,24.59,1
2019-08-06,NVDA,TRENDING_BULL,CHOPPY,-0.0904,20,0.9975,0.7099,0.0939,24.59,1
2019-08-06,NOW,TRENDING_BULL,CHOPPY,-0.1147,14,0.8626,0.9567,0.0898,24.59,0
2019-08-06,ORCL,TRENDING_BULL,CHOPPY,-0.0725,14,0.855,0.8753,0.0467,24.59,0
2019-08-07,ADBE,TRENDING_BULL,CHOPPY,-0.0635,22,0.9033,0.967,0.0634,20.17,0
2019-09-26,BKNG,TRENDING_BULL,TRENDING_BULL,-0.045,9,0.8633,0.8127,0.0521,15.96,0
2019-10-02,EBAY,TRENDING_BULL,TRENDING_BULL,-0.0519,21,0.8532,0.7392,0.0605,18.56,0
2019-10-08,INTU,CHOPPY,CHOPPY,-0.0467,49,0.9671,0.962,0.0579,17.86,1
2019-10-21,BA,CHOPPY,CHOPPY,-0.1058,5,0.9063,0.9116,0.0653,14.25,1
2019-11-26,PANW,TRENDING_BULL,CHOPPY,-0.0348,28,0.8914,0.8967,0.0716,11.87,1
2019-11-26,OXY,TRENDING_BULL,CHOPPY,-0.0868,21,0.8791,0.8892,0.084,11.87,0
2020-01-31,DHR,TRENDING_BULL,CHOPPY,-0.0068,15,0.8543,0.2714,0.0435,15.49,1
2020-02-03,AAPL,TRENDING_BULL,CHOPPY,-0.0331,12,0.8568,0.9422,0.0585,18.84,1
2020-02-24,INTU,CHOPPY,CHOPPY,-0.0249,17,0.9447,0.9874,0.0603,17.08,0
2020-02-24,NVDA,CHOPPY,CHOPPY,0.0203,13,0.8769,0.9774,0.1122,17.08,1
2020-02-24,ADBE,CHOPPY,CHOPPY,-0.0707,5,0.9573,0.9749,0.0595,17.08,0
2020-02-25,INTU,CHOPPY,CHOPPY,-0.0305,18,0.9447,0.9874,0.0657,25.03,0
2020-02-25,NVDA,CHOPPY,CHOPPY,-0.0217,14,0.8769,0.9774,0.126,25.03,1
2020-02-26,INTU,CHOPPY,CHOPPY,-0.0465,19,0.9447,0.9623,0.0668,27.85,1
2020-02-26,NVDA,CHOPPY,CHOPPY,-0.0008,15,0.8769,0.8643,0.1288,27.85,1
2020-02-26,PODD,CHOPPY,CHOPPY,-0.1394,1,0.9899,0.995,0.1079,27.85,0
2020-02-27,INTU,CHOPPY,CHOPPY,-0.0851,20,0.9447,0.9623,0.0744,27.56,1
2020-02-27,NVDA,CHOPPY,CHOPPY,-0.057,16,0.8769,0.8643,0.146,27.56,1
2020-02-28,INTU,CHOPPY,CHOPPY,-0.095,21,0.9447,0.9925,0.081,39.16,1
2020-02-28,NVDA,CHOPPY,CHOPPY,0.0083,17,0.8769,0.7915,0.1544,39.16,1
2020-03-02,INTU,CHOPPY,CHOPPY,-0.0428,24,0.9447,0.9925,0.0852,40.11,0
2020-03-02,NVDA,CHOPPY,CHOPPY,0.032,20,0.8769,0.7915,0.1542,40.11,1
2020-03-03,INTU,CHOPPY,CHOPPY,-0.0869,25,0.9447,0.9899,0.1007,33.42,1
2020-03-04,INTU,CHOPPY,CHOPPY,-0.0279,26,0.9447,0.9899,0.1033,36.82,0
2020-03-05,INTU,CHOPPY,BEAR,-0.0224,27,0.9447,0.9899,0.0879,31.99,0
2020-03-06,INTU,CHOPPY,BEAR,-0.0598,28,0.9447,0.9824,0.0976,39.62,0
2020-03-09,INTU,CHOPPY,BEAR,-0.1148,31,0.9447,0.9774,0.1165,41.94,0
2020-03-10,INTU,CHOPPY,BEAR,-0.082,32,0.9447,0.9774,0.117,54.46,0
2020-03-11,INTU,CHOPPY,BEAR,-0.1111,33,0.9447,0.9824,0.1235,47.3,0
2020-03-12,INTU,CHOPPY,BEAR,-0.19,34,0.9447,0.9824,0.1455,53.9,0
2020-03-13,INTU,CHOPPY,BEAR,-0.1107,35,0.9447,0.9799,0.1362,75.47,0
2020-03-16,INTU,CHOPPY,BEAR,-0.2394,38,0.9447,0.9799,0.1726,57.83,0
2020-03-17,INTU,CHOPPY,BEAR,-0.1858,39,0.9447,0.8166,0.1686,82.69,0
2020-06-03,BA,CHOPPY,CHOPPY,0.1,0,0.9925,0.9925,0.129,26.84,1
2020-07-31,GILD,TRENDING_BULL,TRENDING_BULL,-0.0921,8,0.898,0.6095,0.071,24.76,0
2020-08-06,ABBV,TRENDING_BULL,TRENDING_BULL,-0.0596,14,0.9303,0.6849,0.0597,22.99,1
2020-09-04,EBAY,TRENDING_BULL,TRENDING_BULL,-0.0525,28,0.9504,0.6501,0.0934,33.6,0
2020-09-04,SHOP,TRENDING_BULL,TRENDING_BULL,-0.0498,16,0.9752,0.7692,0.1776,33.6,0
2020-09-04,ETSY,TRENDING_BULL,TRENDING_BULL,-0.1261,10,0.9529,0.6799,0.1726,33.6,0
2020-09-04,AMZN,TRENDING_BULL,TRENDING_BULL,-0.0578,3,0.9057,0.6749,0.0959,33.6,0
2020-09-08,EBAY,TRENDING_BULL,TRENDING_BULL,-0.0707,32,0.9504,0.6501,0.0983,30.75,0
2020-09-08,AMZN,TRENDING_BULL,TRENDING_BULL,-0.0992,7,0.9057,0.6749,0.1021,30.75,0
2020-09-09,EBAY,TRENDING_BULL,TRENDING_BULL,-0.0363,33,0.9504,0.7916,0.0982,31.46,0
2020-09-10,EBAY,TRENDING_BULL,TRENDING_BULL,-0.0565,34,0.9504,0.7916,0.1071,28.81,0
2020-09-16,AMZN,TRENDING_BULL,CHOPPY,-0.1197,15,0.9057,0.9404,0.1015,25.59,0
2020-09-17,AMZN,TRENDING_BULL,CHOPPY,-0.1395,16,0.9057,0.9529,0.1057,26.04,0
2020-09-18,AMZN,TRENDING_BULL,CHOPPY,-0.1549,17,0.9057,0.9529,0.1127,26.46,0
2020-09-21,AMZN,TRENDING_BULL,CHOPPY,-0.1533,20,0.9057,0.9677,0.1124,25.83,0
2020-09-21,BKNG,TRENDING_BULL,CHOPPY,-0.0825,6,0.866,0.8213,0.0906,25.83,1
2020-09-22,AMZN,TRENDING_BULL,CHOPPY,-0.1051,21,0.9057,0.9677,0.1127,27.78,0
2020-09-23,AMZN,TRENDING_BULL,CHOPPY,-0.1421,22,0.9057,0.8089,0.1217,26.86,0
2020-09-24,AMZN,TRENDING_BULL,CHOPPY,-0.1364,23,0.9057,0.8089,0.1136,28.58,0
2020-09-24,ULTA,TRENDING_BULL,CHOPPY,-0.0887,9,0.8983,0.9256,0.1019,28.58,1
2020-09-25,AMZN,TRENDING_BULL,CHOPPY,-0.1148,24,0.9057,0.7723,0.1011,28.51,0
2020-09-25,ULTA,TRENDING_BULL,CHOPPY,-0.0835,10,0.8983,0.9257,0.0998,28.51,1
2020-09-28,AMZN,TRENDING_BULL,CHOPPY,-0.0922,27,0.9057,0.7723,0.0939,26.38,1
2020-10-28,ROST,TRENDING_BULL,TRENDING_BULL,-0.1076,13,0.9212,0.5577,0.1018,33.35,1
2020-10-29,MRVL,TRENDING_BULL,TRENDING_BULL,-0.1063,14,0.9015,0.8378,0.1181,40.28,1
2020-10-29,ROST,TRENDING_BULL,TRENDING_BULL,-0.0897,14,0.9212,0.8133,0.1022,40.28,1
2020-10-30,MRVL,TRENDING_BULL,TRENDING_BULL,-0.1227,15,0.9015,0.8378,0.1181,37.59,1
2020-10-30,CRM,TRENDING_BULL,TRENDING_BULL,-0.1019,15,0.867,0.8182,0.1012,37.59,1
2020-10-30,ROST,TRENDING_BULL,TRENDING_BULL,-0.1087,15,0.9212,0.8133,0.1056,37.59,1
2020-11-02,ADBE,CHOPPY,BEAR,-0.1263,21,0.9409,0.8919,0.0614,38.02,1
2020-11-02,FTNT,CHOPPY,BEAR,-0.1442,20,0.8941,0.9312,0.0815,38.02,0
2020-11-02,MRVL,TRENDING_BULL,BEAR,-0.1372,18,0.9015,0.6978,0.0818,38.02,1
2020-11-02,CRM,TRENDING_BULL,BEAR,-0.1012,18,0.867,0.8256,0.0704,38.02,1
2020-11-02,ROST,TRENDING_BULL,BEAR,-0.0729,18,0.9212,0.8477,0.0699,38.02,1
2020-11-02,INTU,TRENDING_BULL,BEAR,-0.0747,18,0.9064,0.9484,0.0544,38.02,1
2020-11-03,ADBE,CHOPPY,BEAR,-0.1085,22,0.9409,0.8477,0.0594,37.13,1
2020-11-03,FTNT,CHOPPY,BEAR,-0.1301,21,0.8941,0.8526,0.0813,37.13,0
2020-11-03,MRVL,TRENDING_BULL,BEAR,-0.1302,19,0.9015,0.7346,0.0801,37.13,1
2020-11-03,CRM,TRENDING_BULL,BEAR,-0.0831,19,0.867,0.7862,0.0673,37.13,1
2020-11-03,ROST,TRENDING_BULL,BEAR,-0.041,19,0.9212,0.715,0.069,37.13,1
2020-11-03,INTU,TRENDING_BULL,BEAR,-0.0504,19,0.9064,0.9214,0.0531,37.13,1
2020-11-04,ADBE,CHOPPY,BEAR,-0.0433,23,0.9409,0.8403,0.0631,35.55,0
2020-11-04,FTNT,CHOPPY,BEAR,-0.1005,22,0.8941,0.8501,0.0794,35.55,0
2020-11-04,MRVL,TRENDING_BULL,BEAR,-0.0841,20,0.9015,0.7469,0.0815,35.55,1
2021-01-14,NOW,TRENDING_BULL,TRENDING_BULL,-0.0658,28,0.8943,0.8431,0.0904,22.21,1
2021-01-15,NOW,TRENDING_BULL,TRENDING_BULL,-0.0669,29,0.8943,0.8431,0.0918,23.25,1
2021-01-27,ROST,TRENDING_BULL,TRENDING_BULL,-0.071,21,0.8824,0.8456,0.0836,23.02,1
2021-01-29,TJX,TRENDING_BULL,TRENDING_BULL,-0.0484,23,0.8848,0.7819,0.0802,30.21,1
2021-02-01,TJX,TRENDING_BULL,TRENDING_BULL,-0.0479,26,0.8848,0.7819,0.0771,33.09,1
2021-02-22,MSFT,TRENDING_BULL,TRENDING_BULL,-0.0447,12,0.8505,0.6961,0.0495,22.05,0
2021-02-23,DDOG,TRENDING_BULL,TRENDING_BULL,-0.084,20,0.8554,0.3676,0.1744,23.45,0
2021-02-25,AAPL,TRENDING_BULL,TRENDING_BULL,-0.1141,21,0.9608,0.8064,0.0834,21.34,0
2021-02-25,ADBE,TRENDING_BULL,TRENDING_BULL,-0.075,8,0.9118,0.5686,0.0771,21.34,0
2021-02-26,ADBE,TRENDING_BULL,TRENDING_BULL,-0.074,9,0.9118,0.5686,0.079,28.89,0
2021-03-01,ETSY,TRENDING_BULL,TRENDING_BULL,0.0852,12,0.8652,0.0956,0.185,27.95,1
2021-03-03,ADBE,TRENDING_BULL,TRENDING_BULL,-0.0966,14,0.9118,0.5025,0.0883,24.1,0
2021-03-04,ETSY,TRENDING_BULL,TRENDING_BULL,-0.121,15,0.8652,0.1593,0.2,26.67,1
2021-03-04,EBAY,TRENDING_BULL,TRENDING_BULL,-0.0922,2,0.8824,0.7745,0.1026,26.67,1
2021-03-12,ULTA,TRENDING_BULL,CHOPPY,-0.063,10,0.8676,0.576,0.1103,21.91,0
2021-03-25,ETN,TRENDING_BULL,CHOPPY,-0.0109,22,0.8529,0.5294,0.0624,21.2,1
2021-05-04,SHOP,TRENDING_BULL,TRENDING_BULL,-0.0354,26,0.8922,0.6814,0.1574,18.31,0
2021-08-03,AMZN,TRENDING_BULL,TRENDING_BULL,-0.078,26,0.8802,0.6846,0.074,19.46,0
2021-08-05,MRK,TRENDING_BULL,CHOPPY,-0.0253,23,0.9658,0.1271,0.04,17.97,1
2021-08-06,MRK,TRENDING_BULL,CHOPPY,-0.0273,24,0.9658,0.2567,0.04,17.28,1
2021-08-09,MRK,TRENDING_BULL,CHOPPY,-0.0288,27,0.9658,0.1125,0.04,16.15,1
2021-08-10,MRK,TRENDING_BULL,CHOPPY,-0.0305,28,0.9658,0.1125,0.04,16.72,1
2021-08-11,MRK,TRENDING_BULL,CHOPPY,-0.0302,29,0.9658,0.2029,0.04,16.79,1
2021-08-12,MRK,TRENDING_BULL,CHOPPY,-0.0195,30,0.9658,0.2029,0.04,16.17,1
2021-08-17,MRNA,CHOPPY,CHOPPY,0.1132,0,0.9853,0.9853,0.2,16.12,1
2021-08-19,AAPL,TRENDING_BULL,CHOPPY,-0.0059,15,0.8924,0.6381,0.0411,21.57,1
2021-08-26,ANF,TRENDING_BULL,CHOPPY,0.0229,21,0.9902,0.467,0.165,16.79,1
2021-09-14,ORCL,CHOPPY,TRENDING_BULL,-0.0292,19,0.89,0.22,0.0506,19.37,1
2021-09-20,MSFT,TRENDING_BULL,TRENDING_BULL,-0.0246,21,0.9535,0.3521,0.0458,20.81,1
2021-09-22,ADBE,TRENDING_BULL,TRENDING_BULL,-0.053,23,0.9462,0.1834,0.0656,24.36,0
2021-09-28,MDB,TRENDING_BULL,CHOPPY,-0.049,14,0.8875,0.0049,0.1012,18.76,0
2021-09-29,MDB,TRENDING_BULL,CHOPPY,-0.0594,15,0.8875,0.0049,0.1052,23.25,1
2021-09-29,SHOP,TRENDING_BULL,CHOPPY,-0.0879,5,0.9218,0.922,0.0883,23.25,0
2021-10-01,NVDA,TRENDING_BULL,CHOPPY,-0.062,7,0.89,0.8854,0.0766,23.14,1
2021-10-01,BNTX,CHOPPY,CHOPPY,-0.1325,3,0.956,0.9293,0.2,23.14,0
2021-11-16,PLTR,CHOPPY,TRENDING_BULL,-0.1118,21,0.9903,0.7518,0.1389,16.49,0
2021-11-26,MSFT,CHOPPY,CHOPPY,-0.0146,23,0.8699,0.8337,0.0402,18.58,1
2021-11-29,LIN,CHOPPY,CHOPPY,-0.0334,10,0.9614,0.8458,0.04,28.62,1
2021-11-30,LLY,TRENDING_BULL,CHOPPY,-0.0552,20,0.9759,0.9542,0.0554,22.96,0
2021-11-30,MCD,TRENDING_BULL,CHOPPY,-0.0329,13,0.9735,0.6361,0.04,22.96,1
2021-12-01,MCD,TRENDING_BULL,CHOPPY,-0.0345,14,0.9735,0.1904,0.04,27.19,1
2021-12-31,ORCL,CHOPPY,TRENDING_BULL,-0.1091,14,0.8606,0.6659,0.0882,17.33,0
2022-01-11,PG,TRENDING_BULL,TRENDING_BULL,-0.0243,7,0.9308,0.7351,0.0421,19.4,1
2022-01-18,PG,TRENDING_BULL,TRENDING_BULL,-0.0362,14,0.9308,0.7833,0.0463,19.19,1
2022-01-19,GILD,TRENDING_BULL,TRENDING_BULL,-0.0507,15,0.9523,0.7476,0.0475,22.79,0
2022-01-24,VRTX,TRENDING_BULL,CHOPPY,0.0385,20,0.9666,0.5476,0.0518,28.85,1
2022-01-24,KO,TRENDING_BULL,CHOPPY,0.0018,20,0.9403,0.1429,0.04,28.85,1
2022-01-25,KO,TRENDING_BULL,CHOPPY,-0.0005,21,0.9403,0.1429,0.04,29.9,1
2022-01-26,PEP,TRENDING_BULL,CHOPPY,-0.026,13,0.9095,0.0523,0.0446,31.16,1
2022-02-24,INSP,BEAR,BEAR,0.0851,2,0.9529,0.9506,0.1283,31.02,1
2022-04-28,MO,CHOPPY,BEAR,0.0066,14,0.96,0.2295,0.04,31.6,1
2022-05-09,PANW,BEAR,BEAR,-0.1676,4,0.719,0.9204,0.1364,30.19,0
2022-06-13,HPQ,BEAR,BEAR,-0.1346,5,0.4907,0.6005,0.086,27.75,0
2022-06-17,PNW,BEAR,BEAR,-0.1174,8,0.9159,0.4696,0.0634,32.95,1
2022-09-23,PODD,BEAR,BEAR,-0.094,10,0.7575,0.7321,0.0849,27.35,0
2023-02-16,INTU,CHOPPY,CHOPPY,0.0336,22,0.9021,0.925,0.0899,18.23,1
2023-02-17,INTU,CHOPPY,CHOPPY,0.0235,23,0.9021,0.925,0.0912,20.17,1
2023-02-21,INTU,CHOPPY,CHOPPY,0.003,27,0.9021,0.9727,0.0944,20.02,1
